hit_id,sent_text,lemma_window,colloc,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100214_0156_21:16-18-19,"Now , if Spain were an American state rather than a European country , things would n't be so bad .","now , if Spain be a american state rather than a european country , thing would not be so bad .",,nyt_eng_20100214_0156_21,"But Spain no longer has its own money , which means that it can regain competitiveness only through a slow , grinding process of deflation .","now , if Spain were an American state rather than a European country , things would n't be so bad .","now , if Spain be a american state rather than a european country , thing would not be so bad .","For one thing , costs and prices would n't have gotten so far out of line  -COL-  Florida , which among other things was freely able to attract workers from other states and keep labor costs down , never experienced anything like Spain 's relative inflation .",n't,so,bad,n't,so,bad,16,18,19,"{'lemma': 'bad', 'ix': 19, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 19, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,16-18-19,immediateNeg
nyt_eng_20100214_0155_25:9-10-11,But the funny thing about dreams is they are seldom as powerful as the truth .,but the funny thing about dream be they be seldom as powerful as the truth .,,nyt_eng_20100214_0155_25,"And here 's your proof  -COL-  Ten days ago , as snow flurries danced in the evening sky , this town in Western Colorado shut down the highway to vehicles , the fifth-grade class from an elementary school sang the national anthem like America 's future depended on it and nearly 60 percent of all men , women and children in the valley waved goodbye to the 17 athletes with ties to the Steamboat Springs Winter Sports Club bound for the Olympics .",but the funny thing about dreams is they are seldom as powerful as the truth .,but the funny thing about dream be they be seldom as powerful as the truth .,"Bow-hunting as a high school senior , Sam Spillane bagged his elk .",seldom,as,powerful,seldom,as,powerful,9,10,11,"{'lemma': 'powerful', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'be'}","{'lemma': 'seldom', 'ix': 9, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'powerful'}",advmod,"{'lemma': 'powerful', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'be'}","{'lemma': 'as', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'powerful'}",advmod,nyt_eng_201002,9-10-11,immediateNeg
nyt_eng_20100214_0151_5:4-5-6,"The action itself was n't that bad , but it was like eating one bite of delicious steak , then having to wait 20 minutes before taking another bite .","the action itself be not that bad , but it be like eat one bite of delicious steak , then have to wait 20 minute before take another bite .",,nyt_eng_20100214_0151_5,"The NBA All-Star stuff Saturday night -LRB- slam dunk , 3-point , skills , etc. -RRB- dragged so much it was painful to watch .","the action itself was n't that bad , but it was like eating one bite of delicious steak , then having to wait 20 minutes before taking another bite .","the action itself be not that bad , but it be like eat one bite of delicious steak , then have to wait 20 minute before take another bite .","Chris Kennedy , a reader from Land O ' Lakes , wrote in with this excellent suggestion  -COL-   -LBQ-  We get to see the Olympics every four years and that seems to work just fine .",n't,that,bad,n't,that,bad,4,5,6,"{'lemma': 'bad', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'that', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,4-5-6,immediateNeg
nyt_eng_20100214_0149_16:3-4-5,And it was n't just Spillane .,and it be not just spillane .,,nyt_eng_20100214_0149_16,It 's just so gratifying .  -RDQ-,and it was n't just Spillane .,and it be not just spillane .,"Fellow Steamboat Springs native Todd Lodwick led much of the 10-kilometer cross country race , which followed a ski jumping competition , only to finish fourth and miss a medal by 0.7 of a second .",n't,just,Spillane,n't,just,Spillane,3,4,5,"{'lemma': 'spillane', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'spillane'}",neg,"{'lemma': 'spillane', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'just', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'spillane'}",advmod,nyt_eng_201002,3-4-5,immediateNeg
nyt_eng_20100214_0148_36:12-13-14,"-LBQ-  But if you miss it a little left , it 's not so pretty .  -RDQ-","`` but if you miss it a little leave , it be not so pretty . ''",,nyt_eng_20100214_0148_36,"-LBQ-  It 's such a gorgeous hole ,  -RDQ-  he said .","`` But if you miss it a little left , it 's not so pretty . ''","`` but if you miss it a little leave , it be not so pretty . ''",He did not miss it left .,not,so,pretty,not,so,pretty,12,13,14,"{'lemma': 'pretty', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'pretty'}",neg,"{'lemma': 'pretty', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'so', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'pretty'}",advmod,nyt_eng_201002,12-13-14,immediateNeg
nyt_eng_20100214_0147_48:11-13-14,"There were plenty of lead changes , but the racing was n't all that wild .","there be plenty of lead change , but the racing be not all that wild .",,nyt_eng_20100214_0147_48,Except it did n't really work out that way .,"there were plenty of lead changes , but the racing was n't all that wild .","there be plenty of lead change , but the racing be not all that wild .","The stars were barely in contention until Dale Earnhardt Jr. made a late charge , and the track became the most noteworthy story .",n't,that,wild,n't,that,wild,11,13,14,"{'lemma': 'wild', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'be'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'wild'}",neg,"{'lemma': 'wild', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'be'}","{'lemma': 'that', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'wild'}",advmod,nyt_eng_201002,11-13-14,immediateNeg
nyt_eng_20100214_0146_3:15-17-18,"There would be trouble from above , caused by the wacky weather that presumably does not seem so wacky to those who spend their lives in this scenic , soggy corner of Canada .","there would be trouble from above , cause by the wacky weather that presumably does not seem so wacky to those who spend they life in this scenic , soggy corner of Canada .",,nyt_eng_20100214_0146_3,"But Bjorndalen , the lean Norwegian with the cleft chin and nine Olympic medals , would not come close to ruling the first men 's biathlon race of the Vancouver Games .","there would be trouble from above , caused by the wacky weather that presumably does not seem so wacky to those who spend their lives in this scenic , soggy corner of Canada .","there would be trouble from above , cause by the wacky weather that presumably does not seem so wacky to those who spend they life in this scenic , soggy corner of Canada .","Above all there would be trouble on Bjorndalen 's first of two trips to the shooting range , where he arrived in strong position and left with a grimace after missing three of his five shots from the prone position and saddling himself with three penalty loops for his lack of accuracy .",not,so,wacky,not,so,wacky,15,17,18,"{'lemma': 'wacky', 'ix': 18, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'weather'}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'wacky'}",neg,"{'lemma': 'wacky', 'ix': 18, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'weather'}","{'lemma': 'so', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'wacky'}",advmod,nyt_eng_201002,15-17-18,immediateNeg
nyt_eng_20100214_0145_20:37-38-39,"But Vinny Lecavalier , without a point in five games and minus-7 in three , has disappeared , and Ryan Malone -LRB- zero goals in 11 games -RRB- and Alex Tanguay -LRB- one in 12 -RRB- are not much better .","but Vinny Lecavalier , without a point in five game and minus-7 in three , has disappear , and Ryan Malone -lrb- zero goal in 11 game -rrb- and Alex Tanguay -lrb- one in 12 -rrb- be not much better .",,nyt_eng_20100214_0145_20,"Such as Stamkos , who scored his team-best 35th goal and league-best 15th on the power play , and Steve Downie , who scored his 15th on a deflection .","but Vinny Lecavalier , without a point in five games and minus-7 in three , has disappeared , and Ryan Malone -LRB- zero goals in 11 games -RRB- and Alex Tanguay -LRB- one in 12 -RRB- are not much better .","but Vinny Lecavalier , without a point in five game and minus-7 in three , has disappear , and Ryan Malone -lrb- zero goal in 11 game -rrb- and Alex Tanguay -lrb- one in 12 -rrb- be not much better .",Even St. Louis was minus-3 .,not,much,better,not,much,better,37,38,39,"{'lemma': 'better', 'ix': 39, 'xpos': 'JJR', 'deprel': 'conj', 'head': 'disappear'}","{'lemma': 'not', 'ix': 37, 'xpos': 'RB', 'deprel': 'neg', 'head': 'better'}",neg,"{'lemma': 'better', 'ix': 39, 'xpos': 'JJR', 'deprel': 'conj', 'head': 'disappear'}","{'lemma': 'much', 'ix': 38, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'better'}",advmod,nyt_eng_201002,37-38-39,immediateNeg
nyt_eng_20100214_0143_26:16-18-19,"-LBQ-  I 'm still trying to juggle my schoolwork with the Olympics , so it has n't been that easy ,  -RDQ-  said Flatt , who won the national championship last month .","`` I 'm still try to juggle my schoolwork with the Olympics , so it has not be that easy , '' say Flatt , who win the national championship last month .",,nyt_eng_20100214_0143_26,"She is headed back to classes at Cheyenne Mountain High School in Colorado Springs , where she takes Advanced Placement physics , calculus , French and English .","`` I 'm still trying to juggle my schoolwork with the Olympics , so it has n't been that easy , '' said Flatt , who won the national championship last month .","`` I 'm still try to juggle my schoolwork with the Olympics , so it has not be that easy , '' say Flatt , who win the national championship last month .","-LBQ-  I ca n't wait to get back here , so I can focus on the competition .  -RDQ-",n't,that,easy,n't,that,easy,16,18,19,"{'lemma': 'easy', 'ix': 19, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'try'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'easy'}",neg,"{'lemma': 'easy', 'ix': 19, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'try'}","{'lemma': 'that', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easy'}",advmod,nyt_eng_201002,16-18-19,immediateNeg
nyt_eng_20100214_0141_13:47-48-49,"China has turned its focus to relatively new Olympic sports like short track , men 's and women 's aerials , snowboarding and women 's curling -- events where it can quickly become an international power and , if necessary , import foreign coaches to provide expertise not yet available at home .","China has turn its focus to relatively new Olympic sport like short track , man 's and woman 's aerial , snowboarding and woman 's curling -- event where it can quickly become a international power and , if necessary , import foreign coach to provide expertise not yet available at home .",,nyt_eng_20100214_0141_13,"With limited resources at the moment , China 's development plan seems to be to win as many medals as possible using as few athletes as necessary .","China has turned its focus to relatively new Olympic sports like short track , men 's and women 's aerials , snowboarding and women 's curling -- events where it can quickly become an international power and , if necessary , import foreign coaches to provide expertise not yet available at home .","China has turn its focus to relatively new Olympic sport like short track , man 's and woman 's aerial , snowboarding and woman 's curling -- event where it can quickly become a international power and , if necessary , import foreign coach to provide expertise not yet available at home .","In a prominent team sport like hockey , Chinese women still lag behind the world 's best , as was apparent in a 12-1 loss to the United States on Sunday .",not,yet,available,not,yet,available,47,48,49,"{'lemma': 'available', 'ix': 49, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'provide'}","{'lemma': 'not', 'ix': 47, 'xpos': 'RB', 'deprel': 'dep', 'head': 'available'}",dep,"{'lemma': 'available', 'ix': 49, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'provide'}","{'lemma': 'yet', 'ix': 48, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,nyt_eng_201002,47-48-49,immediateNeg
nyt_eng_20100214_0141_8:3-4-5,Training programs are not as good as summer programs .,training program be not as good as summer program .,,nyt_eng_20100214_0141_8,-LBQ-  Winter sports in China have such a short history .,training programs are not as good as summer programs .,training program be not as good as summer program .,There is a lot of uncertainty in competition .,not,as,good,not,as,good,3,4,5,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201002,3-4-5,immediateNeg
nyt_eng_20100214_0136_10:15-16-17,"-LBQ-  When the ice is slow ,  -RDQ-  Parra said ,  -LBQ-  you can be not as good as someone technically but you can push your way through .  -RDQ-","`` when the ice be slow , '' Parra say , `` you can be not as good as someone technically but you can push you way through . ''",,nyt_eng_20100214_0136_10,"But some people , including the American coach Derek Parra , said they thought that the slow ice might prove a great equalizer in the race , allowing the stronger , heavier skaters to bull their way to the top of the podium .","`` When the ice is slow , '' Parra said , `` you can be not as good as someone technically but you can push your way through . ''","`` when the ice be slow , '' Parra say , `` you can be not as good as someone technically but you can push you way through . ''","Parra was pleased that his three skaters -- Nancy Swider-Peltz Jr. , Jilleanne Rookard and Catherine Raney-Norman -- skated one after the other in the pairs immediately after the ice was resurfaced .",not,as,good,not,as,good,15,16,17,"{'lemma': 'good', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 17, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201002,15-16-17,immediateNeg
nyt_eng_20100214_0129_32:12-13-14,"-LBQ-  Could it have been better ? Absolutely , but we 're not that greedy .  -RDQ-","`` could it have be better ? absolutely , but we be not that greedy . ''",,nyt_eng_20100214_0129_32,"-LBQ-  To have second , fourth and sixth is , I mean -- It 's a good day ,  -RDQ-  he said .","`` Could it have been better ? Absolutely , but we 're not that greedy . ''","`` could it have be better ? absolutely , but we be not that greedy . ''","Jumping is a traditional weakness for Americans , but they performed well Sunday , with Lodwick taking second and Spillane fourth .",not,that,greedy,not,that,greedy,12,13,14,"{'lemma': 'greedy', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'greedy'}",neg,"{'lemma': 'greedy', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'that', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'greedy'}",advmod,nyt_eng_201002,12-13-14,immediateNeg
nyt_eng_20100214_0126_11:14-16-17,-LBQ-  It comes from the lock-them-up-and-throw-away-the-key -LRB- policies -RRB- the evidence shows it has not been very effective .  -RDQ-,`` it come from the lock-them-up-and-throw-away-the-key -lrb- policy -rrb- the evidence show it has not be very effective . '',,nyt_eng_20100214_0126_11,"-LBQ-  Particularly in austere budget times , re-entry -LRB- programs -RRB- really make good business and public safety sense ,  -RDQ-  Florida Department of Corrections Secretary Walt McNeil said .",`` It comes from the lock-them-up-and-throw-away-the-key -LRB- policies -RRB- the evidence shows it has not been very effective . '',`` it come from the lock-them-up-and-throw-away-the-key -lrb- policy -rrb- the evidence show it has not be very effective . '',"As the state 's chief warden , McNeil began preaching these reforms years ago .",not,very,effective,not,very,effective,14,16,17,"{'lemma': 'effective', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'show'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'effective'}",neg,"{'lemma': 'effective', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'show'}","{'lemma': 'very', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'effective'}",advmod,nyt_eng_201002,14-16-17,immediateNeg
nyt_eng_20100214_0121_2:10-18-19,"-LBQ-  Housing has been on government life support , and without it the crash would have been much more severe ,  -RDQ-  said Mark Zandi , chief economist with Moody 's Economy.com in Pennsylvania .","`` housing has be on government life support , and without it the crash would have be much more severe , '' say Mark Zandi , chief economist with Moody 's Economy.com in Pennsylvania .",,nyt_eng_20100214_0121_2,San Francisco -- The Federal Reserve is poised to turn off a major money spigot that has helped sustain the ailing housing market -- an extraordinary program under which the Fed has pumped $ 1.3 trillion into the mortgage market that ends March 31 .,"`` Housing has been on government life support , and without it the crash would have been much more severe , '' said Mark Zandi , chief economist with Moody 's Economy.com in Pennsylvania .","`` housing has be on government life support , and without it the crash would have be much more severe , '' say Mark Zandi , chief economist with Moody 's Economy.com in Pennsylvania .","-LBQ-  This spring and summer as those policy efforts unwind , we most likely will see mortgage rates move higher and more house-price declines .  -RDQ-",without,more,severe,without,more,severe,10,18,19,"{'lemma': 'severe', 'ix': 19, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'be'}","{'lemma': 'without', 'ix': 10, 'xpos': 'IN', 'deprel': 'prep', 'head': 'severe'}",prep,"{'lemma': 'severe', 'ix': 19, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'be'}","{'lemma': 'more', 'ix': 18, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'severe'}",advmod,nyt_eng_201002,10-18-19,immediateNeg
nyt_eng_20100214_0115_40:15-16-17,"Bens Leo , a prominent music critic , said that the first album was  -LBQ-  not so professional  -RDQ-  but that the new album 's production and packaging were slick .","Bens Leo , a prominent music critic , say that the first album be `` not so professional '' but that the new album 's production and packaging be slick .",,nyt_eng_20100214_0115_40,Music critics praised the album as a marked improvement over the president 's first two .,"Bens Leo , a prominent music critic , said that the first album was `` not so professional '' but that the new album 's production and packaging were slick .","Bens Leo , a prominent music critic , say that the first album be `` not so professional '' but that the new album 's production and packaging be slick .","As for the president 's composition ,  -LBQ-  His style is the same ,  -RDQ-  Leo said .",not,so,professional,not,so,professional,15,16,17,"{'lemma': 'professional', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 15, 'xpos': 'RB', 'deprel': 'neg', 'head': 'professional'}",neg,"{'lemma': 'professional', 'ix': 17, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'so', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'professional'}",advmod,nyt_eng_201002,15-16-17,immediateNeg
nyt_eng_20100214_0110_82:4-5-6,"Still , he was not entirely uncalculating  -COL-  In a show of toughness , he announced that prosecutors would seek death sentences .","still , he be not entirely uncalculating : in a show of toughness , he announce that prosecutor would seek death sentence .",,nyt_eng_20100214_0110_82,"-LBQ-  To the extent that there are political consequences , well , you know , I 'll just have to take my lumps ,  -RDQ-  he said .","still , he was not entirely uncalculating : In a show of toughness , he announced that prosecutors would seek death sentences .","still , he be not entirely uncalculating : in a show of toughness , he announce that prosecutor would seek death sentence .","The White House , wanting to move on quickly , overruled Holder 's request for more public appearances to explain the decision , administration officials said .",not,entirely,uncalculating,not,entirely,uncalculating,4,5,6,"{'lemma': 'uncalculating', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 4, 'xpos': 'RB', 'deprel': 'neg', 'head': 'uncalculating'}",neg,"{'lemma': 'uncalculating', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'entirely', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'uncalculating'}",advmod,nyt_eng_201002,4-5-6,immediateNeg
nyt_eng_20100214_0067_5:2-3-4,"It was not clearly marked as an ad , for instance , and they worried that children reading it might think they could mimic the T-shirt design from crystals alone .","it be not clearly marked as a ad , for instance , and they worry that child read it might think they could mimic the t-shirt design from crystal alone .",,nyt_eng_20100214_0067_5,"But when the reviewers assigned to monitoring children 's advertising at the Council of Better Business Bureaus saw it , they saw problems .","it was not clearly marked as an ad , for instance , and they worried that children reading it might think they could mimic the T-shirt design from crystals alone .","it be not clearly marked as a ad , for instance , and they worry that child read it might think they could mimic the t-shirt design from crystal alone .","The Children 's Advertising Review Unit of the bureau contacted Duncan Enterprises , which ran the ad , and suggested several changes last month .",not,clearly,marked,not,clearly,marked,2,3,4,"{'lemma': 'marked', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'marked'}",neg,"{'lemma': 'marked', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'clearly', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'marked'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100214_0058_47:2-3-4,I 'm not that stupid .  -RDQ-,I be not that stupid . '',,nyt_eng_20100214_0058_47,End of story .,i 'm not that stupid . '',I be not that stupid . '',"This book startlingly claims that a report critical of the conduct of the agents , who were eager to discuss the minutiae of Lewinsky 's sexual behavior , has been withheld from the public for reasons of privacy -- their privacy .",not,that,stupid,not,that,stupid,2,3,4,"{'lemma': 'stupid', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'stupid'}",neg,"{'lemma': 'stupid', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'that', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'stupid'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100214_0058_21:20-21-22,"The early parts of the imbroglio , especially the Whitewater real estate investigation involving James and Susan McDougal , are no less confounding than they ever were .","the early part of the imbroglio , especially the Whitewater real estate investigation involve James and Susan McDougal , be no less confounding than they ever be .",,nyt_eng_20100214_0058_21,There are times when this book seems akin to climbing Mount Everest in house slippers  -COL-  impressive but not entirely necessary .,"the early parts of the imbroglio , especially the Whitewater real estate investigation involving James and Susan McDougal , are no less confounding than they ever were .","the early part of the imbroglio , especially the Whitewater real estate investigation involve James and Susan McDougal , be no less confounding than they ever be .","But by and large Gormley has packed his narrative with intense , overdue and definitive testimony about the still-surprising investigation of Clinton 's activities spearheaded by Kenneth W. Starr .",no,less,confounding,no,less,confounding,20,21,22,"{'lemma': 'confounding', 'ix': 22, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'no', 'ix': 20, 'xpos': 'DT', 'deprel': 'dep', 'head': 'confounding'}",dep,"{'lemma': 'confounding', 'ix': 22, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'less', 'ix': 21, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'confounding'}",advmod,nyt_eng_201002,20-21-22,immediateNeg
nyt_eng_20100214_0057_36:2-3-4,"He 's not exactly easygoing ; in the songs on this album every doubt is a chasm , every breakup a disaster .","he be not exactly easygoing ; in the song on this album every doubt be a chasm , every breakup a disaster .",,nyt_eng_20100214_0057_36,"Mumford sings about soul-searching , pondering troubles that intertwine the romantic , the spiritual and the existential .","he 's not exactly easygoing ; in the songs on this album every doubt is a chasm , every breakup a disaster .","he be not exactly easygoing ; in the song on this album every doubt be a chasm , every breakup a disaster .","-LBQ-  A white blank page and a swelling rage ,  -RDQ-  he sings in the accusatory  -LBQ-  White Blank Page ,  -RDQ-  as the band strums a surging crescendo for each line , then quiets and starts again in the next .",not,exactly,easygoing,not,exactly,easygoing,2,3,4,"{'lemma': 'easygoing', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'easygoing'}",neg,"{'lemma': 'easygoing', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'exactly', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'easygoing'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100214_0057_9:9-10-11,Which is to say his pleas of devotion are n't really pleas ; they 're orders .,which be to say he plea of devotion be not really pleas ; they be order .,,nyt_eng_20100214_0057_9,"Jaheim might sound enraptured , but he trucks no disagreement .",which is to say his pleas of devotion are n't really pleas ; they 're orders .,which be to say he plea of devotion be not really pleas ; they be order .,"Accordingly , Jaheim is not at his best on ballads or on up-tempo numbers -LRB- a pair of which ,  -LBQ-  Another Round  -RDQ-  and  -LBQ-  Her ,  -RDQ-  weigh down the middle of this album -RRB- , but he is on songs that combine the two .",n't,really,pleas,n't,really,pleas,9,10,11,"{'lemma': 'pleas', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'pleas'}",neg,"{'lemma': 'pleas', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'really', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'pleas'}",advmod,nyt_eng_201002,9-10-11,immediateNeg
nyt_eng_20100214_0052_54:7-8-9,APPLE-BARCELONA -LRB- Undated -RRB- -- Apple is not physically present at,APPLE-BARCELONA -lrb- Undated -rrb- -- Apple be not physically present at,,nyt_eng_20100214_0052_54,By Jack Ewing .,APPLE-BARCELONA -LRB- Undated -RRB- -- Apple is not physically present at,APPLE-BARCELONA -lrb- Undated -rrb- -- Apple be not physically present at,"the Mobile World Congress in Barcelona , Spain , starting Monday , but it is infusing virtually everything that 's going on there .",not,physically,present,not,physically,present,7,8,9,"{'lemma': 'present', 'ix': 9, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'APPLE-BARCELONA'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'present'}",neg,"{'lemma': 'present', 'ix': 9, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'APPLE-BARCELONA'}","{'lemma': 'physically', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'present'}",advmod,nyt_eng_201002,7-8-9,immediateNeg
nyt_eng_20100214_0047_51:10-11-12,I probably would have been on a team that was n't as good .,I probably would have be on a team that be not as good .,,nyt_eng_20100214_0047_51,-LBQ-  Being drafted 21 was better than being drafted in the top three or four .,i probably would have been on a team that was n't as good .,I probably would have be on a team that be not as good .,"Even though we were n't good my first year , we made a change in one year and won a championship .",n't,as,good,n't,as,good,10,11,12,"{'lemma': 'good', 'ix': 12, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'team'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 12, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'team'}","{'lemma': 'as', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201002,10-11-12,immediateNeg
