hit_id,colloc,sent_text,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
nyt_eng_20040219_0011_3:24-30-31,too_apt,"PASSION-RELIG-DEBATE _ Mel Gibson 's movie  -LBQ-  The Passion of the Christ  -RDQ-  has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .",not,too,apt,", if not actually anti-Semitic , then all too apt for anti-Semitic",nyt_eng_20040219_0011_3,A PRIMER TO MEL GIBSON 'S ` PASSION ',"PASSION-RELIG-DEBATE _ Mel Gibson 's movie  -LBQ-  The Passion of the Christ  -RDQ-  has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .","PASSION-RELIG-DEBATE _ Mel Gibson 's movie `` The Passion of the Christ '' has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .","PASSION-RELIG-DEBATE _ Mel Gibson 's movie `` the Passion of the Christ '' has ignite a firestorm over whether the film be , if not actually anti-semitic , then all too apt for anti-semitic exploitation .","Now , as rs to delete a Gospel quotation that historically has fomented anti-Semitism .",not,too,apt,24,30,31,"{'lemma': 'apt', 'ix': 31, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'over'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'advcl', 'head': 'apt'}",advcl,"{'lemma': 'apt', 'ix': 31, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'over'}","{'lemma': 'too', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'apt'}",advmod,nyt_eng_200402,24-30-31,too_apt,immediateNeg
nyt_eng_20040219_0007_15:16-17-18,so_sweet,"They have 13 more home games , but the first one back off the trip was n't so sweet .",n't,so,sweet,trip was n't so sweet .,nyt_eng_20040219_0007_15,"The Kings , winless in their past five games , came off a seven-game road trip during which they went 2-1-2-2 .","They have 13 more home games , but the first one back off the trip was n't so sweet .","they have 13 more home games , but the first one back off the trip was n't so sweet .","they have 13 more home game , but the first one back off the trip be not so sweet .",Cechmanek left the game in the second period and did n't return to the bench .,n't,so,sweet,16,17,18,"{'lemma': 'sweet', 'ix': 18, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}","{'lemma': 'not', 'ix': 16, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sweet'}",neg,"{'lemma': 'sweet', 'ix': 18, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'have'}","{'lemma': 'so', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sweet'}",advmod,nyt_eng_200402,16-17-18,so_sweet,immediateNeg
nyt_eng_20040218_0071_43:7-8-9,as_independent,"-LBQ-  Some of their fund boards are not as independent as they should be ,  -RDQ-  Snowling says .",not,as,independent,boards are not as independent as they,nyt_eng_20040218_0071_43,"Snowling says there will be pressure to reform the boards of Franklin 's funds , which are also loaded with Johnson family members and Franklin executives .","-LBQ-  Some of their fund boards are not as independent as they should be ,  -RDQ-  Snowling says .","`` Some of their fund boards are not as independent as they should be , '' Snowling says .","`` some of they fund board be not as independent as they should be , '' Snowling say .",But he says Greg Johnson probably will keep his job as c0-CEO of Franklin Resources .,not,as,independent,7,8,9,"{'lemma': 'independent', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'neg', 'head': 'independent'}",neg,"{'lemma': 'independent', 'ix': 9, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'as', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'independent'}",advmod,nyt_eng_200402,7-8-9,as_independent,immediateNeg
nyt_eng_20040218_0068_22:18-20-21,less_religious,"-LBQ-  Just because a person votes for a candidate whom I do n't support , that person is not automatically less religious than I am .  -RDQ-",not,less,religious,person is not automatically less religious than I,nyt_eng_20040218_0068_22,"-LBQ-  I find it ludicrous that God will judge people by the criterion of the candidates for whom they voted ,  -RDQ-  said Gaddy , former pastor of Broadway Baptist Church in Fort Worth .","-LBQ-  Just because a person votes for a candidate whom I do n't support , that person is not automatically less religious than I am .  -RDQ-","`` Just because a person votes for a candidate whom I do n't support , that person is not automatically less religious than I am . ''","`` just because a person vote for a candidate whom I do not support , that person be not automatically less religious than I be . ''",-LRB- Visit the Star-Telegram 's online services on the World Wide Web  -COL-  www.star-telegram.com -RRB- nn,not,less,religious,18,20,21,"{'lemma': 'religious', 'ix': 21, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'religious'}",neg,"{'lemma': 'religious', 'ix': 21, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'less', 'ix': 20, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'religious'}",advmod,nyt_eng_200402,18-20-21,less_religious,immediateNeg
nyt_eng_20040218_0034_31:12-13-14,more_harmonious,A stint with a San Francisco group called Skankin ' Pickle was no more harmonious .,no,more,harmonious,Pickle was no more harmonious .,nyt_eng_20040218_0034_31,He 'd tell everybody else what to play .  -RDQ-,A stint with a San Francisco group called Skankin ' Pickle was no more harmonious .,a stint with a San Francisco group called Skankin ' Pickle was no more harmonious .,a stint with a San Francisco group call Skankin ' Pickle be no more harmonious .,"For his new musical vision , he Vance tried out a dozen or more guitarists , to no avail .",no,more,harmonious,12,13,14,"{'lemma': 'harmonious', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'no', 'ix': 12, 'xpos': 'DT', 'deprel': 'dep', 'head': 'harmonious'}",dep,"{'lemma': 'harmonious', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 13, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'harmonious'}",advmod,nyt_eng_200402,12-13-14,more_harmonious,immediateNeg
nyt_eng_20040218_0025_14:6-7-8,especially_sleek,"It looks like a typical , not especially sleek office phone , with a tilting six-inch flat-panel screen on top .",not,especially,sleek,"typical , not especially sleek office phone",nyt_eng_20040218_0025_14,Now a company called Viseon -LRB- viseon . com -RRB- has taken the next step by creating an actual video telephone called the VisiFone .,"It looks like a typical , not especially sleek office phone , with a tilting six-inch flat-panel screen on top .","it looks like a typical , not especially sleek office phone , with a tilting six-inch flat-panel screen on top .","it look like a typical , not especially sleek office phone , with a tilt six-inch flat-panel screen on top .","Actually , if you inspect the thing more closely , you 'll see another telltale difference  -COL-  there 's nowhere to plug in a telephone wire .",not,especially,sleek,6,7,8,"{'lemma': 'sleek', 'ix': 8, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'phone'}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sleek'}",neg,"{'lemma': 'sleek', 'ix': 8, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'phone'}","{'lemma': 'especially', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sleek'}",advmod,nyt_eng_200402,6-7-8,especially_sleek,immediateNeg
nyt_eng_20040218_0019_12:13-14-15,directly_related,"What either of the main characters think , or feel , about anything not directly related to their career ambitions remains wholly unexplored .",not,directly,related,about anything not directly related to their,nyt_eng_20040218_0019_12,"Jackie is n't permitted anything like that , although she does have a corner full of male conscience-tuggers -LRB- Charles S. Dutton as a wise old trainer , Tim Daly as a TV sports reporter -RRB- and an opposing team of glass-jawed straw men -LRB- Joe Cortese as her chauvinist pig boss , Tony Shalhoub as a mobbed-up rival promoter -RRB- .","What either of the main characters think , or feel , about anything not directly related to their career ambitions remains wholly unexplored .","what either of the main characters think , or feel , about anything not directly related to their career ambitions remains wholly unexplored .","what either of the main character think , or feel , about anything not directly related to they career ambition remain wholly unexplored .","The excuse can be made that boxing is a pretty life-consuming sport , and breaking the behind-the-scenes gender barrier must have taken a lot of effort , too .",not,directly,related,13,14,15,"{'lemma': 'related', 'ix': 15, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'anything'}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'related'}",neg,"{'lemma': 'related', 'ix': 15, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'anything'}","{'lemma': 'directly', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'related'}",advmod,nyt_eng_200402,13-14-15,directly_related,immediateNeg
nyt_eng_20040218_0018_18:7-8-9,quite_glacial,"We 're talking Nordic wintertime speed -- not quite glacial , but ... .",not,quite,glacial,"speed -- not quite glacial , but",nyt_eng_20040218_0018_18,"The pacing we associate with classic slapstick , however , is nowhere in evidence .","We 're talking Nordic wintertime speed -- not quite glacial , but ... .","we 're talking Nordic wintertime speed -- not quite glacial , but ... .","we 're talk Nordic wintertime speed -- not quite glacial , but ... .","K To compensate , Hamer inserts some of that design ingenuity he must have picked up at that Swedish film school .",not,quite,glacial,7,8,9,"{'lemma': 'glacial', 'ix': 9, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'speed'}","{'lemma': 'not', 'ix': 7, 'xpos': 'RB', 'deprel': 'dep', 'head': 'glacial'}",dep,"{'lemma': 'glacial', 'ix': 9, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'speed'}","{'lemma': 'quite', 'ix': 8, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'glacial'}",advmod,nyt_eng_200402,7-8-9,quite_glacial,immediateNeg
nyt_eng_20040218_0016_5:14-15-16,so_systematicallynob,"-LBQ-  Other administrations have , on occasion , engaged in such practices , but not so systematicallynob on so wide a front ,  -RDQ-  the statement from the scientists said , adding that they believed the administration had  -LBQ-  misrepresented scientific knoulmege and misled the public about the implications of its policies .  -RDQ-",not,so,systematicallynob,", but not so systematicallynob on so",nyt_eng_20040218_0016_5,"Together , the two documents accuse the administration of repeatedly censoring and supprgs -LCB- hng reports by its own scientat provide unwanted advice , and refusing to seek independent scientific expertise in some cases .","-LBQ-  Other administrations have , on occasion , engaged in such practices , but not so systematicallynob on so wide a front ,  -RDQ-  the statement from the scientists said , adding that they believed the administration had  -LBQ-  misrepresented scientific knoulmege and misled the public about the implications of its policies .  -RDQ-","`` Other administrations have , on occasion , engaged in such practices , but not so systematicallynob on so wide a front , '' the statement from the scientists said , adding that they believed the administration had `` misrepresented scientific knoulmege and misled the public about the implications of its policies . ''","`` other administration have , on occasion , engage in such practice , but not so systematicallynob on so wide a front , '' the statement from the scientist say , add that they believe the administration had `` misrepresent scientific knoulmege and mislead the public about the implication of its policy . ''","A White House spokesman , Scott McClellan , said Wednesday that he had not seen the text of the scientists ' accusations .",not,so,systematicallynob,14,15,16,"{'lemma': 'systematicallynob', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'engage'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'systematicallynob'}",neg,"{'lemma': 'systematicallynob', 'ix': 16, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'engage'}","{'lemma': 'so', 'ix': 15, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'systematicallynob'}",advmod,nyt_eng_200402,14-15-16,so_systematicallynob,immediateNeg
nyt_eng_20040218_0006_24:7-8-9,less_stirring,"The Rassmann passage , however , is no less stirring than Brinkley 's description of Kerry 's testimony before the Senate Foreign Relatthe war  -COL-   -LBQ-  How do you ask a man to be the last man to die for a mistake ?  -RDQ-  This is a fairly glowing portrait of Kerry as patriot , soldier , war hero and charismatic anti-war activist -LRB- a fellow veteran said he looked like Abe Lincoln and sounded like John Kennedy -RRB- .",no,less,stirring,", is no less stirring than Brinkley",nyt_eng_20040218_0006_24,"The memory spurred him to offer his help to the Kerry campaign , and his emotional and well-publicized reunion with the candidate just before the Iowa caucus contributed to Kerry 's victory .","The Rassmann passage , however , is no less stirring than Brinkley 's description of Kerry 's testimony before the Senate Foreign Relatthe war  -COL-   -LBQ-  How do you ask a man to be the last man to die for a mistake ?  -RDQ-  This is a fairly glowing portrait of Kerry as patriot , soldier , war hero and charismatic anti-war activist -LRB- a fellow veteran said he looked like Abe Lincoln and sounded like John Kennedy -RRB- .","the Rassmann passage , however , is no less stirring than Brinkley 's description of Kerry 's testimony before the Senate Foreign Relatthe war : `` How do you ask a man to be the last man to die for a mistake ? '' This is a fairly glowing portrait of Kerry as patriot , soldier , war hero and charismatic anti-war activist -LRB- a fellow veteran said he looked like Abe Lincoln and sounded like John Kennedy -RRB- .","the Rassmann passage , however , be no less stirring than Brinkley 's description of Kerry 's testimony before the Senate Foreign Relatthe war : `` how do you ask a man to be the last man to die for a mistake ? '' this be a fairly glowing portrait of Kerry as patriot , soldier , war hero and charismatic anti-war activist -lrb- a fellow veteran say he look like Abe Lincoln and sound like John Kennedy -rrb- .",Read it and you wo n't doubt Kerry 's character or his determination to add another title to the list .,no,less,stirring,7,8,9,"{'lemma': 'stirring', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'no', 'ix': 7, 'xpos': 'DT', 'deprel': 'dep', 'head': 'stirring'}",dep,"{'lemma': 'stirring', 'ix': 9, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'less', 'ix': 8, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'stirring'}",advmod,nyt_eng_200402,7-8-9,less_stirring,immediateNeg
nyt_eng_20040217_0058_16:14-16-17,as_clever,But he also tweaked the Red Sox and every other major league team for not being as clever as the Yankees in finding a way to acquire Rodriguez and insisted that the Yankees did not  -LBQ-  buy  -RDQ-  Rodriguez .,not,as,clever,team for not being as clever as the,nyt_eng_20040217_0058_16,And he maintained that the Boston Red Sox remain the team to beat in the American League East .,But he also tweaked the Red Sox and every other major league team for not being as clever as the Yankees in finding a way to acquire Rodriguez and insisted that the Yankees did not  -LBQ-  buy  -RDQ-  Rodriguez .,but he also tweaked the Red Sox and every other major league team for not being as clever as the Yankees in finding a way to acquire Rodriguez and insisted that the Yankees did not `` buy '' Rodriguez .,but he also tweak the Red Sox and every other major league team for not be as clever as the Yankees in find a way to acquire Rodriguez and insist that the Yankees did not `` buy '' Rodriguez .,"-LBQ-  They do n't know their math ,  -RDQ-  Steinbrenner said .",not,as,clever,14,16,17,"{'lemma': 'clever', 'ix': 17, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'for'}","{'lemma': 'not', 'ix': 14, 'xpos': 'RB', 'deprel': 'neg', 'head': 'clever'}",neg,"{'lemma': 'clever', 'ix': 17, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'for'}","{'lemma': 'as', 'ix': 16, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'clever'}",advmod,nyt_eng_200402,14-16-17,as_clever,immediateNeg
nyt_eng_20040217_0019_37:3-4-5,so_concerned,"-LBQ-  I 'm not so concerned when black intellectuals say the N-word is awful ,  -RDQ-  Chappelle said with a shrug .",not,so,concerned,I 'm not so concerned when black,nyt_eng_20040217_0019_37,"Clifton , phu milkman , played by Chappelle , jokingly chastises the Niggars for always being late with their payments .","-LBQ-  I 'm not so concerned when black intellectuals say the N-word is awful ,  -RDQ-  Chappelle said with a shrug .","`` I 'm not so concerned when black intellectuals say the N-word is awful , '' Chappelle said with a shrug .","`` I be not so concerned when black intellectual say the N-word be awful , '' Chappelle say with a shrug .","-LBQ-  If people stop staying the N-word , is everything going to be equal ? Is a rainbow going to come out of the sky , and all of a sudden things will be better for black people ?  -RDQ-",not,so,concerned,3,4,5,"{'lemma': 'concerned', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'concerned'}",neg,"{'lemma': 'concerned', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'so', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'concerned'}",advmod,nyt_eng_200402,3-4-5,so_concerned,immediateNeg
nyt_eng_20040217_0010_3:24-30-31,too_apt,"PASSION-RELIG-DEBATE _ Mel Gibson 's movie  -LBQ-  The Passion of the Christ  -RDQ-  has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .",not,too,apt,", if not actually anti-Semitic , then all too apt for anti-Semitic",nyt_eng_20040217_0010_3,A PRIMER TO MEL GIBSON 'S ` PASSION ',"PASSION-RELIG-DEBATE _ Mel Gibson 's movie  -LBQ-  The Passion of the Christ  -RDQ-  has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .","PASSION-RELIG-DEBATE _ Mel Gibson 's movie `` The Passion of the Christ '' has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .","PASSION-RELIG-DEBATE _ Mel Gibson 's movie `` the Passion of the Christ '' has ignite a firestorm over whether the film be , if not actually anti-semitic , then all too apt for anti-semitic exploitation .","Now , as The New York Times reports , the controversy has led the producers to delete a Gospel quotation that historically has fomented anti-Semitism .",not,too,apt,24,30,31,"{'lemma': 'apt', 'ix': 31, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'over'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'advcl', 'head': 'apt'}",advcl,"{'lemma': 'apt', 'ix': 31, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'over'}","{'lemma': 'too', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'apt'}",advmod,nyt_eng_200402,24-30-31,too_apt,immediateNeg
nyt_eng_20040217_0005_48:12-13-14,that_funny,"-LBQ-  All his personality , his funny quips ... those lines are n't that funny when you 're losing .  -RDQ-",n't,that,funny,lines are n't that funny when you,nyt_eng_20040217_0005_48,"But Rick being what he is , it 's an added attraction .","-LBQ-  All his personality , his funny quips ... those lines are n't that funny when you 're losing .  -RDQ-","`` All his personality , his funny quips ... those lines are n't that funny when you 're losing . ''","`` all he personality , he funny quip ... those line be not that funny when you 're lose . ''",nn,n't,that,funny,12,13,14,"{'lemma': 'funny', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 12, 'xpos': 'RB', 'deprel': 'neg', 'head': 'funny'}",neg,"{'lemma': 'funny', 'ix': 14, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'that', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'funny'}",advmod,nyt_eng_200402,12-13-14,that_funny,immediateNeg
nyt_eng_20040216_0034_19:3-4-5,too_late,"-LBQ-  It 's not too late because this primary process is going well into March ,  -RDQ-  Edwards said .",not,too,late,It 's not too late because this,nyt_eng_20040216_0034_19,"Edwards ' strategy has long been to get Kerry in a one-on-one contest and then begin to draw sharper distinctions with the four-term senator from Massachusetts senator , as he did Monday at a rally at a community center in south Milwaukee .","-LBQ-  It 's not too late because this primary process is going well into March ,  -RDQ-  Edwards said .","`` It 's not too late because this primary process is going well into March , '' Edwards said .","`` it be not too late because this primary process is go well into March , '' Edwards say .",-LBQ-  I want voters to know what the differences are between us .  -RDQ-,not,too,late,3,4,5,"{'lemma': 'late', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'late'}",neg,"{'lemma': 'late', 'ix': 5, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'too', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'late'}",advmod,nyt_eng_200402,3-4-5,too_late,immediateNeg
nyt_eng_20040216_0023_8:13-14-15,as_slippery,"Motorists know that all snow and ice is slick , but it is not as slippery when it is very cold .",not,as,slippery,it is not as slippery when it,nyt_eng_20040216_0023_8,FOCUS  -COL-  SLIPPERY SNOW,"Motorists know that all snow and ice is slick , but it is not as slippery when it is very cold .","motorists know that all snow and ice is slick , but it is not as slippery when it is very cold .","motorist know that all snow and ice be slick , but it be not as slippery when it be very cold .","Wet snow , produced when snowflakes partly melt as they fall , is slicker than drier snow .",not,as,slippery,13,14,15,"{'lemma': 'slippery', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'slippery'}",neg,"{'lemma': 'slippery', 'ix': 15, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'as', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'slippery'}",advmod,nyt_eng_200402,13-14-15,as_slippery,immediateNeg
nyt_eng_20040216_0014_8:58-61-62,so_lifelike,"Were it not for the technical skin creation developed by Christophe Hery , Ken McGaugh and Joe Letteri , for example , creatures like Dobby the House elf -LRB- of  -LBQ-  Harry Potter and the Chamber of Secrets  -RDQ-  -RRB- , the  -LBQ-  Terminator 3  -RDQ-  machines and  -LBQ-  Pirates of the Caribbean 's  -RDQ-  ghost pirates would n't be nearly so lifelike .",n't,so,lifelike,pirates would n't be nearly so lifelike .,nyt_eng_20040216_0014_8,Instead it 's an evening where the members of motion pictures ' true behind-the-scenes players get their chance to shine .,"Were it not for the technical skin creation developed by Christophe Hery , Ken McGaugh and Joe Letteri , for example , creatures like Dobby the House elf -LRB- of  -LBQ-  Harry Potter and the Chamber of Secrets  -RDQ-  -RRB- , the  -LBQ-  Terminator 3  -RDQ-  machines and  -LBQ-  Pirates of the Caribbean 's  -RDQ-  ghost pirates would n't be nearly so lifelike .","were it not for the technical skin creation developed by Christophe Hery , Ken McGaugh and Joe Letteri , for example , creatures like Dobby the House elf -LRB- of `` Harry Potter and the Chamber of Secrets '' -RRB- , the `` Terminator 3 '' machines and `` Pirates of the Caribbean 's '' ghost pirates would n't be nearly so lifelike .","be it not for the technical skin creation develop by Christophe Hery , Ken McGaugh and Joe Letteri , for example , creature like Dobby the House elf -lrb- of `` Harry Potter and the Chamber of Secrets '' -rrb- , the `` Terminator 3 '' machine and `` Pirates of the Caribbean 's '' ghost pirate would not be nearly so lifelike .","Receiving special recognition were Douglas Greenfield of Dolby Laboratories , who took home the John A. Bonner medal of commendation ; and microphotographer Peter D. Parks , winner of the Gordon E. Sawyer Oscar .",n't,so,lifelike,58,61,62,"{'lemma': 'lifelike', 'ix': 62, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 58, 'xpos': 'RB', 'deprel': 'neg', 'head': 'lifelike'}",neg,"{'lemma': 'lifelike', 'ix': 62, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'so', 'ix': 61, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'lifelike'}",advmod,nyt_eng_200402,58-61-62,so_lifelike,immediateNeg
nyt_eng_20040216_0006_3:24-30-31,too_apt,"PASSION-RELIG-DEBATE _ Mel Gibson 's movie  -LBQ-  The Passion of the Christ  -RDQ-  has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .",not,too,apt,", if not actually anti-Semitic , then all too apt for anti-Semitic",nyt_eng_20040216_0006_3,A PRIMER TO MEL GIBSON 'S ` PASSION ',"PASSION-RELIG-DEBATE _ Mel Gibson 's movie  -LBQ-  The Passion of the Christ  -RDQ-  has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .","PASSION-RELIG-DEBATE _ Mel Gibson 's movie `` The Passion of the Christ '' has ignited a firestorm over whether the film is , if not actually anti-Semitic , then all too apt for anti-Semitic exploitation .","PASSION-RELIG-DEBATE _ Mel Gibson 's movie `` the Passion of the Christ '' has ignite a firestorm over whether the film be , if not actually anti-semitic , then all too apt for anti-semitic exploitation .","Now , as The New York Times reports , the controversy has led the producers to delete a Gospel quotation that historically has fomented anti-Semitism .",not,too,apt,24,30,31,"{'lemma': 'apt', 'ix': 31, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'over'}","{'lemma': 'not', 'ix': 24, 'xpos': 'RB', 'deprel': 'advcl', 'head': 'apt'}",advcl,"{'lemma': 'apt', 'ix': 31, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'over'}","{'lemma': 'too', 'ix': 30, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'apt'}",advmod,nyt_eng_200402,24-30-31,too_apt,immediateNeg
nyt_eng_20040215_0029_3:23-24-25,more_needed,"The idea has been to add a blast of  -LBQ-  oxygen ,  -RDQ-  as Peruvians put it , and restore confidence _ something never more needed than now , with Toledo 's popularity rating at just 7 percent in greater Lima in the wake of a string of scandals over nepotism and corruption , and personal gaffes .",never,more,needed,_ something never more needed than now,nyt_eng_20040215_0029_3,"Since his election in 2001 , Toledo has gone through four major Cabinet shakeups , shuffling his 16 executive department heads whenever his government has hit a difficult stretch , as well as four prime ministers .","The idea has been to add a blast of  -LBQ-  oxygen ,  -RDQ-  as Peruvians put it , and restore confidence _ something never more needed than now , with Toledo 's popularity rating at just 7 percent in greater Lima in the wake of a string of scandals over nepotism and corruption , and personal gaffes .","the idea has been to add a blast of `` oxygen , '' as Peruvians put it , and restore confidence _ something never more needed than now , with Toledo 's popularity rating at just 7 percent in greater Lima in the wake of a string of scandals over nepotism and corruption , and personal gaffes .","the idea has be to add a blast of `` oxygen , '' as peruvian put it , and restore confidence _ something never more needed than now , with Toledo 's popularity rating at just 7 percent in greater lima in the wake of a string of scandal over nepotism and corruption , and personal gaffe .",But political analysts and some former Cabinet members say that Toledo 's new Cabinet could well be his last .,never,more,needed,23,24,25,"{'lemma': 'needed', 'ix': 25, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'something'}","{'lemma': 'never', 'ix': 23, 'xpos': 'RB', 'deprel': 'neg', 'head': 'needed'}",neg,"{'lemma': 'needed', 'ix': 25, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'something'}","{'lemma': 'more', 'ix': 24, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'needed'}",advmod,nyt_eng_200402,23-24-25,more_needed,immediateNeg
