adj_form_lower,very,more,most,so,not,as,too,really,much,pretty,less,n't,even,also,quite,extremely,still,highly,just,always,completely,relatively,particularly,only,far,now,all,almost,truly,incredibly,fairly,increasingly,rather,especially,slightly,absolutely,totally,often,super,entirely,somewhat,already,that,equally,no,fully,potentially,mostly,perfectly,well,nearly,deeply,largely,seemingly,actually,longer,sometimes,significantly,both,probably,politically,generally,never,usually,easily,surprisingly,currently,simply,ever,overly,definitely,certainly,once,immediately,otherwise,yet,real,any,clearly,readily,virtually,utterly,environmentally,mentally,hugely,partly,exceptionally,unusually,about,long,previously,physically,remarkably,terribly,socially,seriously,genuinely,purely,however,reasonably
aggressive,14077,55080,11646,2133,2365,3678,5330,1591,69,1449,4983,645,375,202,1100,2179,129,1187,102,169,16,126,1420,91,1,14,55,126,71,310,704,2291,424,406,168,5,17,302,356,4,247,116,154,340,3,14,179,19,4,7,21,4,3,38,18,19,270,6,95,11,76,76,152,134,1,137,5,10,46,3659,31,24,19,14,29,28,293,0,29,0,0,4,4,6,25,2,110,483,5,3,14,503,39,37,55,39,3,14,12,34
friendly,32636,6331,1733,6211,1633,2824,1928,3103,81,679,1484,507,261,725,1304,3022,364,35,249,2300,65,301,613,192,2,55,613,109,117,1125,167,93,165,252,18,36,62,85,3232,99,103,70,251,109,0,8,32,248,95,8,4,8,73,193,71,55,57,0,221,11,61,502,46,225,1,128,6,10,54,766,34,42,96,26,121,71,221,0,10,1,1,2,41955,8,11,1,425,120,4,22,48,2,83,63,47,8,411,20,48,94
bigger,26,344,99,50,1018,231,27,88,54303,5,8,202,41952,398,56,13,434,0,673,440,4,103,7,654,5877,672,145,121,40,5,8,260,84,5,3838,12,3,178,1,3,360,208,6,6,4204,0,327,27,0,13,11,0,2,42,422,4,87,800,115,352,0,133,61,234,15,11,18,85,873,0,266,156,22,2,3,47,2,1735,86,0,1,0,0,1,16,0,5,2,147,1,3,168,9,0,0,5,2,0,7,3
diverse,10292,28520,14718,3078,358,20675,667,680,86,820,1347,145,8,298,1308,1850,38,1999,28,57,136,233,145,65,2,23,57,2,739,2625,410,3418,226,85,32,16,88,68,91,36,120,208,53,562,3,44,27,1,12,31,2,25,22,118,26,4,15,38,99,1,369,10,0,18,1,457,6,4,12,1,18,41,39,0,84,27,21,3,12,0,0,20,30,0,373,0,209,172,12,0,9,46,547,13,182,10,64,0,79,47
detailed,12145,56034,7492,1832,872,3919,1123,639,416,620,1112,271,34,592,770,2051,31,7946,73,34,71,120,177,59,4,47,228,0,36,2491,802,260,290,72,23,5,14,84,315,11,85,88,76,93,0,973,3,7,132,755,8,70,2,6,42,9,24,6,74,3,1,23,26,39,8,213,20,40,37,317,5,15,14,4,22,96,16,0,127,1,0,4,0,0,61,2,211,329,7,32,182,4,351,37,2,20,3,0,25,113
affordable,16576,55248,20159,1280,1463,1515,61,1219,611,765,1567,291,73,1174,2317,2253,738,1582,132,244,175,2234,88,729,4,281,110,23,636,805,432,365,183,50,8,75,230,64,1117,57,135,113,39,65,0,27,14,82,49,26,8,67,19,24,238,238,2,8,530,9,2,158,11,100,837,1227,23,20,6,6,76,70,39,8,18,100,17,0,6,42,1,15,2,0,16,2,121,16,21,2,17,0,176,10,4,28,216,1,6,381
personal,25776,36190,8007,3424,2615,1754,3301,1435,1611,409,1606,833,318,489,708,1424,86,4913,398,359,380,19,256,254,7,75,163,136,909,723,79,338,344,128,23,80,197,284,141,531,183,51,38,76,3,37,28,133,14,22,6,10495,106,87,35,66,180,10,259,14,2,17,222,42,3,128,1,80,95,186,28,27,90,26,25,26,127,0,73,0,0,72,0,0,48,66,35,282,41,2,6,0,72,38,1,13,57,1256,38,2
present,2821,4395,729,864,21055,829,241,803,955,41,383,3880,950,19123,151,77,8422,90,247,6653,435,9,126,1520,10,1244,1721,24,736,38,27,259,29,185,15,73,253,1504,26,127,34,6799,2,181,5,3571,76,146,22,54,9,66,61,22,1100,1272,271,35,475,132,2,219,299,1004,13,16,735,146,7639,30,347,448,258,169,57,255,2,1,523,40,60,17,0,149,9,8,4,8,40,33,105,3908,18,2,8,2,27,7,14,5
appropriate,4340,28624,30365,1037,13631,4044,208,936,64,247,528,2342,339,1289,1359,196,601,632,182,1036,793,15,1443,3010,9,187,187,67,100,101,76,30,316,1138,7,395,809,134,25,3126,200,14,29,321,0,147,28,33,1446,8,6,15,22,62,169,870,119,0,223,304,55,149,374,117,9,51,26,32,201,6,115,432,29,11,113,42,14,0,85,0,3,66,120,1,25,5,17,5,19,2,2,12,37,28,413,4,13,2,27,66
specific,49090,41339,1579,1915,4487,3287,2126,1403,185,1026,1451,1274,114,194,1331,709,21,2862,195,108,73,133,106,228,5,21,82,9,39,346,595,172,431,27,3,58,40,131,224,55,94,9,78,54,6,1,6,25,8,28,15,21,21,17,40,30,20,1,86,17,6,36,54,91,0,47,7,13,13,218,16,26,42,2,5,22,75,0,15,0,3,24,8,0,4,4,31,96,77,0,5,4,68,61,12,7,2,3,23,55
talented,25057,7803,27167,3949,465,4028,1242,3319,54,600,1678,238,33,179,513,6817,103,3950,108,53,4,16,317,269,2,2,201,1,948,6355,100,19,77,209,4,24,17,22,1951,2,27,257,242,928,0,8,41,10,14,56,2,119,4,13,72,5,5,5,145,7,15,8,5,13,2,28,1,12,52,55,76,114,22,1,80,10,98,1,180,0,0,10,0,1,1025,0,1842,125,7,0,3,186,388,31,4,295,179,18,92,63
least,84937,7,71,4,34751,10,2,35,2,7,6,1,13,15,8,35,5,0,8,5,1,2,10,10,4,4,1,5,4,11,0,0,0,1,0,17,1,16,0,0,2,0,0,0,0,0,3,1,1,3,2,0,0,32,2,4,5,1,1,48,3,7,85,3,2,0,7,0,1,0,24,21,1,0,1,12,0,0,0,0,0,0,2,0,1,0,4,0,0,0,6,0,1,4,0,0,0,0,0,0
early,32697,1026,1301,1541,119,312,64485,1244,285,968,34,33,81,117,488,582,5997,3,49,144,4,1669,99,94,16,23,8,20,11,148,725,63,168,106,100,1,3,38,309,1,81,19,17,20,4,1,17,27,1,17,6,0,1,15,33,18,9,6,17,57,0,18,50,65,5,139,7,7,18,1,25,19,8,0,4,15,29,0,12,0,0,0,0,0,0,1,67,440,175,4,2,0,62,50,0,12,3,0,6,76
grateful,27007,3686,3136,28304,506,487,116,4075,119,197,118,184,145,2515,337,6783,563,64,2051,1231,71,3,812,116,0,105,539,100,3471,3370,3,42,75,1646,13,82,93,66,532,80,44,35,18,191,0,14,1,50,5,5,1,4211,3,16,186,10,9,1,185,70,3,40,37,43,2,9,8,229,567,22,110,221,14,23,1,20,33,0,76,0,0,66,1,0,459,3,88,5,1,0,0,0,2,54,0,16,272,2,35,0
natural,9788,31422,11535,4815,3378,5593,222,923,1148,885,905,788,149,498,2697,307,160,44,1269,159,5058,125,64,16324,8,32,4201,494,568,234,289,29,139,29,8,386,1592,44,476,1229,153,36,10,106,2,222,7,211,3122,13,76,18,51,298,80,49,23,1,150,84,1,28,30,33,3,138,4,178,49,2,10,24,47,5,75,28,115,0,35,2,6,152,0,0,1,41,38,9,11,9,7,7,63,6,2,8,40,1354,30,33
worried,9356,10481,1794,8142,17363,1510,7994,7221,715,508,2143,8362,569,4483,831,1507,2862,26,2476,2092,25,4,1856,706,0,893,1248,70,331,133,30,2435,222,884,657,25,26,317,152,14,406,839,655,178,4,1,4,239,0,11,3,1545,7,22,435,435,65,10,127,330,0,51,595,69,8,2,81,126,378,788,187,99,59,83,8,67,140,0,558,0,0,2,0,4,18,11,16,12,7,269,15,0,1,460,0,600,475,1,26,11
productive,9271,51153,20971,1025,1894,4512,130,925,109,435,4405,533,64,179,503,1372,313,4600,33,189,18,110,427,153,1,10,54,0,271,654,251,108,91,267,11,6,19,66,394,21,133,60,103,185,1,234,232,35,33,5,3,8,21,21,136,153,24,7,120,7,13,43,70,55,1,159,17,9,21,65,18,28,70,67,136,21,75,0,8,0,0,3,9,13,137,4,136,80,4,11,31,17,184,89,162,11,53,3,10,115
healthy,13143,9375,2119,2593,7545,8535,578,2166,240,2407,3847,2734,578,915,1290,1223,1536,49,223,595,2509,3768,482,768,14,891,925,76,869,610,1068,81,234,137,23,175,563,57,1758,289,277,358,222,171,5,2769,72,464,3843,21,14,6,74,849,654,152,38,4,667,245,23,1163,215,134,1,236,159,39,56,25,59,56,359,5,4243,65,87,0,30,0,4,7,148,1503,9,6,152,62,142,40,551,1202,280,45,38,40,57,14,31,745
intense,10708,33814,15192,11888,302,4777,4286,2968,175,4914,4667,112,49,180,1204,1055,223,378,123,311,12,84,1439,45,2,36,64,15,149,930,570,802,570,590,32,38,31,311,565,2,80,366,214,470,0,4,22,8,10,6,7,78,0,15,20,4,175,5,111,6,12,17,11,58,0,162,5,11,12,182,59,38,31,6,29,40,159,0,7,0,0,15,1,21,18,0,89,425,25,8,2,129,64,17,9,126,13,0,48,17
impressed,25033,4335,2591,15463,7944,1616,1958,9529,764,2199,1524,3147,104,2034,3168,2458,511,836,285,1584,202,18,2878,144,18,15,378,30,643,871,212,98,376,1012,58,81,513,105,961,63,109,247,721,696,2,43,1,75,1,143,5,1224,15,25,296,50,12,8,230,23,0,107,76,61,546,40,0,29,23,1040,222,212,18,597,12,21,197,0,250,6,0,73,0,0,409,1,26,3,0,4,2,0,15,371,0,351,272,1,16,32
ill,6271,584,202,2331,757,381,3679,617,119,140,106,157,70,133,999,868,230,6,39,68,41,2,98,66,5,116,50,19,99,86,18,184,110,27,157,12,14,206,21,1,74,315,29,35,24,0,24,15,4,8,7,27,1,18,108,22,34,21,33,26,7,32,78,15,1,4,68,27,53,0,16,9,23,13,41,23,13,1,89,0,0,5,8,38566,0,0,8,7,1,13,8,1736,12,273,6,12152,89,1,26,1
capable,8463,11768,4869,749,11199,4387,93,1366,274,213,3080,3501,1476,6227,3691,1057,4467,2805,179,608,476,24,94,2182,7,1540,1812,25,1019,306,120,432,36,59,5,151,285,187,41,350,51,566,48,1085,0,5177,323,26,4078,505,18,13,16,124,1143,1451,63,1,402,185,21,121,116,151,420,140,321,44,130,8,392,1312,122,33,117,466,10,0,398,72,6,23,2,338,47,5,138,31,12,7,23,1484,95,8,49,26,54,1,53,125
sweet,16313,2062,474,16813,1387,7618,9661,5209,218,7445,2082,466,203,436,1247,598,440,37,611,437,41,83,733,149,5,43,414,383,183,1178,447,13,743,823,4899,79,312,122,3385,27,328,151,440,131,3,12,15,181,466,26,28,36,6,120,102,21,204,1,382,12,2,70,46,110,0,456,1,152,102,2325,125,53,138,10,94,95,293,1,8,0,0,38,2,0,10,5,148,64,42,12,4,0,58,122,1,128,218,25,41,14
glad,14393,380,116,53502,416,415,721,10387,67,339,25,119,73,2256,653,576,893,12,11378,2033,18,2,287,178,1,204,494,220,267,154,14,9,270,410,11,45,59,39,383,10,47,24,8,76,1,25,0,50,7,11,2,22,0,5,759,4,11,1,134,232,0,32,24,59,1,8,1,163,202,3,509,851,10,18,7,13,163,0,49,0,0,15,0,0,5,2,21,1,7,4,0,0,1,26,0,31,163,2,26,1
sad,30970,1736,331,20283,1769,2808,2014,10651,65,3453,390,604,267,1312,2121,1420,933,4,3457,1264,48,18,730,318,0,64,647,420,1075,1738,63,52,1692,513,340,24,71,252,538,27,513,154,328,179,0,1,18,125,16,8,7,707,5,20,254,59,414,0,466,45,1,45,121,48,4,41,4,109,41,39,141,122,58,11,46,81,357,0,22,0,0,60,0,0,15,10,38,21,24,11,4,4,32,1354,0,46,260,7,106,0
unusual,14664,8265,12127,4217,26541,1243,627,1546,51,1495,205,3786,176,1008,2907,1718,279,9923,216,45,154,508,1146,168,1,32,139,19,403,193,706,87,3297,289,893,42,115,120,36,160,2297,83,1028,214,5,1,15,9,8,3,3,26,3,72,72,195,147,5,97,35,5,9,9,14,0,15,1,23,1,10,143,325,29,1,53,9,42,0,29,0,1,24,0,0,18,1,68,11,6,1,10,2,26,195,5,11,30,0,63,36
prominent,4660,19904,64329,2097,343,1766,468,178,35,249,2283,88,19,636,583,273,363,214,13,84,3,71,730,53,1,96,63,1,22,58,349,1264,262,649,40,3,2,58,13,2,74,120,40,184,1,3,8,13,0,4,1,1,2,6,13,27,8,17,32,5,209,9,7,39,2,37,19,1,23,62,25,20,217,9,11,12,4,0,10,0,2,0,1,0,33,0,61,78,2,33,14,1,19,9,361,1,0,0,19,32
complete,2083,23815,17814,2378,9317,2697,139,451,313,587,614,3237,346,298,740,55,96,17,144,213,40,286,25,386,5,5365,462,8610,532,47,672,34,129,13,0,103,234,90,11,215,47,916,7,23,1,758,16,511,100,26,5915,0,477,96,112,65,39,7,65,19,1,51,981,99,16,74,43,59,303,3,18,17,2648,1,112,2314,2,0,10,1,577,47,0,2,3,21,46,65,209,10,4,23,166,3,4,3,6,2,16,226
conservative,10047,31726,11475,740,1090,1522,4131,392,69,1089,1229,413,312,122,864,1473,168,751,86,90,21,1170,210,130,9,42,46,41,283,116,1251,808,728,100,119,5,24,138,150,24,665,96,9,108,13,10,10,535,13,5,14,2396,546,57,72,26,27,5,55,98,1819,636,10,182,1,110,5,13,15,592,21,38,47,1,127,4,163,0,51,0,0,9,17,1,17,8,22,36,13,6,19,3,38,15,5221,11,74,36,16,80
full,4881,4179,643,17726,3032,3538,5457,1101,460,2224,640,1678,254,4437,1295,259,3934,4,2097,4566,2222,225,131,510,21,1888,1405,3098,193,214,390,107,327,107,65,459,368,1166,204,156,67,3678,100,142,1,17,50,677,50,213,3019,8,59,118,504,126,130,0,260,288,1,219,216,902,10,210,422,142,256,234,224,232,617,29,122,295,34,0,82,0,194,43,0,5,4,54,39,99,153,22,26,16,72,14,1,31,18,3,44,116
basic,20562,8873,52477,2112,169,3718,947,1396,100,5657,129,46,252,110,802,730,65,13,239,30,36,483,15,98,2,11,35,23,69,202,2008,8,665,9,45,78,27,38,233,15,140,20,15,46,0,1,1,39,8,7,4,2,7,170,30,10,7,3,24,5,1,30,14,24,0,35,20,22,8,35,4,7,22,0,104,4,48,0,3,0,1,23,0,0,2,1,110,3,54,1,2,4,12,20,1,5,18,15,39,35
certain,1394,5394,1138,3695,16584,2155,348,537,231,4142,6039,3715,767,895,4349,49,208,42,162,504,794,428,35,367,17,684,128,21419,74,17,7637,198,163,30,11,5908,222,35,6,1400,57,325,69,456,2,132,6,25,123,121,1031,13,3,113,97,380,15,0,44,23,3,17,594,22,4,1,12,14,201,9,81,23,71,100,64,903,18,0,11,1,2503,75,0,2,0,3,8,0,109,22,11,1,4,14,1,5,7,0,42,1347
satisfied,13547,6117,1516,1077,25999,629,217,1468,387,972,1409,5807,71,528,2493,2272,289,1362,333,624,9376,146,162,324,16,371,368,39,574,195,240,46,111,72,30,376,1672,80,134,1094,515,227,48,164,3,4117,2,218,617,862,20,237,165,100,183,628,8,2,199,30,5,662,3353,148,481,27,62,94,177,62,117,70,396,31,71,309,43,0,94,15,0,104,0,14,36,43,54,4,8,14,46,25,7,16,10,13,45,8,18,268
surprised,13846,3779,826,5001,14729,2865,2718,6874,562,1627,502,4341,194,982,5049,799,1340,79,784,1600,862,24,435,215,0,29,735,206,337,246,119,5,885,134,465,102,946,805,188,408,1764,3,244,316,43,3,0,34,2,3,2,55,3,26,1284,207,90,0,654,47,0,29,56,114,5,4,1,20,13,223,186,95,10,3,2,6,140,0,81,1,0,110,0,0,42,2,5,1,1,0,0,0,5,402,0,60,1085,0,32,7
alive,914,5323,1069,2280,2128,1066,76,711,8007,29,136,1164,1067,366,302,22,59658,4,228,349,167,5,30,669,9,692,750,204,1023,53,7,20,10,33,27,44,123,28,4,22,51,238,11,38,0,1876,9,20,38,90,9,25,5,64,659,1419,17,1,326,81,39,10,124,23,1,41,256,44,108,0,181,139,303,6,8,431,5,0,110,0,8,34,0,14,1,23,5,6,12,11,6,121,27,10,6,2,15,3,10,4
reliable,7774,28591,29400,1108,2748,3955,132,478,181,967,3963,735,63,488,556,1963,159,3942,63,1788,782,214,219,728,2,30,64,13,334,335,828,111,60,56,2,297,499,44,253,304,123,17,210,189,5,240,20,79,134,10,9,3,23,62,68,195,11,3,246,20,76,368,55,880,0,59,10,24,414,9,30,30,83,3,73,43,33,0,9,2,1,148,0,1,21,3,169,11,2,2,71,6,88,74,1,9,23,3,18,244
cold,17386,1513,353,10404,2304,5600,18594,5131,393,1977,499,793,508,314,1815,4046,1863,10,604,1014,465,362,852,177,10,264,219,187,103,278,267,169,915,316,249,52,79,385,767,32,281,260,466,80,4,12,40,126,54,33,39,18,12,89,128,121,175,13,67,69,3,120,231,284,10,169,19,44,46,62,51,33,127,10,116,68,270,0,12,5,4,46,0,2,1,0,342,1702,44,64,11,23,48,250,0,117,16,5,39,22
severe,6596,33287,16442,11137,1248,4809,3661,527,77,1488,9151,349,139,89,1375,1001,146,26,17,51,7,109,1804,30,6,11,9,28,46,83,350,962,508,694,10,18,3,462,21,1,65,269,182,170,2,0,757,7,0,6,11,3,0,12,16,9,239,7,21,9,0,24,18,110,1,22,9,2,5,74,10,12,6,2,10,22,17,0,15,1,1,1,1,2,1,2,112,511,6,0,2,5,6,37,1,6,8,0,98,10
beneficial,12750,11006,12422,1869,1882,2373,63,1836,306,100,483,331,488,3520,1447,4872,275,3877,189,1033,54,21,1955,1130,8,7,173,8,520,1048,28,51,120,2599,23,58,36,365,146,92,61,18,65,484,1,17,651,92,8,4,1,34,111,36,947,100,84,85,258,96,149,211,47,168,0,50,5,15,13,19,256,228,12,53,48,12,28,0,178,2,2,7,379,16,1601,4,150,11,0,1,4,52,51,5,673,24,61,18,62,4
smaller,58,913,591,82,374,113,44,39,49413,10,19,29,8133,670,80,11,614,1,440,168,0,1113,76,601,5039,340,105,5,5,23,14,621,209,22,9215,2,0,423,3,1,1638,58,3,10,485,2,53,232,1,20,0,0,7,66,421,6,103,3492,93,170,0,819,21,782,2,18,23,43,1062,1,111,86,16,3,7,79,2,397,38,0,1,0,0,0,1,0,7,2,61,4,8,266,18,2,0,5,7,0,23,7
influential,5090,5905,62866,1929,142,1887,196,253,59,176,976,32,30,412,356,1063,310,4787,18,34,4,23,668,45,0,24,42,0,130,474,58,1187,56,286,3,4,2,32,33,0,37,56,61,255,0,4,209,8,0,1,1,231,33,6,23,17,10,32,49,6,1288,9,4,9,2,36,12,7,9,18,22,51,75,16,6,11,2,0,35,0,0,3,2,1,2337,1,30,29,2,10,7,0,52,16,52,8,18,0,30,6
harder,14,353,7,63,2997,87,14,83,42361,1,36,81,32500,839,26,15,314,3,643,490,1,45,19,176,2031,326,40,139,3,6,1,804,119,28,1081,17,1,619,1,0,408,33,16,8,493,0,43,6,0,3,0,0,0,27,572,22,314,917,104,469,18,183,20,198,2,24,7,91,782,1,377,137,5,5,4,53,1,1221,17,0,0,0,0,13,2,1,6,1,12,2,3,61,3,1,1,2,7,0,7,0
consistent,6602,27014,14436,1588,7467,3476,287,748,210,3362,977,1484,178,1525,860,497,302,435,133,1145,788,1226,92,426,8,113,348,50,132,381,3172,33,179,21,4,251,315,39,146,1907,255,35,134,113,3,1109,19,176,824,13,37,16,496,30,128,101,10,6,167,37,12,680,146,108,4,230,5,20,75,16,28,216,11,8,92,56,152,0,120,0,6,63,1,7,13,9,44,41,47,0,11,17,1857,38,1,2,11,1,19,319
sophisticated,6669,44682,14228,1587,557,1905,1095,411,56,821,2418,213,136,149,788,875,82,5196,27,43,16,412,313,45,4,35,49,15,136,527,704,5031,336,59,35,10,30,52,153,10,91,45,143,144,2,9,6,5,20,19,4,29,4,45,17,4,30,8,150,3,193,13,3,19,1,343,0,54,18,62,22,18,64,1,49,225,28,0,9,0,0,23,8,4,32,2,44,91,1,0,2,2,159,101,42,33,13,0,62,104
own,95941,90,52,15,112,2,10,125,15,25,24,0,30,49,36,92,60,2,7,3,19,2,3,8,0,92,2,4,16,42,1,0,10,4,0,1,6,4,2,14,1,95,0,2,0,14,0,2,0,5,1,30,2,1,35,43,4,0,0,3,0,3,4,3,1,1,28,5,23,0,7,2,15,1,2,5,0,0,0,0,0,0,0,0,7,3,1,0,4,0,3,0,0,12,0,0,2,0,4,0
poor,30267,1550,875,7265,1446,2705,6042,2921,89,3288,343,453,213,445,1435,5022,1002,6,369,193,24,3240,995,202,6,120,242,20,329,676,582,476,1612,388,40,56,23,875,81,18,210,839,73,457,7,1,74,1283,2,13,31,114,489,70,90,81,87,22,68,44,4,1046,67,224,0,247,55,84,19,6,25,24,105,5,179,14,46,0,14,0,1,34,7,5,5,1,333,157,76,3,55,14,191,151,9,52,85,1,123,16
lucky,26652,693,126,25838,1592,3862,216,7689,67,2765,528,1093,305,1660,1169,3515,229,5,3142,161,24,242,270,148,2,121,413,22,506,3264,148,2,194,317,29,35,42,59,778,9,159,63,1025,36,1,0,6,24,6,13,0,7,3,19,236,6,75,2,196,292,2,28,95,57,1,8,12,142,202,4,109,74,32,3,8,7,349,0,8,0,0,2,0,0,39,1,263,61,63,3,5,0,67,35,0,53,11,7,19,13
slow,19037,683,122,6481,1097,2376,20667,3381,82,2182,79,254,131,581,1592,2523,958,3,561,344,8,3382,444,158,8,53,102,44,34,1064,937,67,1523,180,193,5,14,887,967,9,819,271,165,94,6,1,48,83,9,7,3,1,9,110,50,28,448,32,111,37,1,288,128,386,1,243,32,53,39,41,39,27,30,2,161,17,746,0,6,0,1,4,0,113,2,0,138,390,23,177,21,16,125,269,0,34,4,0,128,23
enjoyable,11833,30254,11894,3054,847,4271,112,3269,200,711,1676,390,470,575,2599,1007,1009,1869,174,823,177,60,716,301,2,14,170,63,901,489,284,16,498,402,25,53,163,76,120,111,204,56,157,478,7,77,25,324,259,5,3,104,73,6,370,67,32,8,305,14,0,110,78,41,50,370,1,91,22,11,148,161,44,51,171,44,61,1,8,10,0,94,0,1,767,2,53,8,10,5,42,10,46,25,10,33,192,107,37,99
convenient,14191,34571,15944,3011,1727,2843,1451,1519,177,650,1432,493,60,1248,1117,1782,113,611,347,609,47,96,408,401,10,68,54,4,135,822,120,50,301,579,6,27,54,128,1363,22,44,22,147,125,2,1,9,10,57,6,1,4,4,19,113,79,36,2,256,14,690,28,106,31,9,37,5,62,13,65,81,196,11,11,5,53,44,0,2,2,0,10,0,0,40,0,76,5,11,1,2,4,58,93,10,5,15,3,65,75
rich,19787,1850,662,9001,3016,5687,4023,2321,299,684,769,1004,120,3175,910,2439,498,176,244,203,9,515,1360,481,3,234,422,24,509,2498,315,229,234,764,53,22,39,202,2752,8,46,1193,96,370,11,11,432,117,30,9,12,160,9,40,101,34,27,5,237,50,16,68,81,109,4,430,24,37,28,195,55,66,280,5,59,134,39,0,18,0,4,11,39,4,91,1,478,392,94,3,12,6,294,40,33,118,28,2,126,35
awesome,1623,6482,6139,10079,745,3780,801,9313,513,16643,476,419,67,988,610,259,1130,22,4898,832,672,10,346,104,3,24,665,40,2246,717,116,30,271,274,15,1781,3892,24,2880,43,21,345,519,542,0,33,136,51,78,14,2,8,3,21,204,6,25,8,302,64,0,214,12,46,0,188,6,1331,57,3,187,38,32,9,91,20,35,0,45,0,3,116,3,0,12,1,62,9,15,1,1,10,18,33,12,599,89,40,28,4
careful,36346,16681,1498,2051,11322,1464,2290,2666,291,492,455,3352,64,761,490,3477,149,44,102,1320,11,27,1045,48,2,55,47,0,13,193,93,60,101,1945,18,25,7,52,460,8,99,16,46,120,0,4,0,9,5,2,7,1,3,11,12,6,6,3,26,8,8,78,9,157,0,10,2,11,46,112,11,14,4,0,24,20,462,0,7,0,0,8,3,0,3,0,108,32,14,6,2,0,18,33,0,14,2,0,50,112
secure,4396,39602,8679,1167,3397,3992,228,476,75,659,4775,716,36,280,397,696,307,3291,26,385,1904,797,96,184,4,332,124,21,474,198,326,93,40,40,2,423,903,16,267,298,85,192,22,95,1,954,7,41,364,20,8,12,36,183,92,175,0,5,166,39,56,64,81,47,3,13,16,27,33,24,22,22,99,3,72,145,20,0,7,0,7,44,51,6,6,1,72,11,1,12,41,150,23,26,41,10,35,2,11,341
stable,6749,30884,6444,686,1884,2322,178,311,150,1232,3287,526,65,216,1048,1097,235,782,38,153,317,8637,145,211,8,518,53,58,94,356,2442,109,219,31,4,75,89,27,237,103,289,87,117,32,4,110,19,434,223,15,36,4,397,217,42,68,5,2,137,24,868,528,113,97,1,216,181,5,16,7,6,16,173,5,147,120,35,0,6,0,31,7,67,725,2,0,165,92,21,8,113,103,833,18,61,2,15,0,10,465
qualified,1367,7238,8370,231,6620,884,83,520,80,56,1565,1234,274,485,85,559,114,22348,57,52,161,9,161,462,4,246,302,29,297,83,13,11,11,122,10,53,100,14,48,41,62,351,9,797,0,6128,47,9,248,3642,25,8,1,20,241,190,5,5,130,19,11,38,23,43,17,2,58,10,12,51,64,155,143,18,884,94,14,0,119,0,5,2,1,13,41,7,400,19,11,2,14,77,58,9,2,8,28,1,38,30
painful,12490,9804,8145,4553,1980,4341,5122,1857,118,900,6798,723,895,315,1837,3756,620,101,467,508,11,26,1734,270,0,44,66,1054,205,1382,87,251,556,1098,238,69,12,1792,117,11,391,158,193,277,2,0,430,50,5,3,45,434,9,24,190,57,1609,13,201,56,237,29,44,260,1,36,2,33,18,37,40,67,23,32,38,20,75,0,47,0,1,58,0,19,37,0,121,34,15,37,5,518,9,348,12,74,43,5,484,5
normal,4208,8659,2673,2030,8492,7511,419,493,305,4189,184,2037,278,596,3680,153,264,8,1532,114,5712,2095,27,917,9,255,651,1093,72,83,2105,85,342,9,33,980,3250,72,127,790,673,42,18,16,8,104,12,245,8608,18,375,7,44,1249,219,83,26,1,75,160,2,81,149,200,0,157,26,74,22,3,36,33,108,1,1058,16,17,0,11,0,77,121,3,34,0,1,48,12,310,2,76,61,85,8,49,0,10,10,18,187
heavy,16325,2679,513,6976,2010,4612,19464,2942,464,4151,943,630,71,479,2357,2715,583,3,155,125,5,759,1283,98,1,69,102,33,94,525,1162,523,876,497,245,5,8,317,926,4,320,589,215,153,7,2,194,48,2,13,4,5,4,31,27,27,189,16,72,25,17,55,81,160,0,309,16,8,24,371,54,37,32,0,71,24,203,0,16,1,1,5,0,1,16,2,315,1483,17,7,12,28,39,89,1,202,15,4,62,78
creative,11358,27477,15066,2278,1003,3302,527,2999,505,925,866,304,86,311,651,1215,106,3045,123,269,60,18,465,157,8,9,230,6,963,1120,96,320,243,241,24,40,71,108,716,18,129,31,93,196,0,34,39,29,8,5,3,124,3,9,33,20,40,8,231,5,20,26,20,27,0,71,5,31,85,140,46,52,29,4,24,20,118,0,16,2,2,28,3,5,95,1,270,79,17,0,0,1,132,65,14,91,136,119,27,10
smart,22571,1132,883,7469,4872,6821,5677,8242,54,3692,411,2264,317,1573,662,1429,277,16,767,745,21,124,434,464,6,99,304,21,416,1750,199,119,259,170,14,28,32,77,1835,11,38,70,998,185,4,21,24,34,35,14,26,10,5,68,235,20,36,3,329,329,277,116,115,139,4,125,3,118,63,49,81,106,35,2,129,61,586,0,61,1,1,1,67,2,6,2,305,64,66,2,5,1,61,85,26,97,82,3,74,137
appealing,8866,24765,6856,6096,1247,1626,594,1222,105,457,4382,451,99,861,1080,745,346,693,146,284,19,25,1891,276,2,380,74,13,107,415,48,249,244,1344,5,27,30,69,75,38,72,50,238,526,0,3,68,23,13,3,2,109,18,14,49,88,13,0,135,17,189,81,31,22,4,78,58,59,14,45,99,202,21,237,34,33,22,0,36,4,1,33,5,3,172,1,86,31,87,0,2,133,21,103,10,18,77,1,58,21
suitable,3724,15077,23547,352,17514,792,29,772,155,36,731,1709,251,4404,601,273,248,875,143,204,149,15,2155,1875,9,91,278,18,70,24,12,11,47,1453,4,78,96,64,14,199,15,38,37,502,1,59,228,90,1287,102,2,1,10,8,117,563,5,7,85,47,13,200,27,122,17,11,49,13,16,3,86,62,26,12,85,54,3,0,16,8,0,10,28,0,8,4,41,5,15,2,8,17,19,2,12,0,8,0,21,20
