                l1  l2                     f             E11  r.log.likelihood  r.Poisson.Stirling  r.gmean  r.odds.ratio  r.relative.risk  r.Dice   r.MI2   r.MI3    r.MS  r.t.score  r.z.score.corr  am.log.likelihood  am.Poisson.Stirling        am.gmean   am.odds.ratio  am.relative.risk         am.Dice          am.MI2           am.MI3           am.MS      am.t.score  am.z.score.corr       f1       f2         N  
         virtually  nonexistent         2109   7.5958922e+00               821                 631      207            90              106     247     207     720     332       1801             193      2.0129507e+04        4.2374098e+03   8.8946149e-02   2.57264239684     2.45853368338   5.9522466e-02   5.76757436957    9.0916509e+00   3.4147763e-02      45.7584481     762.28405452    61761     9103  74015056  
     traditionally  republican           726   2.2273120e+00              1816                1418      440            91               82     286     440    1701     261       3984             389      7.0427402e+03        1.5092531e+03   5.6543938e-02   2.56651330844     2.53121079788   5.3678373e-02   5.37409218031    8.2350288e+00   4.0841584e-02      26.8617239     484.63138420    17776     9274  74015056  
           morally  ambiguous           1560   5.0979550e+00              1036                 786      243            92               89     186     243     912     189       2286             227      1.5031223e+04        3.2002372e+03   8.0309434e-02   2.56635783343     2.50874164884   7.3145001e-02   5.67885319774    8.8719778e+00   5.1770484e-02      39.3677628     688.43883257    30133    12522  74015056  
        personally  liable              2369   8.0493460e+00               734                 571      179            93               91     126     179     614     127       1638             166      2.2707886e+04        4.8197541e+03   9.7056522e-02   2.56185736216     2.50116123522   9.2892854e-02   5.84336952480    9.2179346e+00   7.2023592e-02      48.5069960     831.98333539    32892    18113  74015056  
           readily  available          65625   9.2849130e+02                22                  19       31            94               87      62      31      30     109         43              30      5.0941467e+05        9.2859178e+04   2.5033430e-01   2.54922605841     2.51322914936   1.4483222e-01   6.66636079224    1.1483430e+01   7.9769098e-02     252.5493102    2123.18857314    83534   822687  74015056  
             newly  single              1394   4.6144176e+00              1130                 868      271            95               88     180     271    1011     145       2489             252      1.3360336e+04        2.8519168e+03   7.5430031e-02   2.54908354767     2.50880011266   7.4432015e-02   5.62440864864    8.7686714e+00   6.4047783e-02      37.2127188     646.55878979    21765    15692  74015056  
         virtually  unlimited           2490   9.4525174e+00               710                 560      189            96              114     202     189     618     268       1581             172      2.3485671e+04        4.9460299e+03   9.4138130e-02   2.54590871941     2.43845745041   6.8136108e-02   5.81685120667    9.2130506e+00   4.0316705e-02      49.7104702     806.65206899    61761    11328  74015056  
             first  single               733   2.3533212e+00              1818                1417      456            97               85     275     456    1722     215       3955             397      7.0392485e+03        1.5093410e+03   5.5539675e-02   2.54371545396     2.52300056378   5.4717826e-02   5.35852674310    8.2236307e+00   4.6711700e-02      26.9870508     475.95896450    11100    15692  74015056  
       practically  nonexistent          855   2.8080732e+00              1616                1263      412            98               92     287     412    1520     296       3564             363      8.1890705e+03        1.7521200e+03   5.9306441e-02   2.54278672146     2.50007981937   5.3546266e-02   5.41552380302    8.3474899e+00   3.7447442e-02      29.1443490     508.25108842    22832     9103  74015056  
          horribly  wrong               7474   3.9655256e+01               239                 192      100            99               86     164     100     242     236        611              95      6.7609750e+04        1.3759319e+04   1.3795666e-01   2.54218785936     2.52285424817   7.9379746e-02   6.14880543175    1.0022359e+01   4.3666234e-02      85.9936038    1180.49216499    17148   171162  74015056  
     fundamentally  flawed              3354   1.2252799e+01               518                 392      143           100               97      96     143     450      75       1244             132      3.1741212e+04        6.7181736e+03   1.1137440e-01   2.54056687362     2.48194027577   1.1046157e-01   5.96289080355    9.4884539e+00   9.7947026e-02      57.7021591     954.53300896    34243    26484  74015056  
            mainly  muslim              2053   7.1523159e+00               839                 644      206           101               93     141     206     730     103       1843             192      1.9523378e+04        4.1545489e+03   8.9228906e-02   2.53917666974     2.49508483529   8.8932207e-02   5.77033120907    9.0827202e+00   8.2231835e-02      45.1521903     764.79281379    24966    21204  74015056  
         medically  unnecessary         1374   4.6786994e+00              1148                 885      282           102               90     184     282    1043     139       2514             261      1.3085204e+04        2.7941212e+03   7.3835314e-02   2.53484608924     2.50563222345   7.3274138e-02   5.60584832481    8.7438351e+00   6.5245263e-02      36.9412849     632.82581111    16444    21059  74015056  
           vitally  important          17199   5.6003467e+02               152                 145      225           103               83    1635     225     258    2423        261             220      1.0997961e+05        1.8110440e+04   8.4476459e-02   2.53443753513     2.53103688713   1.5512098e-02   5.72279147761    9.9582947e+00   7.8225559e-03     126.8746095     703.08172300    18853  2198642  74015056  
     fundamentally  sound               1479   5.2825276e+00              1095                 844      277           104              104     218     277     996     241       2378             257      1.3983516e+04        2.9769784e+03   7.4797529e-02   2.52628931626     2.46623428813   6.4781761e-02   5.61709457555    8.7870627e+00   4.3191309e-02      38.3204099     640.98220792    34243    11418  74015056  
       emotionally  abusive             1395   5.0858173e+00              1144                 884      297           105              108     255     297    1057     298       2488             269      1.3138039e+04        2.7954670e+03   7.1900812e-02   2.51937324602     2.45462337752   5.8699769e-02   5.58278766421    8.7273619e+00   3.7210915e-02      37.2135312     616.10020346    37489    10041  74015056  
          fiercely  independent         3690   1.4910217e+01               474                 356      145           106               94     122     145     428     150       1138             133      3.4343541e+04        7.2296249e+03   1.1107705e-01   2.51798174357     2.49052550535   9.4100246e-02   5.96056877773    9.5275951e+00   6.1449816e-02      60.4999158     951.62728566    18378    60049  74015056  
       practically  non-existent        1031   3.6511430e+00              1426                1103      378           107              100     249     378    1363     222       3086             335      9.7205296e+03        2.0790479e+03   6.2716846e-02   2.51028013619     2.47082791088   5.9478482e-02   5.46408849037    8.4773472e+00   4.5155922e-02      31.9954785     537.39312232    22832    11836  74015056  
