sentences,mask_type,pred_pos,scale_type
It wasn't completely wet but it was not dry either. It was kinda [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it was not dry either. It was sorta wet.,predicate,adj,abs
It wasn't completely wet but it was not [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't completely wet but it was not dry either. It was sorta [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it was not dry either. It was slightly wet.,predicate,adj,abs
It wasn't completely wet but it was not [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't completely wet but it was not dry either. It was slightly [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it was not dry either. It was partially wet.,predicate,adj,abs
It wasn't completely wet but it was not [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't completely wet but it was not dry either. It was partially [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it wasn't dry either. It was kinda wet.,predicate,adj,abs
It wasn't completely [MASK] but it wasn't dry either.,predicate,adj,abs
It wasn't completely wet but it wasn't [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't completely wet but it wasn't [MASK] either.,predicate,adj,abs
It wasn't completely wet but it wasn't dry either. It was kinda [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it wasn't dry either. It was sorta wet.,predicate,adj,abs
It wasn't completely wet but it wasn't [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't completely wet but it wasn't dry either. It was sorta [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it wasn't dry either. It was slightly wet.,predicate,adj,abs
It wasn't completely wet but it wasn't [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't completely wet but it wasn't dry either. It was slightly [MASK].,predicate,adj,abs
It wasn't completely [MASK] but it wasn't dry either. It was partially wet.,predicate,adj,abs
It wasn't completely wet but it wasn't [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't completely wet but it wasn't dry either. It was partially [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it was not dry either. It was kinda wet.,predicate,adj,abs
It wasn't totally [MASK] but it was not dry either.,predicate,adj,abs
It wasn't totally wet but it was not [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't totally wet but it was not [MASK] either.,predicate,adj,abs
It wasn't totally wet but it was not dry either. It was kinda [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it was not dry either. It was sorta wet.,predicate,adj,abs
It wasn't totally wet but it was not [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't totally wet but it was not dry either. It was sorta [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it was not dry either. It was slightly wet.,predicate,adj,abs
It wasn't totally wet but it was not [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't totally wet but it was not dry either. It was slightly [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it was not dry either. It was partially wet.,predicate,adj,abs
It wasn't totally wet but it was not [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't totally wet but it was not dry either. It was partially [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it wasn't dry either. It was kinda wet.,predicate,adj,abs
It wasn't totally [MASK] but it wasn't dry either.,predicate,adj,abs
It wasn't totally wet but it wasn't [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't totally wet but it wasn't [MASK] either.,predicate,adj,abs
It wasn't totally wet but it wasn't dry either. It was kinda [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it wasn't dry either. It was sorta wet.,predicate,adj,abs
It wasn't totally wet but it wasn't [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't totally wet but it wasn't dry either. It was sorta [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it wasn't dry either. It was slightly wet.,predicate,adj,abs
It wasn't totally wet but it wasn't [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't totally wet but it wasn't dry either. It was slightly [MASK].,predicate,adj,abs
It wasn't totally [MASK] but it wasn't dry either. It was partially wet.,predicate,adj,abs
It wasn't totally wet but it wasn't [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't totally wet but it wasn't dry either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it was not extremely wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it was not extremely wet either.,predicate,adj,abs
It was not dry but it was not extremely [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it was not extremely [MASK] either.,predicate,adj,abs
It was not dry but it was not extremely wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it was not extremely wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not extremely [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not extremely wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it was not extremely wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not extremely [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not extremely wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it was not extremely wet either. It was partially wet.,predicate,adj,abs
It was not dry but it was not extremely [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it was not extremely wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it was not ridiculously wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it was not ridiculously wet either.,predicate,adj,abs
It was not dry but it was not ridiculously [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it was not ridiculously [MASK] either.,predicate,adj,abs
It was not dry but it was not ridiculously wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it was not ridiculously wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not ridiculously [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not ridiculously wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it was not ridiculously wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not ridiculously [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not ridiculously wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it was not ridiculously wet either. It was partially wet.,predicate,adj,abs
It was not dry but it was not ridiculously [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it was not ridiculously wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it was not completely wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it was not completely wet either.,predicate,adj,abs
It was not dry but it was not completely [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it was not completely [MASK] either.,predicate,adj,abs
It was not dry but it was not completely wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it was not completely wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not completely [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not completely wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it was not completely wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not completely [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not completely wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it was not completely wet either. It was partially wet.,predicate,adj,abs
It was not dry but it was not completely [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it was not completely wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it was not totally wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it was not totally wet either.,predicate,adj,abs
It was not dry but it was not totally [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it was not totally [MASK] either.,predicate,adj,abs
It was not dry but it was not totally wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it was not totally wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not totally [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it was not totally wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it was not totally wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not totally [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it was not totally wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it was not totally wet either. It was partially wet.,predicate,adj,abs
It was not dry but it was not totally [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it was not totally wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't extremely wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it wasn't extremely wet either.,predicate,adj,abs
It was not dry but it wasn't extremely [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it wasn't extremely [MASK] either.,predicate,adj,abs
It was not dry but it wasn't extremely wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't extremely wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't extremely [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't extremely wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't extremely wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't extremely [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't extremely wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't extremely wet either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't extremely [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't extremely wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't ridiculously wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it wasn't ridiculously wet either.,predicate,adj,abs
It was not dry but it wasn't ridiculously [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was not dry but it wasn't ridiculously wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't ridiculously wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't ridiculously wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't ridiculously wet either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't ridiculously wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't completely wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it wasn't completely wet either.,predicate,adj,abs
It was not dry but it wasn't completely [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it wasn't completely [MASK] either.,predicate,adj,abs
It was not dry but it wasn't completely wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't completely wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't completely [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't completely wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't completely wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't completely [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't completely wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't completely wet either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't completely [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't completely wet either. It was partially [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't totally wet either. It was kinda wet.,predicate,adj,abs
It was not [MASK] but it wasn't totally wet either.,predicate,adj,abs
It was not dry but it wasn't totally [MASK] either. It was kinda wet.,predicate,adj,abs
It was not dry but it wasn't totally [MASK] either.,predicate,adj,abs
It was not dry but it wasn't totally wet either. It was kinda [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't totally wet either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't totally [MASK] either. It was sorta wet.,predicate,adj,abs
It was not dry but it wasn't totally wet either. It was sorta [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't totally wet either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't totally [MASK] either. It was slightly wet.,predicate,adj,abs
It was not dry but it wasn't totally wet either. It was slightly [MASK].,predicate,adj,abs
It was not [MASK] but it wasn't totally wet either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't totally [MASK] either. It was partially wet.,predicate,adj,abs
It was not dry but it wasn't totally wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not extremely wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it was not extremely wet either.,predicate,adj,abs
It wasn't dry but it was not extremely [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it was not extremely [MASK] either.,predicate,adj,abs
It wasn't dry but it was not extremely wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not extremely wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not extremely [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not extremely wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not extremely wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not extremely [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not extremely wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not extremely wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not extremely [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not extremely wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not ridiculously wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it was not ridiculously wet either.,predicate,adj,abs
It wasn't dry but it was not ridiculously [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously [MASK] either.,predicate,adj,abs
It wasn't dry but it was not ridiculously wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not ridiculously wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not ridiculously wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not ridiculously wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not ridiculously wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not completely wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it was not completely wet either.,predicate,adj,abs
It wasn't dry but it was not completely [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it was not completely [MASK] either.,predicate,adj,abs
It wasn't dry but it was not completely wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not completely wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not completely [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not completely wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not completely wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not completely [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not completely wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not completely wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not completely [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not completely wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not totally wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it was not totally wet either.,predicate,adj,abs
It wasn't dry but it was not totally [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it was not totally [MASK] either.,predicate,adj,abs
It wasn't dry but it was not totally wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not totally wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not totally [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it was not totally wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not totally wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not totally [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it was not totally wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it was not totally wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not totally [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it was not totally wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't extremely wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it wasn't extremely wet either.,predicate,adj,abs
It wasn't dry but it wasn't extremely [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely [MASK] either.,predicate,adj,abs
It wasn't dry but it wasn't extremely wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't extremely wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't extremely wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't extremely wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't extremely wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't ridiculously wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it wasn't ridiculously wet either.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't ridiculously wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't ridiculously wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't ridiculously wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't ridiculously wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't completely wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it wasn't completely wet either.,predicate,adj,abs
It wasn't dry but it wasn't completely [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it wasn't completely [MASK] either.,predicate,adj,abs
It wasn't dry but it wasn't completely wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't completely wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't completely [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't completely wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't completely wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't completely [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't completely wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't completely wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't completely [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't completely wet either. It was partially [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't totally wet either. It was kinda wet.,predicate,adj,abs
It wasn't [MASK] but it wasn't totally wet either.,predicate,adj,abs
It wasn't dry but it wasn't totally [MASK] either. It was kinda wet.,predicate,adj,abs
It wasn't dry but it wasn't totally [MASK] either.,predicate,adj,abs
It wasn't dry but it wasn't totally wet either. It was kinda [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't totally wet either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't totally [MASK] either. It was sorta wet.,predicate,adj,abs
It wasn't dry but it wasn't totally wet either. It was sorta [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't totally wet either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't totally [MASK] either. It was slightly wet.,predicate,adj,abs
It wasn't dry but it wasn't totally wet either. It was slightly [MASK].,predicate,adj,abs
It wasn't [MASK] but it wasn't totally wet either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't totally [MASK] either. It was partially wet.,predicate,adj,abs
It wasn't dry but it wasn't totally wet either. It was partially [MASK].,predicate,adj,abs
It was not extremely dry. It was kinda [MASK].,predicate,adj,abs
It was not extremely dry. It was sorta [MASK].,predicate,adj,abs
It was not extremely dry. It was slightly [MASK].,predicate,adj,abs
It was not extremely dry. It was partially [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was extremely wet.,predicate,adj,abs
It was not extremely dry. It was extremely [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was ridiculously wet.,predicate,adj,abs
It was not extremely dry. It was ridiculously [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was completely wet.,predicate,adj,abs
It was not extremely dry. It was completely [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was totally wet.,predicate,adj,abs
It was not extremely dry. It was totally [MASK].,predicate,adj,abs
It was not extremely [MASK]. It was wet.,predicate,adj,abs
It was not extremely dry. It was [MASK].,predicate,adj,abs
It was not ridiculously dry. It was kinda [MASK].,predicate,adj,abs
It was not ridiculously dry. It was sorta [MASK].,predicate,adj,abs
It was not ridiculously dry. It was slightly [MASK].,predicate,adj,abs
It was not ridiculously dry. It was partially [MASK].,predicate,adj,abs
It was not ridiculously [MASK]. It was extremely wet.,predicate,adj,abs
It was not ridiculously dry. It was extremely [MASK].,predicate,adj,abs
It was not ridiculously [MASK]. It was ridiculously wet.,predicate,adj,abs
It was not ridiculously dry. It was ridiculously [MASK].,predicate,adj,abs
It was not ridiculously [MASK]. It was completely wet.,predicate,adj,abs
It was not ridiculously dry. It was completely [MASK].,predicate,adj,abs
It was not ridiculously [MASK]. It was totally wet.,predicate,adj,abs
It was not ridiculously dry. It was totally [MASK].,predicate,adj,abs
It was not ridiculously [MASK]. It was wet.,predicate,adj,abs
It was not ridiculously dry. It was [MASK].,predicate,adj,abs
It was not completely dry. It was kinda [MASK].,predicate,adj,abs
It was not completely dry. It was sorta [MASK].,predicate,adj,abs
It was not completely dry. It was slightly [MASK].,predicate,adj,abs
It was not completely dry. It was partially [MASK].,predicate,adj,abs
It was not completely [MASK]. It was extremely wet.,predicate,adj,abs
It was not completely dry. It was extremely [MASK].,predicate,adj,abs
It was not completely [MASK]. It was ridiculously wet.,predicate,adj,abs
It was not completely dry. It was ridiculously [MASK].,predicate,adj,abs
It was not completely [MASK]. It was completely wet.,predicate,adj,abs
It was not completely dry. It was completely [MASK].,predicate,adj,abs
It was not completely [MASK]. It was totally wet.,predicate,adj,abs
It was not completely dry. It was totally [MASK].,predicate,adj,abs
It was not completely [MASK]. It was wet.,predicate,adj,abs
It was not completely dry. It was [MASK].,predicate,adj,abs
It was not totally dry. It was kinda [MASK].,predicate,adj,abs
It was not totally dry. It was sorta [MASK].,predicate,adj,abs
It was not totally dry. It was slightly [MASK].,predicate,adj,abs
It was not totally dry. It was partially [MASK].,predicate,adj,abs
It was not totally [MASK]. It was extremely wet.,predicate,adj,abs
It was not totally dry. It was extremely [MASK].,predicate,adj,abs
It was not totally [MASK]. It was ridiculously wet.,predicate,adj,abs
It was not totally dry. It was ridiculously [MASK].,predicate,adj,abs
It was not totally [MASK]. It was completely wet.,predicate,adj,abs
It was not totally dry. It was completely [MASK].,predicate,adj,abs
It was not totally [MASK]. It was totally wet.,predicate,adj,abs
It was not totally dry. It was totally [MASK].,predicate,adj,abs
It was not totally [MASK]. It was wet.,predicate,adj,abs
It was not totally dry. It was [MASK].,predicate,adj,abs
It was not [MASK]. It was kinda wet.,predicate,adj,abs
It was not dry. It was kinda [MASK].,predicate,adj,abs
It was not [MASK]. It was sorta wet.,predicate,adj,abs
It was not dry. It was sorta [MASK].,predicate,adj,abs
It was not [MASK]. It was slightly wet.,predicate,adj,abs
It was not dry. It was slightly [MASK].,predicate,adj,abs
It was not [MASK]. It was partially wet.,predicate,adj,abs
It was not dry. It was partially [MASK].,predicate,adj,abs
It was not [MASK]. It was extremely wet.,predicate,adj,abs
It was not dry. It was extremely [MASK].,predicate,adj,abs
It was not [MASK]. It was ridiculously wet.,predicate,adj,abs
It was not dry. It was ridiculously [MASK].,predicate,adj,abs
It was not [MASK]. It was completely wet.,predicate,adj,abs
It was not dry. It was completely [MASK].,predicate,adj,abs
It was not [MASK]. It was totally wet.,predicate,adj,abs
It was not dry. It was totally [MASK].,predicate,adj,abs
It was not [MASK]. It was wet.,predicate,adj,abs
It was not dry. It was [MASK].,predicate,adj,abs
It wasn't extremely dry. It was kinda [MASK].,predicate,adj,abs
It wasn't extremely dry. It was sorta [MASK].,predicate,adj,abs
It wasn't extremely dry. It was slightly [MASK].,predicate,adj,abs
It wasn't extremely dry. It was partially [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was extremely wet.,predicate,adj,abs
It wasn't extremely dry. It was extremely [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was ridiculously wet.,predicate,adj,abs
It wasn't extremely dry. It was ridiculously [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was completely wet.,predicate,adj,abs
It wasn't extremely dry. It was completely [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was totally wet.,predicate,adj,abs
It wasn't extremely dry. It was totally [MASK].,predicate,adj,abs
It wasn't extremely [MASK]. It was wet.,predicate,adj,abs
It wasn't extremely dry. It was [MASK].,predicate,adj,abs
It wasn't ridiculously dry. It was kinda [MASK].,predicate,adj,abs
It wasn't ridiculously dry. It was sorta [MASK].,predicate,adj,abs
It wasn't ridiculously dry. It was slightly [MASK].,predicate,adj,abs
It wasn't ridiculously dry. It was partially [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was extremely wet.,predicate,adj,abs
It wasn't ridiculously dry. It was extremely [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was ridiculously wet.,predicate,adj,abs
It wasn't ridiculously dry. It was ridiculously [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was completely wet.,predicate,adj,abs
It wasn't ridiculously dry. It was completely [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was totally wet.,predicate,adj,abs
It wasn't ridiculously dry. It was totally [MASK].,predicate,adj,abs
It wasn't ridiculously [MASK]. It was wet.,predicate,adj,abs
It wasn't ridiculously dry. It was [MASK].,predicate,adj,abs
It wasn't completely dry. It was kinda [MASK].,predicate,adj,abs
It wasn't completely dry. It was sorta [MASK].,predicate,adj,abs
It wasn't completely dry. It was slightly [MASK].,predicate,adj,abs
It wasn't completely dry. It was partially [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was extremely wet.,predicate,adj,abs
It wasn't completely dry. It was extremely [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was ridiculously wet.,predicate,adj,abs
It wasn't completely dry. It was ridiculously [MASK].,predicate,adj,abs
It wasn't completely [MASK]. It was completely wet.,predicate,adj,abs
