,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability
7683,non,alcoholic,81,0.314,743.061,2.44,0.052,0.005,8.09,7.014,80.686,0.996,0.0
8010,racially,prejudiced,69,0.249,642.462,2.47,0.05,0.005,8.188,7.011,68.751,0.996,0.0
12120,medically,necessary,6030,44.717,49378.15,2.299,0.032,0.3,7.122,7.011,5985.283,0.993,0.01
16347,firmly,tannic,22,0.035,239.849,2.817,0.023,0.007,9.317,7.009,21.965,0.998,0.0
12285,fast,absorbing,46,0.133,448.186,2.562,0.032,0.006,8.486,7.009,45.867,0.997,0.0
1923,mentally,disordered,204,1.184,1731.803,2.318,0.167,0.003,7.693,7.008,202.816,0.994,0.0
15566,genetically,inferior,312,1.744,2632.221,2.276,0.025,0.027,7.519,7.008,310.256,0.994,0.001
1200,seemingly,disparate,1798,15.412,14005.895,2.183,0.225,0.011,7.236,7.006,1782.588,0.991,0.002
2315,environmentally,unfriendly,485,3.285,3958.71,2.241,0.146,0.006,7.435,7.005,481.715,0.993,0.001
20472,staunchly,anti-american,34,0.08,344.935,2.648,0.018,0.01,8.764,7.003,33.92,0.998,0.0
11875,reportedly,furious,219,1.149,1874.393,2.302,0.033,0.015,7.623,7.003,217.851,0.995,0.0
1474,currently,fourth,503,3.62,4073.077,2.241,0.198,0.004,7.436,7.003,499.38,0.993,0.001
3013,predominantly,caucasian,132,0.652,1155.974,2.364,0.12,0.003,7.845,7.0,131.348,0.995,0.0
53146,recklessly,irresponsible,50,0.149,484.525,2.554,0.004,0.053,8.392,6.999,49.851,0.997,0.0
50867,off,sick,258,1.375,2225.954,2.34,0.004,0.138,7.558,6.997,256.625,0.995,0.001
36608,carefully,nuanced,160,0.764,1401.156,2.348,0.008,0.05,7.722,6.996,159.236,0.995,0.0
7867,infinitely,malleable,193,1.004,1657.554,2.311,0.051,0.009,7.663,6.994,191.996,0.995,0.0
61495,jointly,responsible,530,3.196,4622.362,2.453,0.003,0.414,7.377,6.994,526.804,0.994,0.001
9637,ethnically,turkish,39,0.103,387.102,2.604,0.041,0.004,8.626,6.993,38.897,0.997,0.0
1258,largely,symbolic,3962,35.807,30462.646,2.161,0.218,0.024,7.145,6.992,3926.193,0.991,0.005
3891,financially,literate,677,4.621,5484.027,2.216,0.098,0.012,7.344,6.991,672.379,0.993,0.001
26278,mysteriously,missing,38,0.097,379.048,2.611,0.013,0.014,8.634,6.99,37.903,0.997,0.0
3750,legally,allowable,96,0.421,861.722,2.408,0.101,0.003,7.988,6.99,95.579,0.996,0.0
10113,racially,homogenous,131,0.608,1153.352,2.356,0.039,0.009,7.81,6.989,130.392,0.995,0.0
4839,predominantly,christian,1317,9.514,10516.323,2.19,0.082,0.026,7.236,6.988,1307.486,0.993,0.002
21999,richly,detailed,2103,14.789,17198.773,2.267,0.016,0.217,7.176,6.986,2088.211,0.993,0.004
21628,nicely,understated,100,0.417,900.158,2.397,0.017,0.017,7.93,6.986,99.583,0.996,0.0
1248,well,worth,69071,680.629,547702.2,2.321,0.219,0.379,7.021,6.985,68390.37,0.99,0.083
31936,rabidly,communal,16,0.018,185.76,2.974,0.01,0.017,9.811,6.984,15.982,0.999,0.0
3474,economically,recoverable,214,1.209,1814.495,2.3,0.108,0.004,7.632,6.984,212.791,0.994,0.0
22909,violently,homophobic,48,0.143,464.159,2.543,0.016,0.012,8.416,6.983,47.857,0.997,0.0
17373,gravely,sinful,88,0.352,799.558,2.415,0.022,0.012,7.998,6.983,87.648,0.996,0.0
12682,biologically,inert,78,0.299,715.58,2.436,0.031,0.008,8.072,6.982,77.701,0.996,0.0
3680,purely,economic,1444,10.788,11460.068,2.184,0.103,0.022,7.221,6.981,1433.212,0.993,0.002
10728,roughly,double,457,2.806,3774.461,2.239,0.037,0.024,7.401,6.981,454.194,0.994,0.001
32766,harshly,judgmental,43,0.119,421.711,2.574,0.01,0.019,8.506,6.98,42.881,0.997,0.0
2536,perhaps,apocryphal,126,0.631,1102.196,2.366,0.137,0.002,7.853,6.979,125.369,0.995,0.0
5833,normally,stoic,187,0.991,1602.061,2.31,0.068,0.006,7.662,6.978,186.009,0.995,0.0
962,potentially,hazardous,3909,37.395,29770.85,2.156,0.256,0.019,7.135,6.977,3871.605,0.99,0.005
42699,vibrantly,colourful,48,0.142,464.847,2.549,0.006,0.032,8.405,6.977,47.858,0.997,0.0
2443,purely,platonic,168,0.923,1439.555,2.328,0.14,0.003,7.726,6.977,167.077,0.995,0.0
1793,simply,irresistible,1448,11.733,11357.864,2.18,0.175,0.012,7.225,6.976,1436.267,0.992,0.002
6601,critically,ill,6868,53.968,54599.617,2.213,0.061,0.171,7.082,6.976,6814.032,0.992,0.01
10861,lightly,malty,38,0.1,377.474,2.605,0.036,0.005,8.628,6.972,37.9,0.997,0.0
20754,ecologically,sustainable,1073,7.234,8734.92,2.228,0.018,0.107,7.238,6.971,1065.766,0.993,0.002
17856,patently,unfair,625,3.983,5125.794,2.23,0.021,0.055,7.324,6.97,621.017,0.994,0.001
14071,nationally,acclaimed,108,0.472,962.457,2.378,0.027,0.011,7.877,6.969,107.528,0.996,0.0
49296,educationally,sound,66,0.232,617.79,2.481,0.004,0.05,8.157,6.969,65.768,0.996,0.0
14922,universally,applicable,904,6.046,7338.106,2.214,0.026,0.062,7.262,6.969,897.954,0.993,0.002
20354,ethically,permissible,122,0.553,1078.142,2.361,0.018,0.018,7.811,6.965,121.447,0.995,0.0
3954,predominantly,islamic,308,1.887,2558.837,2.26,0.096,0.006,7.497,6.965,306.113,0.994,0.001
45359,sure,glad,590,3.695,4948.856,2.308,0.005,0.209,7.327,6.964,586.305,0.994,0.001
46052,seasonally,appropriate,653,4.145,5479.686,2.316,0.005,0.235,7.307,6.963,648.855,0.994,0.001
35742,thats,ok,260,1.431,2208.175,2.294,0.008,0.068,7.518,6.958,258.569,0.994,0.001
10908,deliciously,decadent,182,0.945,1561.378,2.307,0.036,0.012,7.642,6.957,181.055,0.995,0.0
48639,rigorously,scientific,63,0.219,591.14,2.485,0.005,0.047,8.175,6.956,62.781,0.997,0.0
20381,slowly,paced,42,0.118,411.042,2.569,0.018,0.01,8.504,6.953,41.882,0.997,0.0
34521,unimaginably,vast,131,0.609,1152.717,2.355,0.009,0.038,7.762,6.952,130.391,0.995,0.0
21871,extra,vigilant,179,0.915,1540.245,2.311,0.016,0.025,7.636,6.95,178.085,0.995,0.0
32340,devoutly,islamic,31,0.07,316.808,2.665,0.01,0.017,8.806,6.949,30.93,0.998,0.0
27603,factually,correct,937,6.297,7657.113,2.241,0.012,0.135,7.235,6.949,930.703,0.993,0.002
3473,purely,theoretical,689,4.901,5531.034,2.202,0.108,0.011,7.3,6.949,684.099,0.993,0.001
1104,mostly,sunny,4322,41.357,32827.305,2.146,0.236,0.023,7.097,6.949,4280.643,0.99,0.005
23511,carefully,structured,36,0.091,359.596,2.614,0.015,0.011,8.647,6.948,35.909,0.997,0.0
36926,secretly,gay,319,1.84,2684.456,2.281,0.008,0.083,7.449,6.947,317.16,0.994,0.001
1322,largely,unchanged,4352,40.524,33180.816,2.146,0.212,0.026,7.09,6.945,4311.476,0.991,0.006
8059,severely,underfunded,109,0.495,964.953,2.369,0.05,0.006,7.855,6.944,108.505,0.995,0.0
27824,architecturally,enlightened,96,0.405,861.832,2.392,0.012,0.022,7.905,6.941,95.595,0.996,0.0
1292,politically,unpalatable,400,2.944,3228.205,2.239,0.213,0.003,7.433,6.94,397.056,0.993,0.001
34026,deadly,poisonous,56,0.186,529.39,2.496,0.009,0.022,8.247,6.94,55.814,0.997,0.0
20194,distinctively,australian,63,0.224,587.028,2.466,0.018,0.012,8.164,6.939,62.776,0.996,0.0
4740,financially,viable,3604,28.931,28167.152,2.162,0.083,0.064,7.086,6.938,3575.069,0.992,0.005
34232,badly,wrong,1666,11.839,13769.628,2.315,0.009,0.312,7.15,6.937,1654.161,0.993,0.003
9584,woefully,underpaid,81,0.328,734.906,2.416,0.041,0.006,8.008,6.937,80.672,0.996,0.0
13216,explicitly,theological,43,0.125,418.229,2.558,0.029,0.006,8.472,6.936,42.875,0.997,0.0
4522,fundamentally,undemocratic,197,1.106,1668.418,2.293,0.086,0.005,7.607,6.935,195.894,0.994,0.0
3769,historically,underserved,366,2.373,3001.26,2.238,0.1,0.007,7.422,6.935,363.627,0.994,0.001
11848,exquisitely,wrought,30,0.068,307.042,2.671,0.033,0.005,8.843,6.935,29.932,0.998,0.0
1188,largely,unaffected,1192,10.365,9248.572,2.176,0.227,0.007,7.217,6.934,1181.635,0.991,0.002
827,nearly,midnight,280,2.077,2277.401,2.274,0.28,0.002,7.551,6.934,277.923,0.993,0.0
17391,badly,injured,44,0.129,426.689,2.55,0.022,0.008,8.444,6.933,43.871,0.997,0.0
1072,seemingly,unconnected,550,4.422,4359.842,2.216,0.24,0.003,7.356,6.932,545.578,0.992,0.001
23270,viciously,anti-gay,17,0.022,193.347,2.921,0.015,0.011,9.649,6.929,16.978,0.999,0.0
9279,distinctly,american,1395,10.15,11100.775,2.181,0.043,0.053,7.166,6.929,1384.85,0.993,0.002
15290,distinctively,scottish,36,0.093,358.32,2.607,0.025,0.007,8.632,6.928,35.907,0.997,0.0
17860,badly,underfunded,46,0.139,443.217,2.536,0.021,0.009,8.398,6.926,45.861,0.997,0.0
17641,lively,narrative,33,0.08,332.55,2.634,0.021,0.008,8.719,6.924,32.92,0.998,0.0
45645,defensively,sound,78,0.306,713.189,2.432,0.005,0.045,8.004,6.924,77.694,0.996,0.0
20550,suitably,qualified,1614,11.65,12993.251,2.22,0.018,0.149,7.14,6.923,1602.35,0.993,0.003
20685,tragically,hip,75,0.292,685.138,2.426,0.018,0.013,8.03,6.921,74.708,0.996,0.0
4727,way,cooler,1180,8.863,9328.292,2.172,0.083,0.022,7.182,6.92,1171.137,0.992,0.002
17202,powerfully,emotive,69,0.26,634.935,2.441,0.022,0.01,8.084,6.919,68.74,0.996,0.0
1307,deeply,flawed,6598,63.955,49864.97,2.134,0.212,0.038,7.034,6.916,6534.045,0.99,0.008
30510,delicately,floral,36,0.093,358.197,2.605,0.011,0.016,8.613,6.916,35.907,0.997,0.0
8226,dramatically,inert,124,0.599,1082.439,2.342,0.049,0.006,7.765,6.916,123.401,0.995,0.0
30389,cheerfully,profane,20,0.031,219.628,2.834,0.011,0.015,9.359,6.915,19.969,0.998,0.0
4182,ultimately,self-destructive,111,0.537,973.568,2.361,0.092,0.003,7.832,6.913,110.463,0.995,0.0
30476,badly,flawed,329,1.961,2740.581,2.258,0.011,0.062,7.406,6.912,327.039,0.994,0.001
38542,dynamically,evolving,23,0.041,245.952,2.771,0.007,0.021,9.144,6.91,22.959,0.998,0.0
36484,professionally,qualified,728,4.872,5972.434,2.254,0.008,0.161,7.235,6.909,723.128,0.993,0.001
10875,arguably,biggest,48,0.152,458.538,2.521,0.036,0.005,8.352,6.909,47.848,0.997,0.0
17286,richly,evocative,178,0.939,1520.227,2.297,0.022,0.018,7.599,6.909,177.061,0.995,0.0
32979,logically,inconsistent,171,0.884,1469.28,2.31,0.009,0.042,7.61,6.909,170.116,0.995,0.0
17709,spectacularly,unsuccessful,191,1.026,1624.51,2.289,0.021,0.02,7.571,6.908,189.974,0.995,0.0
270,increasingly,globalized,582,6.209,4433.682,2.222,0.435,0.001,7.379,6.907,575.791,0.989,0.001
24723,uniformly,excellent,615,4.061,5010.772,2.222,0.014,0.078,7.263,6.907,610.939,0.993,0.001
38280,sincerely,sorry,537,3.464,4428.464,2.256,0.007,0.133,7.287,6.906,533.536,0.994,0.001
6753,legally,liable,1209,8.974,9567.999,2.171,0.059,0.032,7.162,6.906,1200.026,0.993,0.002
21140,ethnically,pure,423,2.658,3475.516,2.23,0.017,0.046,7.339,6.905,420.342,0.994,0.001
23077,inevitably,doomed,48,0.151,458.947,2.52,0.015,0.012,8.338,6.905,47.849,0.997,0.0
10189,criminally,under-appreciated,52,0.174,491.642,2.5,0.039,0.005,8.283,6.905,51.826,0.997,0.0
6599,openly,hostile,1946,15.048,15278.036,2.161,0.061,0.049,7.105,6.904,1930.952,0.992,0.003
54974,indirectly,related,464,2.928,3908.784,2.329,0.003,0.254,7.313,6.902,461.072,0.994,0.001
4179,then,aged,750,5.483,5969.167,2.184,0.092,0.013,7.235,6.902,744.517,0.993,0.001
92,still,unresolved,1938,32.352,13516.281,2.169,0.587,0.002,7.201,6.901,1905.648,0.983,0.001
4264,profoundly,anti-democratic,80,0.344,720.248,2.411,0.091,0.002,7.999,6.899,79.656,0.996,0.0
40868,consciously,aware,2104,15.591,17808.336,2.448,0.007,0.513,7.086,6.898,2088.409,0.993,0.003
42727,deathly,ill,684,4.577,5641.446,2.275,0.006,0.201,7.232,6.896,679.423,0.993,0.001
30288,charmingly,eccentric,89,0.377,798.339,2.39,0.011,0.023,7.898,6.893,88.623,0.996,0.0
8004,thus,ineligible,186,1.028,1574.542,2.284,0.05,0.008,7.573,6.892,184.972,0.994,0.0
22682,commonly,mistaken,299,1.785,2484.055,2.248,0.016,0.038,7.411,6.89,297.215,0.994,0.001
24796,rightfully,indignant,27,0.057,279.652,2.696,0.014,0.011,8.913,6.889,26.943,0.998,0.0
4469,strictly,chronological,106,0.511,929.924,2.36,0.087,0.003,7.829,6.889,105.489,0.995,0.0
67211,infinitesimally,small,763,5.18,6857.286,2.71,0.002,0.709,7.205,6.889,757.82,0.993,0.001
3712,openly,atheist,91,0.419,807.714,2.386,0.102,0.002,7.916,6.888,90.581,0.995,0.0
10478,non,greasy,173,0.932,1471.598,2.291,0.038,0.01,7.592,6.887,172.068,0.995,0.0
3487,purely,mechanical,516,3.686,4136.342,2.199,0.107,0.008,7.293,6.885,512.314,0.993,0.001
21668,powerfully,evocative,136,0.674,1177.928,2.322,0.017,0.02,7.681,6.885,135.326,0.995,0.0
1286,seemingly,unstoppable,1380,12.422,10594.712,2.155,0.215,0.008,7.145,6.884,1367.578,0.991,0.002
42461,bracingly,tart,22,0.038,236.484,2.784,0.006,0.025,9.181,6.884,21.962,0.998,0.0
10308,initially,skeptical,1171,8.624,9280.068,2.172,0.038,0.049,7.141,6.883,1162.376,0.993,0.002
12292,grossly,overweight,289,1.746,2392.817,2.241,0.032,0.018,7.417,6.883,287.254,0.994,0.001
11241,grossly,insufficient,189,1.042,1598.689,2.28,0.035,0.012,7.554,6.883,187.958,0.994,0.0
56396,numbingly,dull,69,0.264,635.788,2.452,0.003,0.067,8.037,6.88,68.736,0.996,0.0
14279,religiously,inspired,47,0.15,448.272,2.516,0.027,0.007,8.333,6.877,46.85,0.997,0.0
60244,acoustically,transparent,124,0.595,1092.525,2.375,0.003,0.115,7.707,6.874,123.405,0.995,0.0
4662,perhaps,most,2012,16.306,15629.032,2.145,0.084,0.035,7.074,6.874,1995.694,0.992,0.003
25663,manifestly,erroneous,49,0.159,465.325,2.505,0.014,0.013,8.288,6.874,48.841,0.997,0.0
18585,singularly,unimpressed,64,0.24,589.417,2.442,0.02,0.01,8.088,6.873,63.76,0.996,0.0
41578,backwards,incompatible,45,0.138,432.53,2.532,0.006,0.027,8.356,6.873,44.862,0.997,0.0
48172,pitifully,inadequate,85,0.357,765.75,2.404,0.005,0.051,7.901,6.872,84.643,0.996,0.0
25167,precisely,analogous,51,0.17,481.706,2.494,0.014,0.013,8.252,6.869,50.83,0.997,0.0
57545,jaw-droppingly,gorgeous,108,0.497,957.761,2.382,0.003,0.091,7.767,6.868,107.503,0.995,0.0
41358,nominally,independent,407,2.585,3361.872,2.255,0.006,0.118,7.308,6.868,404.415,0.994,0.001
5275,economically,depressed,2015,16.291,15651.696,2.144,0.075,0.039,7.063,6.864,1998.709,0.992,0.003
16864,officially,underway,942,6.793,7508.712,2.183,0.022,0.069,7.148,6.862,935.207,0.993,0.002
58246,disastrously,wrong,550,3.657,4630.623,2.355,0.003,0.333,7.237,6.861,546.343,0.993,0.001
2139,easily,identifiable,3915,35.992,29724.12,2.124,0.156,0.032,7.01,6.861,3879.008,0.991,0.005
23024,delicately,woven,22,0.039,235.413,2.772,0.015,0.01,9.163,6.861,21.961,0.998,0.0
2683,purely,procedural,160,0.933,1350.301,2.298,0.132,0.002,7.625,6.859,159.067,0.994,0.0
59199,flatly,false,99,0.445,882.735,2.393,0.003,0.093,7.801,6.857,98.555,0.996,0.0
44168,unspeakably,cruel,127,0.623,1105.478,2.338,0.006,0.054,7.679,6.856,126.377,0.995,0.0
379,far,fewer,18610,249.583,132877.11,2.106,0.388,0.042,6.934,6.855,18360.418,0.987,0.016
3851,thoroughly,blended,90,0.422,795.428,2.377,0.099,0.002,7.886,6.852,89.578,0.995,0.0
7615,allegedly,drunken,54,0.193,503.928,2.476,0.053,0.003,8.206,6.851,53.807,0.996,0.0
38234,maddeningly,elusive,111,0.524,973.071,2.348,0.007,0.038,7.737,6.85,110.476,0.995,0.0
999,perfectly,serviceable,758,6.84,5844.086,2.172,0.25,0.004,7.208,6.846,751.16,0.991,0.001
7607,culturally,competent,1593,12.552,12428.049,2.147,0.053,0.045,7.066,6.844,1580.448,0.992,0.002
12623,delightfully,quirky,203,1.168,1699.495,2.261,0.031,0.014,7.486,6.842,201.832,0.994,0.0
31552,chemically,resistant,255,1.518,2121.867,2.253,0.01,0.05,7.407,6.842,253.482,0.994,0.001
17472,near,impossible,4434,36.12,35433.57,2.254,0.022,0.3,6.971,6.841,4397.88,0.992,0.006
8133,severely,damaged,92,0.422,812.772,2.365,0.049,0.005,7.842,6.841,91.578,0.995,0.0
35562,unintentionally,humorous,124,0.611,1076.152,2.328,0.008,0.036,7.676,6.841,123.389,0.995,0.0
14839,badly,amiss,31,0.076,311.668,2.63,0.026,0.006,8.706,6.84,30.924,0.998,0.0
6075,visually,pleasing,2195,17.995,16987.67,2.137,0.065,0.048,7.028,6.839,2177.005,0.992,0.003
40600,theologically,sound,98,0.447,866.025,2.363,0.007,0.039,7.787,6.837,97.553,0.995,0.0
56553,accidentally,pregnant,60,0.221,556.776,2.466,0.003,0.061,8.089,6.835,59.779,0.996,0.0
47790,obsessively,secretive,54,0.189,505.614,2.479,0.005,0.038,8.167,6.834,53.811,0.997,0.0
13700,deliberately,deceptive,143,0.752,1222.086,2.298,0.028,0.011,7.612,6.834,142.248,0.995,0.0
6749,practically,indestructible,266,1.677,2185.021,2.231,0.059,0.008,7.398,6.833,264.323,0.994,0.001
19879,globally,competitive,3182,25.572,25322.605,2.23,0.019,0.253,6.986,6.833,3156.428,0.992,0.005
5490,mainly,buddhist,205,1.234,1704.964,2.256,0.072,0.006,7.484,6.831,203.766,0.994,0.0
21357,temporarily,unemployed,138,0.713,1183.658,2.304,0.017,0.019,7.621,6.831,137.287,0.995,0.0
8495,initially,sceptical,216,1.289,1795.381,2.25,0.047,0.009,7.459,6.831,214.711,0.994,0.0
23534,insufficiently,islamic,48,0.159,453.876,2.496,0.015,0.011,8.262,6.829,47.841,0.997,0.0
28082,lively,musical,83,0.359,741.099,2.381,0.012,0.019,7.872,6.827,82.641,0.996,0.0
2311,otherwise,unremarkable,636,5.078,4983.687,2.17,0.147,0.006,7.197,6.824,630.922,0.992,0.001
2735,mentally,disturbed,444,3.308,3531.416,2.191,0.13,0.005,7.269,6.822,440.692,0.993,0.001
10299,notably,former,101,0.482,883.337,2.343,0.038,0.007,7.768,6.822,100.518,0.995,0.0
41592,ordinarily,prudent,62,0.235,570.077,2.441,0.006,0.031,8.052,6.821,61.765,0.996,0.0
3627,previously,unavailable,1607,13.555,12367.072,2.131,0.104,0.022,7.047,6.82,1593.445,0.992,0.002
14302,keenly,observant,162,0.89,1370.332,2.279,0.027,0.013,7.547,6.82,161.11,0.995,0.0
26477,firmly,pro-life,38,0.109,369.874,2.558,0.013,0.012,8.461,6.817,37.891,0.997,0.0
13429,grossly,irresponsible,386,2.571,3122.537,2.2,0.029,0.024,7.272,6.815,383.429,0.993,0.001
17,too,late,136383,6941.132,724075.56,2.085,0.798,0.038,6.871,6.814,129441.87,0.949,0.03
5413,merely,rhetorical,116,0.601,999.339,2.322,0.073,0.004,7.703,6.814,115.399,0.995,0.0
4391,sexually,immoral,597,4.492,4713.438,2.169,0.088,0.011,7.188,6.813,592.508,0.992,0.001
6772,substantially,equivalent,840,6.422,6589.47,2.153,0.059,0.022,7.119,6.81,833.578,0.992,0.001
63593,metabolically,active,525,3.599,4434.846,2.388,0.002,0.4,7.192,6.807,521.401,0.993,0.001
32039,semi,arid,25,0.052,259.638,2.702,0.01,0.015,8.928,6.807,24.948,0.998,0.0
36024,manifestly,inadequate,148,0.788,1262.345,2.296,0.008,0.04,7.564,6.806,147.212,0.995,0.0
6740,legally,compliant,624,4.623,4930.9,2.165,0.059,0.017,7.165,6.804,619.377,0.993,0.001
35481,glaringly,absent,278,1.727,2292.737,2.239,0.008,0.063,7.343,6.803,276.273,0.994,0.001
63301,blisteringly,hot,390,2.568,3276.764,2.341,0.002,0.305,7.25,6.8,387.432,0.993,0.001
4997,widely,acclaimed,315,2.141,2546.658,2.207,0.079,0.007,7.321,6.799,312.859,0.993,0.001
26637,actively,hostile,412,2.766,3333.534,2.205,0.013,0.057,7.237,6.798,409.234,0.993,0.001
1438,easily,exploitable,230,1.646,1865.319,2.244,0.2,0.002,7.45,6.796,228.354,0.993,0.0
15268,badly,affected,31,0.079,309.706,2.616,0.025,0.006,8.66,6.794,30.921,0.997,0.0
11339,woefully,underdeveloped,101,0.49,879.599,2.335,0.034,0.007,7.738,6.793,100.51,0.995,0.0
34275,heretofore,unimaginable,50,0.173,468.496,2.478,0.009,0.019,8.189,6.793,49.827,0.997,0.0
4359,legally,unenforceable,96,0.477,836.282,2.347,0.089,0.003,7.786,6.793,95.523,0.995,0.0
53795,compellingly,readable,58,0.217,535.973,2.455,0.004,0.051,8.069,6.79,57.783,0.996,0.0
16337,explicitly,socialist,54,0.197,500.227,2.455,0.023,0.008,8.131,6.79,53.803,0.996,0.0
17377,religiously,themed,63,0.249,573.691,2.42,0.022,0.009,8.015,6.788,62.751,0.996,0.0
16855,eerily,similar,4970,42.273,39345.766,2.24,0.022,0.308,6.91,6.788,4927.727,0.991,0.007
8500,fiercely,territorial,124,0.654,1060.518,2.303,0.047,0.006,7.636,6.787,123.346,0.995,0.0
26091,explicitly,racist,302,1.938,2466.243,2.218,0.013,0.042,7.303,6.786,300.062,0.994,0.001
60,even,sadder,1337,27.089,8969.82,2.161,0.65,0.001,7.178,6.785,1309.911,0.98,0.001
55429,scrupulously,clean,279,1.75,2322.275,2.279,0.003,0.157,7.321,6.784,277.25,0.994,0.001
892,fully,searchable,1087,10.942,8171.143,2.136,0.269,0.005,7.088,6.784,1076.058,0.99,0.001
27741,constitutionally,questionable,217,1.301,1799.589,2.244,0.012,0.035,7.399,6.782,215.699,0.994,0.0
31961,distinctively,american,323,2.098,2634.524,2.219,0.01,0.059,7.281,6.782,320.902,0.994,0.001
19528,ethically,justifiable,76,0.328,678.454,2.38,0.019,0.011,7.882,6.78,75.672,0.996,0.0
5080,emotionally,distraught,501,3.724,3961.849,2.169,0.078,0.01,7.189,6.78,497.276,0.993,0.001
377,only,temporary,5980,81.121,42400.066,2.089,0.389,0.013,6.92,6.78,5898.879,0.986,0.005
47807,graphically,violent,333,2.171,2735.632,2.247,0.005,0.126,7.268,6.779,330.829,0.993,0.001
5178,openly,queer,188,1.153,1557.199,2.25,0.076,0.005,7.464,6.779,186.847,0.994,0.0
26001,religiously,neutral,297,1.913,2422.88,2.216,0.013,0.041,7.298,6.776,295.087,0.994,0.001
10998,constantly,vigilant,388,2.674,3112.894,2.186,0.036,0.019,7.233,6.775,385.326,0.993,0.001
4055,mutually,monogamous,130,0.731,1101.578,2.296,0.095,0.003,7.618,6.775,129.269,0.994,0.0
16884,deliberately,ambiguous,320,2.111,2593.132,2.202,0.022,0.026,7.277,6.773,317.889,0.993,0.001
34070,carefully,aged,73,0.31,654.424,2.389,0.009,0.023,7.893,6.77,72.69,0.996,0.0
6782,mildly,autistic,108,0.556,930.154,2.318,0.059,0.004,7.69,6.77,107.444,0.995,0.0
34955,biblically,themed,25,0.053,258.408,2.692,0.009,0.016,8.89,6.77,24.947,0.998,0.0
6450,strictly,orthodox,302,2.045,2438.55,2.201,0.062,0.009,7.298,6.769,299.955,0.993,0.001
4667,morally,abhorrent,222,1.438,1816.615,2.23,0.084,0.005,7.397,6.768,220.562,0.994,0.0
20281,biologically,male,290,1.878,2360.581,2.21,0.018,0.029,7.297,6.767,288.122,0.994,0.001
1500,easily,shareable,240,1.761,1933.004,2.23,0.195,0.002,7.404,6.767,238.239,0.993,0.0
8494,overwhelmingly,muslim,1057,8.437,8200.068,2.134,0.047,0.033,7.039,6.765,1048.563,0.992,0.002
19510,wickedly,satirical,40,0.124,383.535,2.526,0.019,0.008,8.363,6.765,39.876,0.997,0.0
9215,grossly,understaffed,76,0.338,675.356,2.375,0.043,0.005,7.875,6.764,75.662,0.996,0.0
14730,eminently,drinkable,113,0.578,971.412,2.309,0.026,0.01,7.648,6.763,112.422,0.995,0.0
9206,visibly,flustered,77,0.345,683.276,2.373,0.043,0.005,7.866,6.763,76.655,0.996,0.0
62128,metabolically,healthy,278,1.769,2323.335,2.302,0.002,0.212,7.3,6.761,276.231,0.994,0.001
45575,mobile,responsive,215,1.298,1788.466,2.258,0.005,0.08,7.38,6.761,213.702,0.994,0.0
4642,heavily,overcast,138,0.791,1162.525,2.283,0.084,0.003,7.574,6.761,137.209,0.994,0.0
3044,purely,recreational,189,1.221,1554.281,2.247,0.119,0.003,7.457,6.761,187.779,0.994,0.0
10316,scientifically,unsupported,55,0.209,505.646,2.442,0.038,0.005,8.094,6.76,54.791,0.996,0.0
1611,easily,quantifiable,294,2.249,2341.064,2.208,0.187,0.002,7.33,6.759,291.751,0.992,0.0
55791,scrupulously,fair,276,1.758,2288.497,2.271,0.003,0.155,7.3,6.759,274.242,0.994,0.001
49785,mind-numbingly,tedious,58,0.222,532.764,2.441,0.004,0.041,8.036,6.757,57.778,0.996,0.0
4371,visually,sumptuous,164,0.995,1363.77,2.26,0.089,0.004,7.498,6.757,163.005,0.994,0.0
61387,unpleasantly,surprised,265,1.676,2213.061,2.296,0.003,0.196,7.309,6.757,263.324,0.994,0.0
19857,tightly,regimented,22,0.042,232.137,2.74,0.019,0.007,9.06,6.755,21.958,0.998,0.0
34646,nigh,unstoppable,56,0.211,514.943,2.44,0.009,0.02,8.062,6.755,55.789,0.996,0.0
13954,quickly,undone,51,0.185,473.012,2.458,0.028,0.006,8.144,6.755,50.815,0.996,0.0
42961,blindingly,bright,391,2.667,3171.984,2.222,0.006,0.114,7.204,6.754,388.333,0.993,0.001
27514,continuously,adjustable,115,0.59,987.918,2.307,0.012,0.022,7.625,6.754,114.41,0.995,0.0
36962,deep,purple,28,0.067,283.244,2.643,0.008,0.018,8.729,6.753,27.933,0.998,0.0
59947,implicitly,racist,62,0.246,566.758,2.437,0.003,0.069,7.983,6.753,61.754,0.996,0.0
1036,largely,untold,269,2.159,2134.554,2.22,0.246,0.002,7.369,6.752,266.841,0.992,0.0
34858,classically,elegant,311,2.049,2529.273,2.215,0.009,0.065,7.259,6.75,308.951,0.993,0.001
63956,abysmally,low,683,5.04,5762.092,2.43,0.002,0.493,7.085,6.75,677.96,0.993,0.001
23913,borderline,pornographic,19,0.031,206.343,2.808,0.015,0.009,9.278,6.75,18.969,0.998,0.0
6240,technically,savvy,995,8.112,7683.898,2.127,0.064,0.023,7.034,6.75,986.888,0.992,0.001
33731,gently,humorous,135,0.729,1146.976,2.288,0.009,0.033,7.547,6.749,134.271,0.995,0.0
20132,predominately,hindu,47,0.163,440.202,2.477,0.018,0.009,8.201,6.749,46.837,0.997,0.0
