adj_lemma,SUM,very,more,most,so,too,as,not,how,much,really,less,pretty,even,still,also,extremely,quite,relatively,highly,particularly,increasingly,just,far,partly,always,especially,immediately,completely,almost,now,only,slightly,fairly,mostly,that,already,no,politically,all,absolutely,totally,often,potentially,truly,largely,incredibly,rather,equally,entirely,deeply,somewhat,fully,well,real,little,nearly,unusually,generally,predominantly,perfectly,sometimes,mentally,long,super,yet,surprisingly,significantly,virtually,probably,overly,seemingly,of,usually,once,least,than,clearly,ever,actually,any,certainly,sharply,longer,otherwise,environmentally,currently,remarkably,mainly,hugely,financially,simply,terribly,sexually,definitely,economically,heavily,physically,seriously,apparently,exceptionally,legally,considerably,readily,reasonably,widely,about,easily,socially,hardly,extraordinarily,wildly,historically,bit,previously,however,both,critically,never,barely,traditionally,obviously,openly,substantially,unexpectedly,overwhelmingly,when,utterly,notoriously,technically,genuinely,wide,purely,fundamentally,sufficiently,vastly,necessarily,exactly,perhaps,dangerously,immensely,newly,mutually,terminally,consistently,similarly,enormously,emotionally,better,then,essentially,finally,normally,moderately,directly,painfully,comparatively,commercially,damn,typically,awfully,inherently,morally,personally,intensely,fiercely,downright,profoundly,way,exceedingly,indeed,double,possibly,desperately,plain,therefore,amazingly,wholly,primarily,thoroughly,ultimately,naturally,best,tremendously,racially,publicly,cautiously,wonderfully,decidedly,uniquely,basically,likely,marginally,visually,formerly,half,reportedly,dramatically,statistically,initially,visibly,strictly,roughly,practically,ridiculously,severely,culturally,extra,allegedly,brand,up,strikingly,ethnically,merely,radically,mildly,supposedly,technologically,broadly,again,back,unbelievably,eerily,suddenly,fiscally,where,internationally,psychologically,chronically,acutely,distinctly,medically,closely,dead,enough,partially,strongly,somehow,altogether,strategically,pleasantly,second,artificially,excessively,rarely,kinda,keenly,modestly,occasionally,instantly,brutally,further,strangely,vitally,remotely,noticeably,narrowly,officially,bitterly,notably,near,infinitely,deceptively,abundantly,oddly,famously,markedly,gravely,doubly,minimally,impossibly,thus,vaguely,woefully,solely,abnormally,frequently,lot,maybe,stunningly,over,unseasonably,horribly,insanely,crystal,grossly,constantly,supremely,whenever,but,darn,prohibitively,deliberately,disproportionately,intellectually,down,freely,criminally,plenty,bone,conspicuously,forever,patently,undeniably,understandably,exclusively,astonishingly,universally,there,locally,shockingly,right,greatly,nationally,scantily,progressively,kind,mighty,firmly,out,beautifully,aesthetically,hiv,genetically,though,quietly,sparsely,home,globally,stubbornly,clinically,overtly,unnecessarily
imaginative,864,65,225,182,10,11,34,1,5,0,9,29,4,5,0,6,7,8,0,55,9,4,3,1,0,1,6,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,5,0,3,0,9,2,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,2,1,1,2,0,0,1,1,0,1,0,0,2,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,4,0,1,0,0,0,0,0,2,1,0,0,0,3,1,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intractable,863,2,88,368,38,10,28,2,11,0,0,7,0,0,4,0,1,1,0,0,9,12,1,4,0,0,2,0,1,3,0,0,0,1,0,0,1,0,1,1,0,0,6,1,4,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,4,0,0,196,0,1,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bland,863,52,30,9,83,96,65,11,10,4,6,8,47,5,1,1,4,12,19,0,4,8,8,0,0,1,0,0,3,10,0,3,10,26,5,3,0,0,1,0,0,0,12,0,0,4,7,77,5,0,0,31,0,0,1,0,0,1,5,0,5,7,0,0,2,1,13,0,0,0,4,3,6,5,0,0,0,0,0,0,0,0,0,0,21,0,1,3,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,1,0,0,4,2,0,0,4,1,0,1,0,1,0,4,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overcrowded,863,12,12,45,107,18,6,13,2,1,1,3,1,2,4,10,14,1,0,0,1,13,0,0,0,4,0,0,3,0,8,1,0,0,0,1,170,0,0,1,0,0,57,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,16,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,6,0,0,0,7,0,16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,41,2,0,0,0,0,0,11,0,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,74,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,0,10,3,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tedious,862,112,82,55,51,33,46,4,9,5,9,30,21,9,4,5,23,23,0,0,4,4,10,0,0,2,2,0,0,6,0,4,7,4,5,3,6,0,0,0,0,0,63,2,1,1,14,34,2,0,3,24,0,0,2,1,1,1,2,0,0,30,0,4,0,0,0,0,0,0,1,3,5,4,0,1,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,6,0,0,0,0,0,3,2,0,3,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
gloomy,860,47,82,7,58,44,74,3,5,2,8,37,37,7,15,11,9,17,4,1,13,43,0,1,0,1,5,0,2,2,0,0,4,3,10,2,37,0,1,15,0,2,7,1,2,2,2,44,11,4,2,11,0,0,0,0,0,3,12,1,0,2,0,0,0,0,0,0,0,0,5,3,3,1,1,0,0,0,0,0,0,0,0,0,44,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,4,2,0,2,2,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
quicker,859,0,4,0,2,0,1,0,0,419,0,0,0,147,2,9,1,0,0,0,0,2,11,43,0,2,0,0,0,2,5,7,18,0,0,0,0,1,0,0,1,0,11,1,0,0,0,1,0,0,0,3,0,1,0,3,0,0,6,0,0,1,0,0,0,0,0,8,0,10,0,0,1,4,0,0,0,3,1,5,13,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0
anticipated,859,0,10,624,7,0,10,0,1,9,0,0,0,0,0,1,1,0,0,129,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,28,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sought-after,857,4,22,707,7,1,0,0,1,20,0,2,0,0,1,0,0,0,0,67,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onerous,857,20,163,82,88,127,41,5,5,0,5,142,3,0,0,0,8,4,1,0,37,13,0,0,0,0,19,0,0,0,0,0,0,4,0,9,12,1,1,0,0,0,2,5,2,0,7,1,4,1,0,2,0,0,1,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
helpless,856,31,38,48,159,6,67,16,14,5,13,8,12,0,2,4,1,5,5,0,4,11,7,0,0,2,0,0,55,23,5,1,0,3,7,3,2,0,3,9,13,48,4,0,4,21,0,11,8,7,0,4,0,0,0,0,10,0,0,0,0,2,1,0,0,0,3,0,38,0,0,15,8,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,11,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanguine,856,15,162,12,117,29,48,5,1,1,2,290,7,1,3,5,1,3,23,0,3,2,0,0,0,1,3,0,3,5,0,0,0,12,3,4,2,0,0,0,0,2,0,0,0,1,0,2,9,1,0,1,0,0,2,0,0,0,10,0,1,0,0,0,0,0,7,0,0,0,4,1,0,1,0,0,5,0,2,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensational,856,8,127,352,25,21,34,2,8,0,10,53,8,1,2,2,1,6,0,9,4,3,18,0,0,2,1,0,1,1,0,1,0,2,0,1,5,0,3,2,22,0,12,5,12,2,1,2,4,1,0,5,0,0,0,0,1,1,0,0,1,4,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particular,856,496,91,16,48,22,11,28,2,0,14,5,5,1,1,4,12,20,0,8,1,2,5,0,0,3,1,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,1,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategic,855,169,305,115,4,6,17,18,3,3,7,10,2,2,1,11,3,1,1,37,3,10,1,1,2,1,0,0,0,1,2,4,0,7,1,0,0,0,13,4,1,2,1,9,4,3,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,0,3,0,0,0,1,1,3,0,0,1,0,2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
revolutionary,855,18,62,120,73,10,77,34,11,2,20,20,12,12,6,1,1,24,2,1,10,1,0,0,0,1,1,0,7,26,0,3,0,4,0,5,1,8,1,0,8,8,0,36,83,0,2,8,3,1,0,6,0,0,0,0,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,2,0,0,7,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,1,0,0,3,6,2,0,0,1,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
polished,854,49,290,57,27,23,85,0,3,0,3,32,2,1,0,1,5,5,2,133,3,3,0,0,1,2,3,0,1,0,2,3,0,5,0,3,3,1,0,4,0,0,1,0,0,1,2,1,2,0,1,1,0,3,1,0,1,0,1,0,9,0,0,2,2,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,19,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
proactive,853,127,569,21,9,0,17,14,2,1,5,5,4,5,0,4,12,3,0,8,4,3,0,0,0,4,1,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impoverished,851,10,58,84,10,5,5,1,4,1,1,5,2,4,9,2,6,1,13,7,5,28,0,0,0,2,1,0,3,0,5,1,0,0,40,0,132,0,0,0,1,2,5,0,2,95,1,2,4,1,170,2,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,3,0,0,0,6,0,1,1,0,0,0,10,0,0,1,6,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
