She was not extremely happy. She was slightly sad., adj, rel
He wasn't completely honest. He wasn't deceitful., adj, abs
He wasn't entirely honest. He was slightly deceitful., adj, abs
He was slightly deceitful. He wasn't entirely honest., adj, abs
He wasn't entirely honest. He was sort of deceitful., adj, abs
He was sort of deceitful. He wasn't entirely honest., adj, abs
He wasn't entirely honest. He was completely deceitful., adj, abs
He was completely deceitful. He wasn't entirely honest., adj, abs
He wasn't entirely honest. He was entirely deceitful., adj, abs
He was entirely deceitful. He wasn't entirely honest., adj, abs
He wasn't entirely honest. He was deceitful., adj, abs
He was deceitful. He wasn't entirely honest., adj, abs
He wasn't entirely honest. He wasn't completely deceitful., adj, abs
He wasn't entirely honest. He wasn't entirely deceitful., adj, abs
He wasn't entirely honest. He wasn't deceitful., adj, abs
He wasn't honest. He was slightly deceitful., adj, abs
He was slightly deceitful. He wasn't honest., adj, abs
He wasn't honest. He was sort of deceitful., adj, abs
He was sort of deceitful. He wasn't honest., adj, abs
He wasn't honest. He was completely deceitful., adj, abs
He was completely deceitful. He wasn't honest., adj, abs
He wasn't honest. He was entirely deceitful., adj, abs
He was entirely deceitful. He wasn't honest., adj, abs
He wasn't honest. He was deceitful., adj, abs
He was deceitful. He wasn't honest., adj, abs
He wasn't honest. He wasn't completely deceitful., adj, abs
He wasn't honest. He wasn't entirely deceitful., adj, abs
He wasn't honest. He wasn't deceitful., adj, abs
He wasn't completely honest. He was slightly honest., adj, abs
He was slightly honest. He wasn't completely honest., adj, abs
He wasn't completely honest. He was sort of honest., adj, abs
He was sort of honest. He wasn't completely honest., adj, abs
He wasn't entirely honest. He was slightly honest., adj, abs
He was slightly honest. He wasn't entirely honest., adj, abs
He wasn't entirely honest. He was sort of honest., adj, abs
He was sort of honest. He wasn't entirely honest., adj, abs
He wasn't completely deceitful. He was slightly honest., adj, abs
He was slightly honest. He wasn't completely deceitful., adj, abs
He wasn't completely deceitful. He was sort of honest., adj, abs
He was sort of honest. He wasn't completely deceitful., adj, abs
He wasn't completely deceitful. He was completely honest., adj, abs
He was completely honest. He wasn't completely deceitful., adj, abs
He wasn't completely deceitful. He was entirely honest., adj, abs
He was entirely honest. He wasn't completely deceitful., adj, abs
He wasn't completely deceitful. He was honest., adj, abs
He was honest. He wasn't completely deceitful., adj, abs
He wasn't completely deceitful. He wasn't completely honest., adj, abs
He wasn't completely deceitful. He wasn't entirely honest., adj, abs
He wasn't completely deceitful. He wasn't honest., adj, abs
He wasn't entirely deceitful. He was slightly honest., adj, abs
He was slightly honest. He wasn't entirely deceitful., adj, abs
He wasn't entirely deceitful. He was sort of honest., adj, abs
He was sort of honest. He wasn't entirely deceitful., adj, abs
He wasn't entirely deceitful. He was completely honest., adj, abs
He was completely honest. He wasn't entirely deceitful., adj, abs
He wasn't entirely deceitful. He was entirely honest., adj, abs
He was entirely honest. He wasn't entirely deceitful., adj, abs
He wasn't entirely deceitful. He was honest., adj, abs
He was honest. He wasn't entirely deceitful., adj, abs
He wasn't entirely deceitful. He wasn't completely honest., adj, abs
He wasn't entirely deceitful. He wasn't entirely honest., adj, abs
He wasn't entirely deceitful. He wasn't honest., adj, abs
He wasn't deceitful. He was slightly honest., adj, abs
He was slightly honest. He wasn't deceitful., adj, abs
He wasn't deceitful. He was sort of honest., adj, abs
He was sort of honest. He wasn't deceitful., adj, abs
He wasn't deceitful. He was completely honest., adj, abs
He was completely honest. He wasn't deceitful., adj, abs
He wasn't deceitful. He was entirely honest., adj, abs
He was entirely honest. He wasn't deceitful., adj, abs
He wasn't deceitful. He was honest., adj, abs
He was honest. He wasn't deceitful., adj, abs
He wasn't deceitful. He wasn't completely honest., adj, abs
He wasn't deceitful. He wasn't entirely honest., adj, abs
He wasn't deceitful. He wasn't honest., adj, abs
He wasn't completely deceitful. He was slightly deceitful., adj, abs
He was slightly deceitful. He wasn't completely deceitful., adj, abs
He wasn't completely deceitful. He was sort of deceitful., adj, abs
He was sort of deceitful. He wasn't completely deceitful., adj, abs
He wasn't entirely deceitful. He was slightly deceitful., adj, abs
He was slightly deceitful. He wasn't entirely deceitful., adj, abs
He wasn't entirely deceitful. He was sort of deceitful., adj, abs
He was sort of deceitful. He wasn't entirely deceitful., adj, abs
He was not completely open. He was slightly closed., adj, abs
He was slightly closed. He was not completely open., adj, abs
He was not completely open. He was sort of closed., adj, abs
He was sort of closed. He was not completely open., adj, abs
He was not completely open. He was completely closed., adj, abs
He was completely closed. He was not completely open., adj, abs
He was not completely open. He was entirely closed., adj, abs
He was entirely closed. He was not completely open., adj, abs
He was not completely open. He was closed., adj, abs
He was closed. He was not completely open., adj, abs
He was not completely open. He was not completely closed., adj, abs
He was not completely open. He was not entirely closed., adj, abs
He was not completely open. He was not closed., adj, abs
He was not entirely open. He was slightly closed., adj, abs
He was slightly closed. He was not entirely open., adj, abs
He was not entirely open. He was sort of closed., adj, abs
He was sort of closed. He was not entirely open., adj, abs
He was not entirely open. He was completely closed., adj, abs
He was completely closed. He was not entirely open., adj, abs
He was not entirely open. He was entirely closed., adj, abs
He was entirely closed. He was not entirely open., adj, abs
He was not entirely open. He was closed., adj, abs
He was closed. He was not entirely open., adj, abs
He was not entirely open. He was not completely closed., adj, abs
He was not entirely open. He was not entirely closed., adj, abs
He was not entirely open. He was not closed., adj, abs
He was not open. He was slightly closed., adj, abs
He was slightly closed. He was not open., adj, abs
He was not open. He was sort of closed., adj, abs
He was sort of closed. He was not open., adj, abs
He was not open. He was completely closed., adj, abs
He was completely closed. He was not open., adj, abs
He was not open. He was entirely closed., adj, abs
He was entirely closed. He was not open., adj, abs
He was not open. He was closed., adj, abs
He was closed. He was not open., adj, abs
He was not open. He was not completely closed., adj, abs
He was not open. He was not entirely closed., adj, abs
He was not open. He was not closed., adj, abs
He was not completely open. He was slightly open., adj, abs
He was slightly open. He was not completely open., adj, abs
He was not completely open. He was sort of open., adj, abs
He was sort of open. He was not completely open., adj, abs
He was not entirely open. He was slightly open., adj, abs
He was slightly open. He was not entirely open., adj, abs
He was not entirely open. He was sort of open., adj, abs
He was sort of open. He was not entirely open., adj, abs
He was not completely closed. He was slightly open., adj, abs
He was slightly open. He was not completely closed., adj, abs
He was not completely closed. He was sort of open., adj, abs
He was sort of open. He was not completely closed., adj, abs
He was not completely closed. He was completely open., adj, abs
He was completely open. He was not completely closed., adj, abs
He was not completely closed. He was entirely open., adj, abs
He was entirely open. He was not completely closed., adj, abs
He was not completely closed. He was open., adj, abs
He was open. He was not completely closed., adj, abs
He was not completely closed. He was not completely open., adj, abs
He was not completely closed. He was not entirely open., adj, abs
He was not completely closed. He was not open., adj, abs
He was not entirely closed. He was slightly open., adj, abs
He was slightly open. He was not entirely closed., adj, abs
He was not entirely closed. He was sort of open., adj, abs
He was sort of open. He was not entirely closed., adj, abs
He was not entirely closed. He was completely open., adj, abs
He was completely open. He was not entirely closed., adj, abs
He was not entirely closed. He was entirely open., adj, abs
He was entirely open. He was not entirely closed., adj, abs
He was not entirely closed. He was open., adj, abs
He was open. He was not entirely closed., adj, abs
He was not entirely closed. He was not completely open., adj, abs
He was not entirely closed. He was not entirely open., adj, abs
He was not entirely closed. He was not open., adj, abs
He was not closed. He was slightly open., adj, abs
He was slightly open. He was not closed., adj, abs
He was not closed. He was sort of open., adj, abs
He was sort of open. He was not closed., adj, abs
He was not closed. He was completely open., adj, abs
He was completely open. He was not closed., adj, abs
He was not closed. He was entirely open., adj, abs
He was entirely open. He was not closed., adj, abs
He was not closed. He was open., adj, abs
He was open. He was not closed., adj, abs
He was not closed. He was not completely open., adj, abs
He was not closed. He was not entirely open., adj, abs
He was not closed. He was not open., adj, abs
He was not completely closed. He was slightly closed., adj, abs
He was slightly closed. He was not completely closed., adj, abs
He was not completely closed. He was sort of closed., adj, abs
He was sort of closed. He was not completely closed., adj, abs
He was not entirely closed. He was slightly closed., adj, abs
He was slightly closed. He was not entirely closed., adj, abs
He was not entirely closed. He was sort of closed., adj, abs
He was sort of closed. He was not entirely closed., adj, abs
He wasn't completely open. He was slightly closed., adj, abs
He was slightly closed. He wasn't completely open., adj, abs
He wasn't completely open. He was sort of closed., adj, abs
He was sort of closed. He wasn't completely open., adj, abs
He wasn't completely open. He was completely closed., adj, abs
He was completely closed. He wasn't completely open., adj, abs
He wasn't completely open. He was entirely closed., adj, abs
He was entirely closed. He wasn't completely open., adj, abs
He wasn't completely open. He was closed., adj, abs
He was closed. He wasn't completely open., adj, abs
He wasn't completely open. He wasn't completely closed., adj, abs
He wasn't completely open. He wasn't entirely closed., adj, abs
He wasn't completely open. He wasn't closed., adj, abs
He wasn't entirely open. He was slightly closed., adj, abs
He was slightly closed. He wasn't entirely open., adj, abs
He wasn't entirely open. He was sort of closed., adj, abs
He was sort of closed. He wasn't entirely open., adj, abs
He wasn't entirely open. He was completely closed., adj, abs
He was completely closed. He wasn't entirely open., adj, abs
He wasn't entirely open. He was entirely closed., adj, abs
He was entirely closed. He wasn't entirely open., adj, abs
He wasn't entirely open. He was closed., adj, abs
He was closed. He wasn't entirely open., adj, abs
He wasn't entirely open. He wasn't completely closed., adj, abs
He wasn't entirely open. He wasn't entirely closed., adj, abs
He wasn't entirely open. He wasn't closed., adj, abs
He wasn't open. He was slightly closed., adj, abs
He was slightly closed. He wasn't open., adj, abs
He wasn't open. He was sort of closed., adj, abs
He was sort of closed. He wasn't open., adj, abs
He wasn't open. He was completely closed., adj, abs
He was completely closed. He wasn't open., adj, abs
He wasn't open. He was entirely closed., adj, abs
He was entirely closed. He wasn't open., adj, abs
He wasn't open. He was closed., adj, abs
He was closed. He wasn't open., adj, abs
He wasn't open. He wasn't completely closed., adj, abs
He wasn't open. He wasn't entirely closed., adj, abs
He wasn't open. He wasn't closed., adj, abs
He wasn't completely open. He was slightly open., adj, abs
He was slightly open. He wasn't completely open., adj, abs
He wasn't completely open. He was sort of open., adj, abs
He was sort of open. He wasn't completely open., adj, abs
He wasn't entirely open. He was slightly open., adj, abs
He was slightly open. He wasn't entirely open., adj, abs
He wasn't entirely open. He was sort of open., adj, abs
He was sort of open. He wasn't entirely open., adj, abs
He wasn't completely closed. He was slightly open., adj, abs
He was slightly open. He wasn't completely closed., adj, abs
He wasn't completely closed. He was sort of open., adj, abs
He was sort of open. He wasn't completely closed., adj, abs
He wasn't completely closed. He was completely open., adj, abs
He was completely open. He wasn't completely closed., adj, abs
He wasn't completely closed. He was entirely open., adj, abs
He was entirely open. He wasn't completely closed., adj, abs
He wasn't completely closed. He was open., adj, abs
He was open. He wasn't completely closed., adj, abs
He wasn't completely closed. He wasn't completely open., adj, abs
He wasn't completely closed. He wasn't entirely open., adj, abs
He wasn't completely closed. He wasn't open., adj, abs
He wasn't entirely closed. He was slightly open., adj, abs
He was slightly open. He wasn't entirely closed., adj, abs
He wasn't entirely closed. He was sort of open., adj, abs
He was sort of open. He wasn't entirely closed., adj, abs
He wasn't entirely closed. He was completely open., adj, abs
He was completely open. He wasn't entirely closed., adj, abs
He wasn't entirely closed. He was entirely open., adj, abs
He was entirely open. He wasn't entirely closed., adj, abs
He wasn't entirely closed. He was open., adj, abs
He was open. He wasn't entirely closed., adj, abs
He wasn't entirely closed. He wasn't completely open., adj, abs
He wasn't entirely closed. He wasn't entirely open., adj, abs
He wasn't entirely closed. He wasn't open., adj, abs
He wasn't closed. He was slightly open., adj, abs
He was slightly open. He wasn't closed., adj, abs
He wasn't closed. He was sort of open., adj, abs
He was sort of open. He wasn't closed., adj, abs
He wasn't closed. He was completely open., adj, abs
He was completely open. He wasn't closed., adj, abs
He wasn't closed. He was entirely open., adj, abs
He was entirely open. He wasn't closed., adj, abs
He wasn't closed. He was open., adj, abs
He was open. He wasn't closed., adj, abs
He wasn't closed. He wasn't completely open., adj, abs
He wasn't closed. He wasn't entirely open., adj, abs
He wasn't closed. He wasn't open., adj, abs
He wasn't completely closed. He was slightly closed., adj, abs
He was slightly closed. He wasn't completely closed., adj, abs
He wasn't completely closed. He was sort of closed., adj, abs
He was sort of closed. He wasn't completely closed., adj, abs
He wasn't entirely closed. He was slightly closed., adj, abs
He was slightly closed. He wasn't entirely closed., adj, abs
He wasn't entirely closed. He was sort of closed., adj, abs
He was sort of closed. He wasn't entirely closed., adj, abs
It was not extremely happy. It was slightly sad., adj, rel
It was slightly sad. It was not extremely happy., adj, rel
It was not extremely happy. It was sort of sad., adj, rel
It was sort of sad. It was not extremely happy., adj, rel
It was not extremely happy. It was extremely sad., adj, rel
It was extremely sad. It was not extremely happy., adj, rel
It was not extremely happy. It was ridiculously sad., adj, rel
It was ridiculously sad. It was not extremely happy., adj, rel
It was not extremely happy. It was sad., adj, rel
It was sad. It was not extremely happy., adj, rel
It was not extremely happy. It was not extremely sad., adj, rel
It was not extremely happy. It was not ridiculously sad., adj, rel
It was not extremely happy. It was not sad., adj, rel
It was not ridiculously happy. It was slightly sad., adj, rel
It was slightly sad. It was not ridiculously happy., adj, rel
It was not ridiculously happy. It was sort of sad., adj, rel
It was sort of sad. It was not ridiculously happy., adj, rel
It was not ridiculously happy. It was extremely sad., adj, rel
It was extremely sad. It was not ridiculously happy., adj, rel
It was not ridiculously happy. It was ridiculously sad., adj, rel
It was ridiculously sad. It was not ridiculously happy., adj, rel
It was not ridiculously happy. It was sad., adj, rel
It was sad. It was not ridiculously happy., adj, rel
It was not ridiculously happy. It was not extremely sad., adj, rel
It was not ridiculously happy. It was not ridiculously sad., adj, rel
It was not ridiculously happy. It was not sad., adj, rel
It was not happy. It was slightly sad., adj, rel
It was slightly sad. It was not happy., adj, rel
It was not happy. It was sort of sad., adj, rel
It was sort of sad. It was not happy., adj, rel
It was not happy. It was extremely sad., adj, rel
It was extremely sad. It was not happy., adj, rel
It was not happy. It was ridiculously sad., adj, rel
It was ridiculously sad. It was not happy., adj, rel
It was not happy. It was sad., adj, rel
It was sad. It was not happy., adj, rel
It was not happy. It was not extremely sad., adj, rel
It was not happy. It was not ridiculously sad., adj, rel
It was not happy. It was not sad., adj, rel
It was not extremely happy. It was slightly happy., adj, rel
It was slightly happy. It was not extremely happy., adj, rel
It was not extremely happy. It was sort of happy., adj, rel
It was sort of happy. It was not extremely happy., adj, rel
It was not ridiculously happy. It was slightly happy., adj, rel
It was slightly happy. It was not ridiculously happy., adj, rel
It was not ridiculously happy. It was sort of happy., adj, rel
It was sort of happy. It was not ridiculously happy., adj, rel
It was not extremely sad. It was slightly happy., adj, rel
It was slightly happy. It was not extremely sad., adj, rel
It was not extremely sad. It was sort of happy., adj, rel
It was sort of happy. It was not extremely sad., adj, rel
It was not extremely sad. It was extremely happy., adj, rel
It was extremely happy. It was not extremely sad., adj, rel
It was not extremely sad. It was ridiculously happy., adj, rel
It was ridiculously happy. It was not extremely sad., adj, rel
It was not extremely sad. It was happy., adj, rel
It was happy. It was not extremely sad., adj, rel
It was not extremely sad. It was not extremely happy., adj, rel
It was not extremely sad. It was not ridiculously happy., adj, rel
It was not extremely sad. It was not happy., adj, rel
It was not ridiculously sad. It was slightly happy., adj, rel
It was slightly happy. It was not ridiculously sad., adj, rel
It was not ridiculously sad. It was sort of happy., adj, rel
It was sort of happy. It was not ridiculously sad., adj, rel
It was not ridiculously sad. It was extremely happy., adj, rel
It was extremely happy. It was not ridiculously sad., adj, rel
It was not ridiculously sad. It was ridiculously happy., adj, rel
It was ridiculously happy. It was not ridiculously sad., adj, rel
It was not ridiculously sad. It was happy., adj, rel
It was happy. It was not ridiculously sad., adj, rel
It was not ridiculously sad. It was not extremely happy., adj, rel
It was not ridiculously sad. It was not ridiculously happy., adj, rel
It was not ridiculously sad. It was not happy., adj, rel
It was not sad. It was slightly happy., adj, rel
It was slightly happy. It was not sad., adj, rel
It was not sad. It was sort of happy., adj, rel
It was sort of happy. It was not sad., adj, rel
It was not sad. It was extremely happy., adj, rel
It was extremely happy. It was not sad., adj, rel
It was not sad. It was ridiculously happy., adj, rel
It was ridiculously happy. It was not sad., adj, rel
It was not sad. It was happy., adj, rel
It was happy. It was not sad., adj, rel
It was not sad. It was not extremely happy., adj, rel
It was not sad. It was not ridiculously happy., adj, rel
It was not sad. It was not happy., adj, rel
It was not extremely sad. It was slightly sad., adj, rel
It was slightly sad. It was not extremely sad., adj, rel
It was not extremely sad. It was sort of sad., adj, rel
It was sort of sad. It was not extremely sad., adj, rel
It was not ridiculously sad. It was slightly sad., adj, rel
It was slightly sad. It was not ridiculously sad., adj, rel
It was not ridiculously sad. It was sort of sad., adj, rel
It was sort of sad. It was not ridiculously sad., adj, rel
It wasn't extremely happy. It was slightly sad., adj, rel
It was slightly sad. It wasn't extremely happy., adj, rel
It wasn't extremely happy. It was sort of sad., adj, rel
It was sort of sad. It wasn't extremely happy., adj, rel
It wasn't extremely happy. It was extremely sad., adj, rel
It was extremely sad. It wasn't extremely happy., adj, rel
It wasn't extremely happy. It was ridiculously sad., adj, rel
It was ridiculously sad. It wasn't extremely happy., adj, rel
It wasn't extremely happy. It was sad., adj, rel
It was sad. It wasn't extremely happy., adj, rel
It wasn't extremely happy. It wasn't extremely sad., adj, rel
It wasn't extremely happy. It wasn't ridiculously sad., adj, rel
It wasn't extremely happy. It wasn't sad., adj, rel
It wasn't ridiculously happy. It was slightly sad., adj, rel
It was slightly sad. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously happy. It was sort of sad., adj, rel
It was sort of sad. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously happy. It was extremely sad., adj, rel
It was extremely sad. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously happy. It was ridiculously sad., adj, rel
It was ridiculously sad. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously happy. It was sad., adj, rel
It was sad. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously happy. It wasn't extremely sad., adj, rel
It wasn't ridiculously happy. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously happy. It wasn't sad., adj, rel
It wasn't happy. It was slightly sad., adj, rel
It was slightly sad. It wasn't happy., adj, rel
It wasn't happy. It was sort of sad., adj, rel
It was sort of sad. It wasn't happy., adj, rel
It wasn't happy. It was extremely sad., adj, rel
It was extremely sad. It wasn't happy., adj, rel
It wasn't happy. It was ridiculously sad., adj, rel
It was ridiculously sad. It wasn't happy., adj, rel
It wasn't happy. It was sad., adj, rel
It was sad. It wasn't happy., adj, rel
It wasn't happy. It wasn't extremely sad., adj, rel
It wasn't happy. It wasn't ridiculously sad., adj, rel
It wasn't happy. It wasn't sad., adj, rel
It wasn't extremely happy. It was slightly happy., adj, rel
It was slightly happy. It wasn't extremely happy., adj, rel
It wasn't extremely happy. It was sort of happy., adj, rel
It was sort of happy. It wasn't extremely happy., adj, rel
It wasn't ridiculously happy. It was slightly happy., adj, rel
It was slightly happy. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously happy. It was sort of happy., adj, rel
It was sort of happy. It wasn't ridiculously happy., adj, rel
It wasn't extremely sad. It was slightly happy., adj, rel
It was slightly happy. It wasn't extremely sad., adj, rel
It wasn't extremely sad. It was sort of happy., adj, rel
It was sort of happy. It wasn't extremely sad., adj, rel
It wasn't extremely sad. It was extremely happy., adj, rel
It was extremely happy. It wasn't extremely sad., adj, rel
It wasn't extremely sad. It was ridiculously happy., adj, rel
It was ridiculously happy. It wasn't extremely sad., adj, rel
It wasn't extremely sad. It was happy., adj, rel
It was happy. It wasn't extremely sad., adj, rel
It wasn't extremely sad. It wasn't extremely happy., adj, rel
It wasn't extremely sad. It wasn't ridiculously happy., adj, rel
It wasn't extremely sad. It wasn't happy., adj, rel
It wasn't ridiculously sad. It was slightly happy., adj, rel
It was slightly happy. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously sad. It was sort of happy., adj, rel
It was sort of happy. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously sad. It was extremely happy., adj, rel
It was extremely happy. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously sad. It was ridiculously happy., adj, rel
It was ridiculously happy. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously sad. It was happy., adj, rel
It was happy. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously sad. It wasn't extremely happy., adj, rel
It wasn't ridiculously sad. It wasn't ridiculously happy., adj, rel
It wasn't ridiculously sad. It wasn't happy., adj, rel
It wasn't sad. It was slightly happy., adj, rel
It was slightly happy. It wasn't sad., adj, rel
It wasn't sad. It was sort of happy., adj, rel
It was sort of happy. It wasn't sad., adj, rel
It wasn't sad. It was extremely happy., adj, rel
It was extremely happy. It wasn't sad., adj, rel
It wasn't sad. It was ridiculously happy., adj, rel
It was ridiculously happy. It wasn't sad., adj, rel
It wasn't sad. It was happy., adj, rel
It was happy. It wasn't sad., adj, rel
It wasn't sad. It wasn't extremely happy., adj, rel
It wasn't sad. It wasn't ridiculously happy., adj, rel
It wasn't sad. It wasn't happy., adj, rel
It wasn't extremely sad. It was slightly sad., adj, rel
It was slightly sad. It wasn't extremely sad., adj, rel
It wasn't extremely sad. It was sort of sad., adj, rel
It was sort of sad. It wasn't extremely sad., adj, rel
It wasn't ridiculously sad. It was slightly sad., adj, rel
It was slightly sad. It wasn't ridiculously sad., adj, rel
It wasn't ridiculously sad. It was sort of sad., adj, rel
It was sort of sad. It wasn't ridiculously sad., adj, rel
It was not extremely short. It was slightly tall., adj, rel
It was slightly tall. It was not extremely short., adj, rel
It was not extremely short. It was sort of tall., adj, rel
It was sort of tall. It was not extremely short., adj, rel
It was not extremely short. It was extremely tall., adj, rel
It was extremely tall. It was not extremely short., adj, rel
It was not extremely short. It was ridiculously tall., adj, rel
It was ridiculously tall. It was not extremely short., adj, rel
It was not extremely short. It was tall., adj, rel
It was tall. It was not extremely short., adj, rel
It was not extremely short. It was not extremely tall., adj, rel
It was not extremely short. It was not ridiculously tall., adj, rel
It was not extremely short. It was not tall., adj, rel
It was not ridiculously short. It was slightly tall., adj, rel
It was slightly tall. It was not ridiculously short., adj, rel
It was not ridiculously short. It was sort of tall., adj, rel
It was sort of tall. It was not ridiculously short., adj, rel
It was not ridiculously short. It was extremely tall., adj, rel
It was extremely tall. It was not ridiculously short., adj, rel
It was not ridiculously short. It was ridiculously tall., adj, rel
It was ridiculously tall. It was not ridiculously short., adj, rel
It was not ridiculously short. It was tall., adj, rel
It was tall. It was not ridiculously short., adj, rel
It was not ridiculously short. It was not extremely tall., adj, rel
It was not ridiculously short. It was not ridiculously tall., adj, rel
It was not ridiculously short. It was not tall., adj, rel
It was not short. It was slightly tall., adj, rel
It was slightly tall. It was not short., adj, rel
It was not short. It was sort of tall., adj, rel
It was sort of tall. It was not short., adj, rel
It was not short. It was extremely tall., adj, rel
It was extremely tall. It was not short., adj, rel
It was not short. It was ridiculously tall., adj, rel
It was ridiculously tall. It was not short., adj, rel
It was not short. It was tall., adj, rel
It was tall. It was not short., adj, rel
It was not short. It was not extremely tall., adj, rel
It was not short. It was not ridiculously tall., adj, rel
It was not short. It was not tall., adj, rel
It was not extremely short. It was slightly short., adj, rel
It was slightly short. It was not extremely short., adj, rel
It was not extremely short. It was sort of short., adj, rel
It was sort of short. It was not extremely short., adj, rel
It was not ridiculously short. It was slightly short., adj, rel
It was slightly short. It was not ridiculously short., adj, rel
It was not ridiculously short. It was sort of short., adj, rel
It was sort of short. It was not ridiculously short., adj, rel
It was not extremely tall. It was slightly short., adj, rel
It was slightly short. It was not extremely tall., adj, rel
It was not extremely tall. It was sort of short., adj, rel
It was sort of short. It was not extremely tall., adj, rel
It was not extremely tall. It was extremely short., adj, rel
It was extremely short. It was not extremely tall., adj, rel
It was not extremely tall. It was ridiculously short., adj, rel
It was ridiculously short. It was not extremely tall., adj, rel
It was not extremely tall. It was short., adj, rel
It was short. It was not extremely tall., adj, rel
It was not extremely tall. It was not extremely short., adj, rel
It was not extremely tall. It was not ridiculously short., adj, rel
It was not extremely tall. It was not short., adj, rel
It was not ridiculously tall. It was slightly short., adj, rel
It was slightly short. It was not ridiculously tall., adj, rel
It was not ridiculously tall. It was sort of short., adj, rel
It was sort of short. It was not ridiculously tall., adj, rel
It was not ridiculously tall. It was extremely short., adj, rel
It was extremely short. It was not ridiculously tall., adj, rel
It was not ridiculously tall. It was ridiculously short., adj, rel
It was ridiculously short. It was not ridiculously tall., adj, rel
It was not ridiculously tall. It was short., adj, rel
It was short. It was not ridiculously tall., adj, rel
It was not ridiculously tall. It was not extremely short., adj, rel
It was not ridiculously tall. It was not ridiculously short., adj, rel
It was not ridiculously tall. It was not short., adj, rel
It was not tall. It was slightly short., adj, rel
It was slightly short. It was not tall., adj, rel
It was not tall. It was sort of short., adj, rel
It was sort of short. It was not tall., adj, rel
It was not tall. It was extremely short., adj, rel
It was extremely short. It was not tall., adj, rel
It was not tall. It was ridiculously short., adj, rel
It was ridiculously short. It was not tall., adj, rel
It was not tall. It was short., adj, rel
It was short. It was not tall., adj, rel
It was not tall. It was not extremely short., adj, rel
It was not tall. It was not ridiculously short., adj, rel
It was not tall. It was not short., adj, rel
It was not extremely tall. It was slightly tall., adj, rel
It was slightly tall. It was not extremely tall., adj, rel
It was not extremely tall. It was sort of tall., adj, rel
It was sort of tall. It was not extremely tall., adj, rel
It was not ridiculously tall. It was slightly tall., adj, rel
It was slightly tall. It was not ridiculously tall., adj, rel
It was not ridiculously tall. It was sort of tall., adj, rel
It was sort of tall. It was not ridiculously tall., adj, rel
It wasn't extremely short. It was slightly tall., adj, rel
It was slightly tall. It wasn't extremely short., adj, rel
It wasn't extremely short. It was sort of tall., adj, rel
It was sort of tall. It wasn't extremely short., adj, rel
It wasn't extremely short. It was extremely tall., adj, rel
It was extremely tall. It wasn't extremely short., adj, rel
It wasn't extremely short. It was ridiculously tall., adj, rel
It was ridiculously tall. It wasn't extremely short., adj, rel
It wasn't extremely short. It was tall., adj, rel
It was tall. It wasn't extremely short., adj, rel
It wasn't extremely short. It wasn't extremely tall., adj, rel
It wasn't extremely short. It wasn't ridiculously tall., adj, rel
It wasn't extremely short. It wasn't tall., adj, rel
It wasn't ridiculously short. It was slightly tall., adj, rel
It was slightly tall. It wasn't ridiculously short., adj, rel
It wasn't ridiculously short. It was sort of tall., adj, rel
It was sort of tall. It wasn't ridiculously short., adj, rel
It wasn't ridiculously short. It was extremely tall., adj, rel
It was extremely tall. It wasn't ridiculously short., adj, rel
It wasn't ridiculously short. It was ridiculously tall., adj, rel
It was ridiculously tall. It wasn't ridiculously short., adj, rel
It wasn't ridiculously short. It was tall., adj, rel
It was tall. It wasn't ridiculously short., adj, rel
It wasn't ridiculously short. It wasn't extremely tall., adj, rel
It wasn't ridiculously short. It wasn't ridiculously tall., adj, rel
It wasn't ridiculously short. It wasn't tall., adj, rel
It wasn't short. It was slightly tall., adj, rel
It was slightly tall. It wasn't short., adj, rel
It wasn't short. It was sort of tall., adj, rel
It was sort of tall. It wasn't short., adj, rel
It wasn't short. It was extremely tall., adj, rel
It was extremely tall. It wasn't short., adj, rel
It wasn't short. It was ridiculously tall., adj, rel
It was ridiculously tall. It wasn't short., adj, rel
It wasn't short. It was tall., adj, rel
It was tall. It wasn't short., adj, rel
It wasn't short. It wasn't extremely tall., adj, rel
It wasn't short. It wasn't ridiculously tall., adj, rel
It wasn't short. It wasn't tall., adj, rel
It wasn't extremely short. It was slightly short., adj, rel
It was slightly short. It wasn't extremely short., adj, rel
It wasn't extremely short. It was sort of short., adj, rel
It was sort of short. It wasn't extremely short., adj, rel
It wasn't ridiculously short. It was slightly short., adj, rel
It was slightly short. It wasn't ridiculously short., adj, rel
It wasn't ridiculously short. It was sort of short., adj, rel
It was sort of short. It wasn't ridiculously short., adj, rel
It wasn't extremely tall. It was slightly short., adj, rel
It was slightly short. It wasn't extremely tall., adj, rel
It wasn't extremely tall. It was sort of short., adj, rel
It was sort of short. It wasn't extremely tall., adj, rel
It wasn't extremely tall. It was extremely short., adj, rel
