prev_form_lower,SUM,or,something,all,some,often,always,sometimes,both,many,everything,everyone,someone,everybody,either,somebody,every
socially,13,2,2,1,1,1,5,1,0,0,0,0,0,0,0,0,0
understandably,13,0,0,3,1,1,0,0,1,4,0,2,0,1,0,0,0
god,13,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
nowhere,13,3,3,0,0,3,0,0,0,3,1,0,0,0,0,0,0
few,13,8,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0
genetically,13,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
finally,13,4,0,3,2,0,0,0,0,0,3,1,0,0,0,0,0
dramatically,13,3,2,3,1,0,1,0,0,1,2,0,0,0,0,0,0
players,12,2,0,2,3,0,0,0,0,3,0,0,0,0,2,0,0
good,12,1,8,0,1,0,0,0,0,0,2,0,0,0,0,0,0
characters,12,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0
objectively,12,3,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0
fifth,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
company,12,5,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0
extra,12,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
music,12,7,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
consistently,12,0,0,3,2,0,1,0,3,0,1,0,0,2,0,0,0
sounds,12,2,0,4,0,0,0,1,0,0,4,0,1,0,0,0,0
views,12,6,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0
site,12,6,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0
answer,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
question,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
light,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
games,12,3,0,1,3,0,0,1,2,0,0,0,2,0,0,0,0
groups,12,5,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0
individually,12,0,0,6,0,0,0,0,1,4,1,0,0,0,0,0,0
style,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data,12,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
waaay,12,3,4,1,0,0,0,1,0,0,0,2,0,0,0,1,0
inevitably,12,2,0,1,5,0,0,0,2,0,1,0,1,0,0,0,0
girls,12,5,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0
intrinsically,11,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
likewise,11,3,0,1,3,0,0,0,2,1,0,0,1,0,0,0,0
terribly,11,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0
thing,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
man,11,5,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0
content,11,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
pain,11,4,0,3,0,1,0,1,0,1,0,0,1,0,0,0,0
alternatively,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,11,5,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0
alot,11,3,2,2,0,1,1,0,0,0,1,0,1,0,0,0,0
love,11,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stays,11,0,0,1,0,2,5,0,0,0,3,0,0,0,0,0,0
fun,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
story,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
points,11,2,0,3,1,0,1,1,1,0,0,0,1,0,1,0,0
allegedly,11,3,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0
overall,11,6,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
s,11,3,0,3,0,0,0,2,0,0,0,2,1,0,0,0,0
cent,11,6,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0
darn,10,3,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0
amazingly,10,3,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0
above,10,2,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0
wo,10,6,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
products,10,1,0,3,0,0,1,0,1,2,1,1,0,0,0,0,0
immensely,10,0,2,2,0,0,3,0,0,0,3,0,0,0,0,0,0
along,10,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0
dangerously,10,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
beyond,10,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0
loans,10,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0
-lrb-,10,0,4,1,2,0,0,0,1,1,1,0,0,0,0,0,0
circumstances,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
process,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
've,10,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
fully,10,1,0,2,1,2,2,0,1,0,0,1,0,0,0,0,0
fans,10,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
home,10,4,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0
such,10,1,3,1,2,0,0,0,1,0,0,0,1,1,0,0,0
outright,10,5,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
government,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
glass,10,6,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
first,10,2,0,1,1,0,1,0,0,2,2,1,0,0,0,0,0
kinda,10,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0
practically,10,3,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0
damn,9,2,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0
conditions,9,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
everywhere,9,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
guys,9,4,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
city,9,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
companies,9,5,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
employees,9,4,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
economically,9,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
constantly,9,2,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0
exceptionally,9,3,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0
expectations,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instances,9,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
everyones,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
experience,9,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
financially,9,3,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0
kids,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
changes,9,3,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0
sixth,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system,9,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
recently,9,3,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0
parts,9,3,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0
members,9,1,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0
soooo,9,2,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0
stories,9,2,0,3,2,0,0,1,0,1,0,0,0,0,0,0,0
americans,9,5,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0
technology,9,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
area,9,5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
should,9,3,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0
quality,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
point,9,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
options,9,2,0,2,2,0,0,1,0,1,0,0,0,0,1,0,0
movie,8,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
project,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wasnt,8,2,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0
must,8,3,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
why,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
person,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
problems,8,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
whom,8,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0
teams,8,1,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0
what,8,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
staff,8,3,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0
>,8,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
traditionally,8,0,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0
state,8,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
who's,8,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
woman,8,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
drastically,8,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
approximately,8,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
m,8,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0
child,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
who,8,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
secretly,8,3,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0
systems,8,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
lives,8,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
year,8,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
ridiculously,8,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
could,8,3,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
obama,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
days,8,4,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
till,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hands,8,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
definition,8,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0
ostensibly,8,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0
temporarily,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
words,8,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
atleast,8,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
forces,7,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
students,7,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
party,7,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
art,7,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
stuff,7,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0
utterly,7,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0
historically,7,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0
place,7,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0
presence,7,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
boys,7,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
field,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chronically,7,1,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0
sight,7,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0
say,7,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0
alittle,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
remarkably,7,0,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0
america,7,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
reasons,7,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
ca,7,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
r,7,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0
easily,7,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0
eminently,7,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0
public,7,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
progressively,7,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
exceedingly,7,1,2,0,0,0,1,2,0,0,0,0,0,1,0,0,0
house,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
power,7,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
whole,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
features,7,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0
feel,7,1,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0
brand,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
approach,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taste,7,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
band,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
truth,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nevertheless,7,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0
team,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mildly,7,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
terms,7,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0
jobs,7,0,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0
back,7,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
automatically,7,1,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0
ideas,7,2,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0
inch,7,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
massively,7,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0
tastes,7,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
material,7,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
uniform,7,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
inside,7,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0
skin,6,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
writing,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
name,6,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
re,6,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
?,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
nations,6,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
non,6,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0
solutions,6,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0
culturally,6,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
actions,6,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
culture,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faith,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
million,6,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
innately,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
face,6,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
faces,6,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
primarily,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
intellectually,6,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
policy,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trend,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wholly,6,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
wildly,6,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
everythings,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
demonstrably,6,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0
worlds,6,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
league,6,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
doubtless,6,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
real,6,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sometime,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rant,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thatis,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
law,6,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
reasonably,6,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0
songs,6,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
details,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
democrats,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
items,6,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0
left,6,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0
largely,6,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0
services,6,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0
psychologically,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
end,6,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
definately,6,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0
programs,6,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0
deemed,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
event,6,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
within,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
levels,6,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
find,6,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
universe,6,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
folks,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hand,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
background,6,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
waaaay,6,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
countries,6,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
voice,6,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
colors,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
great,6,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
supporters,6,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0
barely,6,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1
numbers,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
classic,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
visibly,6,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0
comparatively,6,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0
online,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ones,6,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
view,6,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3rd,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air,6,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
history,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
old,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
homes,6,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0
office,6,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
hugely,6,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0
big,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
overtly,6,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
dog,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lines,6,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
picture,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
not-,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consequently,6,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0
areas,6,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0
risk,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
types,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
partner,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
undeniably,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
under,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
theyre,6,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
industry,6,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
thrice,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manner,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
degrees,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
somethin,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
self,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
republicans,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
character,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
several,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
customers,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rings,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
deliberately,5,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0
regularly,5,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
themes,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
damage,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
remaining,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
rules,5,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
matters,5,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
legitimately,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
legs,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
clients,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
risks,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
conceptually,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
computationally,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
wounds,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
relationship,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
room,5,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
money,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
death,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myself,5,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
dollars,5,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
food,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
forever,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
whether,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
performance,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
fresh,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
friends,5,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
incomparably,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
inches,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
general,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
partially,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
part,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
&,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
immeasurably,5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
own,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
overly,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gosh,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
iim,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
guy,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
unexpectedly,5,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
opponents,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heart,5,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ideally,5,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tea,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hold,5,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
humans,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horribly,5,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
techniques,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
pieces,5,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
works,5,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
none,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
drivers,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
latter,5,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
earth,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
last,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
easy,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
questions,5,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
economy,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wonderfully,5,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0
elements,5,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
enough,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
jesus,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thankfully,5,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
musically,5,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
towns,5,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
whos,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
unless,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
space,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
presently,5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
precisely,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
investors,5,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
position,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
plans,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
instantly,5,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
feet,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trump,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
places,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
films,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
service,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
line,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
age,5,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0
businesses,5,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0
alien,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
