prev_form_lower,SUM,not,never,nothing,none,nor,without,no,few,neither,nobody,hardly,rarely,ain't,barely,seldom,scarcely,aint
over,16,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
girls,16,13,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
students,16,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
highly,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it's,16,12,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
thing,16,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pieces,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remained,16,9,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
picture,16,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
everyone,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colors,15,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
child,15,11,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
someone,15,7,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0
situation,15,8,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
states,15,10,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
content,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weather,15,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
games,15,12,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
style,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water,15,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
economically,15,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
emotionally,15,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
employees,15,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
video,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
party,15,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
method,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
words,14,9,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
environment,14,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
appreciably,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
which,14,6,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0
wholly,14,11,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
family,14,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
rate,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
name,14,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
visually,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
city,13,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
characters,13,4,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
writing,13,9,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
objectively,13,10,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ear,13,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0
overall,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notably,13,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
severely,13,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
show,13,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
idea,13,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
guy,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software,13,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
statement,13,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
day,13,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
problem,12,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
song,12,9,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
systems,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tad,12,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
because,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relatively,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
though,12,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
programs,12,8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
church,12,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
patients,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
color,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
obama,12,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
material,12,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
industry,12,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
easily,12,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dress,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demonstrably,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
death,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couple,12,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
companies,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
area,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
language,12,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
exponentially,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machines,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
directly,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brain,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numbers,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hair,11,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
real,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conditions,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fans,11,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
honestly,11,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
after,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concept,11,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
war,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
law,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hugely,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appears,11,2,5,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
buildings,11,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
infrequently,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can,11,5,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0
lives,11,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
down,11,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rates,11,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
thus,11,7,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
practice,10,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
lovely,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
could,10,2,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0
na,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
players,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eyes,10,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
love,10,6,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
job,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
investors,10,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
widely,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
center,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genuinely,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
colours,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cost,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
solution,10,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
readily,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cases,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
society,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decision,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
planet,10,3,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
look,10,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
al,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
services,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
school,10,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
trump,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glass,10,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drugs,10,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
items,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technique,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
historically,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mostly,10,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
girl,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
songs,10,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
teams,10,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
performance,10,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
coincidentally,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
members,10,6,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
care,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
option,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
precisely,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
population,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
strategy,9,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
workers,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
growth,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
simultaneously,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woman,9,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
own,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
photos,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
extra,9,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
uniformly,9,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
oil,9,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
america,9,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
jobs,9,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
administration,9,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ingredients,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innately,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treatment,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
morally,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bill,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
such,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
line,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
markedly,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
number,9,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
space,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
character,9,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
days,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
matter,9,3,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0
materially,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aesthetically,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
service,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scenes,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
continually,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
good,9,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
closely,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
absolute,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
democrats,9,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
voters,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remains,9,2,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0
stories,9,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
plan,9,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
excessively,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
history,9,4,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
feet,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adults,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
second,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
position,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surely,8,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
when,8,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
.,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
reasonably,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
place,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
better,8,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
group,8,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
plot,8,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
groups,8,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
human,8,1,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0
foods,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cover,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
body,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skin,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nation,8,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
voice,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
straight,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
questions,8,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
everything,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latter,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
community,8,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
production,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
project,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordinarily,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frequently,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
art,8,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
science,8,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
event,8,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
change,8,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
china,8,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
conservatives,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
packaging,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
public,8,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
religion,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experience,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
justice,8,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
u.s.,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
answer,8,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
consumers,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
procedures,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
scene,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
individually,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rules,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
approximately,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
plants,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
screen,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
series,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issues,7,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
another,7,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
facts,7,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
events,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
person,7,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
flowers,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
moment,7,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
teachers,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
question,7,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
model,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mother,7,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
health,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
standard,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
role,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pictures,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
folks,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tracks,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
issue,7,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
room,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
boots,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drastically,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
books,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apps,7,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
nowhere,7,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
night,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
economy,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
images,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
image,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
politics,7,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
surgery,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
topic,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overwhelmingly,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
owners,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
clothes,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
today,7,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
thats,7,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
power,7,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
new,7,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
genetically,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
republicans,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
background,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
universe,7,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lines,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ways,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prince,7,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
massively,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
under,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
president,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dogs,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
utterly,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phones,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
projects,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
measurably,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
animals,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
view,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
countries,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
choice,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
money,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sex,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
videos,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
photo,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
claim,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
biologically,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
films,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anybody,6,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
self-,6,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
quarter,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
track,6,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
toys,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
materials,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
research,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disease,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
levels,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frankly,6,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
problems,6,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
coffee,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
version,6,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
statements,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
stays,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stayed,6,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
plain,6,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
marginally,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
mechanically,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clinton,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clinically,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
light,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shoes,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
politicians,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
unlike,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quality,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
him,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incomparably,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
future,6,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
therapy,6,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
cards,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fish,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
card,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stars,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
teenagers,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
millennials,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costume,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sister,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qualitatively,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supplements,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
website,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
into,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
together,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sounds,6,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
behavior,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bible,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
actions,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greatly,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commonly,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wine,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fancy,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
action,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tastes,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
officially,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
banks,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benefits,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
decidedly,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
socially,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hands,6,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
