adj,PosVers,Pos%ofPossible,PosTrivialVers,Pos%ofTrivial,VersDiffPos,PercDiffPos,NegVers,Neg%ofPossible,NegTrivialVers,Neg%ofTrivial,VersDiffNeg,PercDiffNeg,NegVersOdds,AllVers,PosVersRatioAll,NegVersRatioAll
elderly,51,1.1841188762479684,166,0.2940707541320484,115,-0.89004812211592,5.0,0.11609008590666356,25.0,0.04428776417651331,20.0,-0.07180232173015025,0.09803921568627451,55,0.9272727272727272,0.09090909090909091
mysterious,153,3.552356628743905,547,0.9690162801821114,394,-2.5833403485617934,15.0,0.3482702577199907,54.0,0.09566157062126876,39.0,-0.252608687098722,0.09803921568627451,157,0.9745222929936306,0.09554140127388536
pungent,51,1.1841188762479684,245,0.4340200889298305,194,-0.750098787318138,5.0,0.11609008590666356,25.0,0.04428776417651331,20.0,-0.07180232173015025,0.09803921568627451,51,1.0,0.09803921568627451
humiliating,51,1.1841188762479684,201,0.35607362397916703,150,-0.8280452522688013,5.0,0.11609008590666356,20.0,0.03543021134121065,15.0,-0.0806598745654529,0.09803921568627451,52,0.9807692307692307,0.09615384615384616
hairy,51,1.1841188762479684,247,0.43756311006395154,196,-0.7465557661840169,5.0,0.11609008590666356,31.0,0.054916827578876504,26.0,-0.061173258327787056,0.09803921568627451,51,1.0,0.09803921568627451
bigoted,51,1.1841188762479684,277,0.4907084270757675,226,-0.6934104491722008,5.0,0.11609008590666356,22.0,0.038973232475331715,17.0,-0.07711685343133184,0.09803921568627451,55,0.9272727272727272,0.09090909090909091
tragic,194,4.504295333178546,629,1.1142801466810748,435,-3.3900151864974712,19.0,0.4411423264453216,83.0,0.1470353770660242,64.0,-0.2941069493792974,0.0979381443298969,195,0.9948717948717949,0.09743589743589744
empty,286,6.640352913861157,876,1.5518432567450264,590,-5.088509657116131,28.0,0.650104481077316,81.0,0.14349235593190313,53.0,-0.5066121251454129,0.0979020979020979,289,0.9896193771626297,0.09688581314878893
stunning,184,4.272115161365219,695,1.23119984410707,511,-3.0409153172581496,18.0,0.4179243092639889,63.0,0.11160516572481355,45.0,-0.30631914353917533,0.09782608695652174,190,0.968421052631579,0.09473684210526316
personal,307,7.127931274669143,918,1.6262467005615688,611,-5.501684574107574,30.0,0.6965405154399814,90.0,0.15943595103544791,60.0,-0.5371045644045335,0.09771986970684039,311,0.9871382636655949,0.09646302250803858
laughable,82,1.9038774088692825,275,0.4871654059416464,193,-1.416712002927636,8.0,0.1857441374506617,48.0,0.08503250721890555,40.0,-0.10071163023175615,0.0975609756097561,86,0.9534883720930233,0.09302325581395349
disinterested,82,1.9038774088692825,310,0.549168275788765,228,-1.3547091330805174,8.0,0.1857441374506617,30.0,0.053145317011815976,22.0,-0.13259882043884574,0.0975609756097561,87,0.9425287356321839,0.09195402298850575
republican,113,2.6236359414905968,365,0.6466013569770943,252,-1.9770345845135024,11.0,0.2553981889946598,57.0,0.10097610232245036,46.0,-0.15442208667220947,0.09734513274336283,115,0.9826086956521739,0.09565217391304348
absurd,216,5.015091711167866,783,1.387092774008397,567,-3.627998937159469,21.0,0.487578360807987,83.0,0.1470353770660242,62.0,-0.3405429837419628,0.09722222222222222,216,1.0,0.09722222222222222
homophobic,72,1.6716972370559555,315,0.5580258286240677,243,-1.113671408431888,7.0,0.162526120269329,46.0,0.0814894860847845,39.0,-0.0810366341845445,0.09722222222222222,75,0.96,0.09333333333333334
obnoxious,103,2.3914557696772696,429,0.7599780332689684,326,-1.6314777364083013,10.0,0.23218017181332712,52.0,0.09211854948714769,42.0,-0.1400616223261794,0.0970873786407767,107,0.9626168224299065,0.09345794392523364
mystical,62,1.4395170652426281,272,0.4818508742404648,210,-0.9576661910021633,6.0,0.1393081030879963,27.0,0.04783078531063438,21.0,-0.09147731777736191,0.0967741935483871,64,0.96875,0.09375
grisly,31,0.7197585326213141,181,0.32064341263795637,150,-0.3991151199833577,3.0,0.06965405154399815,12.0,0.02125812680472639,9.0,-0.04839592473927176,0.0967741935483871,32,0.96875,0.09375
nourishing,31,0.7197585326213141,137,0.24269694768729294,106,-0.4770615849340211,3.0,0.06965405154399815,15.0,0.026572658505907988,12.0,-0.04308139303809016,0.0967741935483871,33,0.9393939393939394,0.09090909090909091
amiss,31,0.7197585326213141,146,0.25864054279083776,115,-0.4611179898304763,3.0,0.06965405154399815,34.0,0.0602313592800581,31.0,-0.009422692263940047,0.0967741935483871,34,0.9117647058823529,0.08823529411764706
fixable,31,0.7197585326213141,88,0.15589292990132686,57,-0.5638656027199872,3.0,0.06965405154399815,22.0,0.038973232475331715,19.0,-0.03068081906866643,0.0967741935483871,32,0.96875,0.09375
off-putting,62,1.4395170652426281,232,0.41099045155804353,170,-1.0285266136845845,6.0,0.1393081030879963,33.0,0.05845984871299758,27.0,-0.08084825437499871,0.0967741935483871,64,0.96875,0.09375
invincible,62,1.4395170652426281,189,0.33481549717444065,127,-1.1047015680681875,6.0,0.1393081030879963,38.0,0.06731740154830024,32.0,-0.07199070153969606,0.0967741935483871,65,0.9538461538461539,0.09230769230769231
self-sufficient,62,1.4395170652426281,208,0.36847419794859076,146,-1.0710428672940373,6.0,0.1393081030879963,31.0,0.054916827578876504,25.0,-0.08439127550911979,0.0967741935483871,65,0.9538461538461539,0.09230769230769231
unwise,62,1.4395170652426281,207,0.3667026873815302,145,-1.072814377861098,6.0,0.1393081030879963,20.0,0.03543021134121065,14.0,-0.10387789174678563,0.0967741935483871,67,0.9253731343283582,0.08955223880597014
determined,93,2.1592755978639424,352,0.6235717196053074,259,-1.535703878258635,9.0,0.20896215463199444,28.0,0.049602295877694914,19.0,-0.15935985875429953,0.0967741935483871,94,0.9893617021276596,0.09574468085106383
sweeping,31,0.7197585326213141,158,0.27989866959556414,127,-0.4398598630257499,3.0,0.06965405154399815,11.0,0.019486616237665857,8.0,-0.05016743530633229,0.0967741935483871,31,1.0,0.0967741935483871
icky,31,0.7197585326213141,157,0.2781271590285036,126,-0.44163137359281046,3.0,0.06965405154399815,15.0,0.026572658505907988,12.0,-0.04308139303809016,0.0967741935483871,31,1.0,0.0967741935483871
deep,310,7.197585326213142,1103,1.9539761554677675,793,-5.2436091707453745,30.0,0.6965405154399814,111.0,0.1966376729437191,81.0,-0.4999028424962623,0.0967741935483871,318,0.9748427672955975,0.09433962264150944
destructive,238,5.525888089157186,737,1.3056032879236126,499,-4.220284801233573,23.0,0.5340143951706524,93.0,0.1647504827366295,70.0,-0.3692639124340229,0.09663865546218488,241,0.9875518672199171,0.0954356846473029
embarrassed,114,2.6468539586719295,298,0.5279101489840387,184,-2.1189438096878908,11.0,0.2553981889946598,37.0,0.0655458909812397,26.0,-0.18985229801342013,0.09649122807017543,117,0.9743589743589743,0.09401709401709402
classic,114,2.6468539586719295,433,0.7670640755372106,319,-1.8797898831347188,11.0,0.2553981889946598,29.0,0.05137380644475544,18.0,-0.20402438254990438,0.09649122807017543,117,0.9743589743589743,0.09401709401709402
exhilarating,83,1.9270954260506152,304,0.5385392123864019,221,-1.3885562136642133,8.0,0.1857441374506617,26.0,0.046059274743573846,18.0,-0.13968486270708785,0.0963855421686747,84,0.9880952380952381,0.09523809523809523
fundamental,83,1.9270954260506152,308,0.545625254654644,225,-1.3814701713959714,8.0,0.1857441374506617,32.0,0.05668833814593704,24.0,-0.12905579930472466,0.0963855421686747,85,0.9764705882352941,0.09411764705882353
peaceful,187,4.341769212909218,541,0.9583872167797481,354,-3.3833819961294695,18.0,0.4179243092639889,54.0,0.09566157062126876,36.0,-0.32226273864272015,0.0962566844919786,189,0.9894179894179894,0.09523809523809523
incidental,52,1.2073368934293012,140,0.24801147938847456,88,-0.9593254140408266,5.0,0.11609008590666356,21.0,0.03720172190827118,16.0,-0.07888836399839239,0.09615384615384616,52,1.0,0.09615384615384616
derogatory,52,1.2073368934293012,190,0.3365870077415012,138,-0.8707498856878,5.0,0.11609008590666356,23.0,0.04074474304239225,18.0,-0.0753453428642713,0.09615384615384616,55,0.9454545454545454,0.09090909090909091
amused,52,1.2073368934293012,183,0.32418643377207745,131,-0.8831504596572237,5.0,0.11609008590666356,20.0,0.03543021134121065,15.0,-0.0806598745654529,0.09615384615384616,52,1.0,0.09615384615384616
unscathed,52,1.2073368934293012,162,0.28698471186380625,110,-0.9203521815654949,5.0,0.11609008590666356,17.0,0.03011567964002905,12.0,-0.08597440626663451,0.09615384615384616,54,0.9629629629629629,0.09259259259259259
unsympathetic,52,1.2073368934293012,236,0.41807649382628564,184,-0.7892603996030155,5.0,0.11609008590666356,22.0,0.038973232475331715,17.0,-0.07711685343133184,0.09615384615384616,56,0.9285714285714286,0.08928571428571429
gripping,52,1.2073368934293012,202,0.3578451345462276,150,-0.8494917588830736,5.0,0.11609008590666356,26.0,0.046059274743573846,21.0,-0.0700308111630897,0.09615384615384616,52,1.0,0.09615384615384616
marvelous,52,1.2073368934293012,246,0.43579159949689095,194,-0.7715452939324102,5.0,0.11609008590666356,24.0,0.04251625360945278,19.0,-0.07357383229721079,0.09615384615384616,53,0.9811320754716981,0.09433962264150944
distinct,260,6.036684467146506,769,1.3622916260695495,509,-4.674392841076957,25.0,0.5804504295333178,119.0,0.2108097574802034,94.0,-0.36964067205311446,0.09615384615384616,265,0.9811320754716981,0.09433962264150944
humid,73,1.694915254237288,262,0.46413576856985955,189,-1.2307794856674286,7.0,0.162526120269329,32.0,0.05668833814593704,25.0,-0.10583778212339195,0.0958904109589041,76,0.9605263157894737,0.09210526315789473
incompatible,115,2.670071975853262,355,0.628886251306489,240,-2.041185724546773,11.0,0.2553981889946598,52.0,0.09211854948714769,41.0,-0.16327963950751212,0.09565217391304348,117,0.9829059829059829,0.09401709401709402
masculine,136,3.157650336661249,505,0.894612836365569,369,-2.26303750029568,13.0,0.3018342233573253,70.0,0.12400573969423728,57.0,-0.177828483663088,0.09558823529411764,142,0.9577464788732394,0.09154929577464789
desperate,157,3.645228697469236,557,0.9867313858527167,400,-2.6584973116165194,15.0,0.3482702577199907,63.0,0.11160516572481355,48.0,-0.23666509199517716,0.09554140127388536,160,0.98125,0.09375
perilous,63,1.4627350824239609,240,0.4251625360945278,177,-1.0375725463294332,6.0,0.1393081030879963,25.0,0.04428776417651331,19.0,-0.09502033891148298,0.09523809523809523,64,0.984375,0.09375
rubbery,21,0.487578360807987,89,0.1576644404683874,68,-0.3299139203395996,2.0,0.046436034362665427,8.0,0.01417208453648426,6.0,-0.032263949826181165,0.09523809523809523,21,1.0,0.09523809523809523
bare,105,2.437891804039935,390,0.6908891211536077,285,-1.7470026828863274,10.0,0.23218017181332712,27.0,0.04783078531063438,17.0,-0.18434938650269272,0.09523809523809523,109,0.963302752293578,0.09174311926605505
sour,105,2.437891804039935,429,0.7599780332689684,324,-1.6779137707709668,10.0,0.23218017181332712,49.0,0.0868040177859661,39.0,-0.14537615402736104,0.09523809523809523,107,0.9813084112149533,0.09345794392523364
mexican,63,1.4627350824239609,184,0.325957944339138,121,-1.1367771380848228,6.0,0.1393081030879963,42.0,0.07440344381654236,36.0,-0.06490465927145393,0.09523809523809523,65,0.9692307692307692,0.09230769230769231
mind-numbing,21,0.487578360807987,78,0.13817782423072153,57,-0.34940053657726544,2.0,0.046436034362665427,6.0,0.010629063402363194,4.0,-0.035806970960302234,0.09523809523809523,22,0.9545454545454546,0.09090909090909091
panicky,21,0.487578360807987,86,0.1523499087672058,65,-0.3352284520407812,2.0,0.046436034362665427,9.0,0.015943595103544792,7.0,-0.030492439259120634,0.09523809523809523,22,0.9545454545454546,0.09090909090909091
gargantuan,21,0.487578360807987,105,0.18600860954135592,84,-0.3015697512666311,2.0,0.046436034362665427,9.0,0.015943595103544792,7.0,-0.030492439259120634,0.09523809523809523,21,1.0,0.09523809523809523
latest,21,0.487578360807987,110,0.19486616237665857,89,-0.29271219843132845,2.0,0.046436034362665427,5.0,0.008857552835302663,3.0,-0.03757848152736276,0.09523809523809523,22,0.9545454545454546,0.09090909090909091
cushy,21,0.487578360807987,94,0.16652199330369005,73,-0.32105636750429695,2.0,0.046436034362665427,9.0,0.015943595103544792,7.0,-0.030492439259120634,0.09523809523809523,21,1.0,0.09523809523809523
extensible,21,0.487578360807987,110,0.19486616237665857,89,-0.29271219843132845,2.0,0.046436034362665427,13.0,0.023029637371786923,11.0,-0.023406396990878504,0.09523809523809523,22,0.9545454545454546,0.09090909090909091
bouncy,42,0.975156721615974,221,0.3915038353203777,179,-0.5836528862955963,4.0,0.09287206872533085,14.0,0.024801147938847457,10.0,-0.0680709207864834,0.09523809523809523,44,0.9545454545454546,0.09090909090909091
revolting,42,0.975156721615974,179,0.31710039150383534,137,-0.6580563301121387,4.0,0.09287206872533085,19.0,0.03365870077415012,15.0,-0.059213367951180734,0.09523809523809523,46,0.9130434782608695,0.08695652173913043
golden,84,1.950313443231948,318,0.5633403603252494,234,-1.3869730829066986,8.0,0.1857441374506617,29.0,0.05137380644475544,21.0,-0.13437033100590626,0.09523809523809523,85,0.9882352941176471,0.09411764705882353
standout,21,0.487578360807987,99,0.17537954613899273,78,-0.31219881466899424,2.0,0.046436034362665427,17.0,0.03011567964002905,15.0,-0.016320354722636377,0.09523809523809523,21,1.0,0.09523809523809523
detestable,21,0.487578360807987,100,0.17715105670605324,79,-0.31042730410193375,2.0,0.046436034362665427,10.0,0.017715105670605327,8.0,-0.0287209286920601,0.09523809523809523,21,1.0,0.09523809523809523
sacrilegious,21,0.487578360807987,118,0.20903824691314282,97,-0.2785401138948442,2.0,0.046436034362665427,14.0,0.024801147938847457,12.0,-0.02163488642381797,0.09523809523809523,23,0.9130434782608695,0.08695652173913043
smokey,21,0.487578360807987,92,0.162978972169569,71,-0.324599388638418,2.0,0.046436034362665427,10.0,0.017715105670605327,8.0,-0.0287209286920601,0.09523809523809523,24,0.875,0.08333333333333333
calamitous,21,0.487578360807987,105,0.18600860954135592,84,-0.3015697512666311,2.0,0.046436034362665427,8.0,0.01417208453648426,6.0,-0.032263949826181165,0.09523809523809523,21,1.0,0.09523809523809523
cosy,42,0.975156721615974,193,0.34190153944268276,151,-0.6332551821732912,4.0,0.09287206872533085,19.0,0.03365870077415012,15.0,-0.059213367951180734,0.09523809523809523,43,0.9767441860465116,0.09302325581395349
integral,63,1.4627350824239609,209,0.3702457085156513,146,-1.0924893739083097,6.0,0.1393081030879963,30.0,0.053145317011815976,24.0,-0.08616278607618032,0.09523809523809523,65,0.9692307692307692,0.09230769230769231
korean,42,0.975156721615974,155,0.2745841378943825,113,-0.7005725837215915,4.0,0.09287206872533085,27.0,0.04783078531063438,23.0,-0.04504128341469647,0.09523809523809523,46,0.9130434782608695,0.08695652173913043
celebrated,42,0.975156721615974,167,0.2958422646991089,125,-0.6793144569168651,4.0,0.09287206872533085,33.0,0.05845984871299758,29.0,-0.034412220012333274,0.09523809523809523,46,0.9130434782608695,0.08695652173913043
unconnected,42,0.975156721615974,174,0.30824283866853264,132,-0.6669138829474414,4.0,0.09287206872533085,15.0,0.026572658505907988,11.0,-0.06629941021942287,0.09523809523809523,42,1.0,0.09523809523809523
pregnant,126,2.9254701648479218,456,0.8078088185796028,330,-2.117661346268319,12.0,0.2786162061759926,67.0,0.11869120799305567,55.0,-0.15992499818293693,0.09523809523809523,130,0.9692307692307692,0.09230769230769231
fairer,21,0.487578360807987,104,0.18423709897429538,83,-0.3033412618336916,2.0,0.046436034362665427,8.0,0.01417208453648426,6.0,-0.032263949826181165,0.09523809523809523,23,0.9130434782608695,0.08695652173913043
scratchy,21,0.487578360807987,117,0.20726673634608228,96,-0.2803116244619047,2.0,0.046436034362665427,12.0,0.02125812680472639,10.0,-0.025177907557939038,0.09523809523809523,23,0.9130434782608695,0.08695652173913043
insignificant,116,2.693289993034595,361,0.6395153147088523,245,-2.053774678325743,11.0,0.2553981889946598,38.0,0.06731740154830024,27.0,-0.1880807874463596,0.09482758620689655,118,0.9830508474576272,0.09322033898305085
customizable,74,1.7181332714186208,224,0.3968183670215593,150,-1.3213149043970616,7.0,0.162526120269329,34.0,0.0602313592800581,27.0,-0.1022947609892709,0.0945945945945946,76,0.9736842105263158,0.09210526315789473
shameful,74,1.7181332714186208,222,0.3932753458874382,148,-1.3248579255311825,7.0,0.162526120269329,34.0,0.0602313592800581,27.0,-0.1022947609892709,0.0945945945945946,77,0.961038961038961,0.09090909090909091
sunny,148,3.4362665428372416,499,0.8839837729632057,351,-2.552282769874036,14.0,0.325052240538658,50.0,0.08857552835302662,36.0,-0.23647671218563138,0.0945945945945946,151,0.9801324503311258,0.09271523178807947
stylish,201,4.666821453447875,746,1.3215468830271573,545,-3.345274570420718,19.0,0.4411423264453216,54.0,0.09566157062126876,35.0,-0.3454807558240528,0.0945273631840796,207,0.9710144927536232,0.09178743961352658
antithetical,53,1.2305549106106337,167,0.2958422646991089,114,-0.9347126459115248,5.0,0.11609008590666356,23.0,0.04074474304239225,18.0,-0.0753453428642713,0.09433962264150944,55,0.9636363636363636,0.09090909090909091
medical,53,1.2305549106106337,235,0.41630498325922516,182,-0.8142499273514086,5.0,0.11609008590666356,32.0,0.05668833814593704,27.0,-0.05940174776072652,0.09433962264150944,55,0.9636363636363636,0.09090909090909091
laborious,53,1.2305549106106337,187,0.33127247604031956,134,-0.8992824345703141,5.0,0.11609008590666356,13.0,0.023029637371786923,8.0,-0.09306044853487663,0.09433962264150944,54,0.9814814814814815,0.09259259259259259
nicer,53,1.2305549106106337,161,0.2852132012967457,108,-0.9453417093138881,5.0,0.11609008590666356,24.0,0.04251625360945278,19.0,-0.07357383229721079,0.09433962264150944,54,0.9814814814814815,0.09259259259259259
stingy,53,1.2305549106106337,220,0.38973232475331715,167,-0.8408225858573166,5.0,0.11609008590666356,21.0,0.03720172190827118,16.0,-0.07888836399839239,0.09433962264150944,56,0.9464285714285714,0.08928571428571429
tiresome,53,1.2305549106106337,222,0.3932753458874382,169,-0.8372795647231955,5.0,0.11609008590666356,18.0,0.031887190207089584,13.0,-0.08420289569957398,0.09433962264150944,55,0.9636363636363636,0.09090909090909091
isolated,53,1.2305549106106337,161,0.2852132012967457,108,-0.9453417093138881,5.0,0.11609008590666356,17.0,0.03011567964002905,12.0,-0.08597440626663451,0.09433962264150944,55,0.9636363636363636,0.09090909090909091
powerful,468,10.86603204086371,1453,2.5740048539389537,985,-8.292027186924756,44.0,1.0215927559786393,154.0,0.272812627327322,110.0,-0.7487801286513174,0.09401709401709402,479,0.9770354906054279,0.0918580375782881
irresponsible,149,3.459484560018575,496,0.8786692412620241,347,-2.580815318756551,14.0,0.325052240538658,58.0,0.10274761288951088,44.0,-0.2223046276491471,0.09395973154362416,154,0.9675324675324676,0.09090909090909091
wrongheaded,32,0.7429765498026468,189,0.33481549717444065,157,-0.4081610526282062,3.0,0.06965405154399815,17.0,0.03011567964002905,14.0,-0.0395383719039691,0.09375,33,0.9696969696969697,0.09090909090909091
fluffy,64,1.4859530996052936,285,0.5048805116122518,221,-0.9810725879930419,6.0,0.1393081030879963,26.0,0.046059274743573846,20.0,-0.09324882834442244,0.09375,64,1.0,0.09375
repulsive,64,1.4859530996052936,303,0.5367677018193413,239,-0.9491853977859523,6.0,0.1393081030879963,42.0,0.07440344381654236,36.0,-0.06490465927145393,0.09375,65,0.9846153846153847,0.09230769230769231
inflammatory,64,1.4859530996052936,223,0.3950468564544988,159,-1.090906243150795,6.0,0.1393081030879963,27.0,0.04783078531063438,21.0,-0.09147731777736191,0.09375,66,0.9696969696969697,0.09090909090909091
hereditary,32,0.7429765498026468,108,0.19132314124253752,76,-0.5516534085601092,3.0,0.06965405154399815,24.0,0.04251625360945278,21.0,-0.02713779793454537,0.09375,35,0.9142857142857143,0.08571428571428572
wretched,32,0.7429765498026468,186,0.329500965473259,154,-0.4134755843293878,3.0,0.06965405154399815,18.0,0.031887190207089584,15.0,-0.03776686133690856,0.09375,32,1.0,0.09375
digestible,32,0.7429765498026468,142,0.2515545005225956,110,-0.49142204928005123,3.0,0.06965405154399815,31.0,0.054916827578876504,28.0,-0.014737223965121643,0.09375,35,0.9142857142857143,0.08571428571428572
angelic,32,0.7429765498026468,168,0.29761377526616944,136,-0.4453627745364774,3.0,0.06965405154399815,25.0,0.04428776417651331,22.0,-0.025366287367484835,0.09375,35,0.9142857142857143,0.08571428571428572
erotic,128,2.9719061992105873,583,1.0327906605962904,455,-1.9391155386142969,12.0,0.2786162061759926,50.0,0.08857552835302662,38.0,-0.19004067782296596,0.09375,134,0.9552238805970149,0.08955223880597014
nerve-racking,32,0.7429765498026468,94,0.16652199330369005,62,-0.5764545564989567,3.0,0.06965405154399815,9.0,0.015943595103544792,6.0,-0.05371045644045336,0.09375,32,1.0,0.09375
zero,64,1.4859530996052936,167,0.2958422646991089,103,-1.1901108349061849,6.0,0.1393081030879963,29.0,0.05137380644475544,23.0,-0.08793429664324084,0.09375,67,0.9552238805970149,0.08955223880597014
german,96,2.2289296494079407,324,0.5739694237276125,228,-1.6549602256803282,9.0,0.20896215463199444,43.0,0.0761749543836029,34.0,-0.13278720024839152,0.09375,98,0.9795918367346939,0.09183673469387756
ambitious,267,6.199210587415835,921,1.6315612322627504,654,-4.567649355153085,25.0,0.5804504295333178,100.0,0.17715105670605324,75.0,-0.4032993728272646,0.09363295880149813,274,0.9744525547445255,0.09124087591240876
endearing,107,2.4843278384026006,407,0.7210048007936367,300,-1.763323037608964,10.0,0.23218017181332712,37.0,0.0655458909812397,27.0,-0.16663428083208742,0.09345794392523364,109,0.981651376146789,0.09174311926605505
entertaining,364,8.451358254005108,1196,2.118726638204397,832,-6.332631615800711,34.0,0.7894125841653122,124.0,0.21966731031550601,90.0,-0.5697452738498062,0.09340659340659341,372,0.978494623655914,0.0913978494623656
lavish,75,1.7413512885999536,313,0.5544828074899467,238,-1.186868481110007,7.0,0.162526120269329,30.0,0.053145317011815976,23.0,-0.10938080325751302,0.09333333333333334,77,0.974025974025974,0.09090909090909091
excellent,225,5.224053865799861,809,1.4331520487519707,584,-3.79090181704789,21.0,0.487578360807987,77.0,0.136406313663661,56.0,-0.35117204714432604,0.09333333333333334,227,0.9911894273127754,0.09251101321585903
greek,75,1.7413512885999536,211,0.37378872964977233,136,-1.3675625589501812,7.0,0.162526120269329,30.0,0.053145317011815976,23.0,-0.10938080325751302,0.09333333333333334,76,0.9868421052631579,0.09210526315789473
attuned,43,0.9983747387973066,209,0.3702457085156513,166,-0.6281290302816553,4.0,0.09287206872533085,24.0,0.04251625360945278,20.0,-0.050355815115878076,0.09302325581395349,45,0.9555555555555556,0.08888888888888889
alien,129,2.99512421639192,478,0.8467820510549345,349,-2.1483421653369854,12.0,0.2786162061759926,45.0,0.07971797551772396,33.0,-0.19889823065826862,0.09302325581395349,132,0.9772727272727273,0.09090909090909091
cunning,43,0.9983747387973066,226,0.4003613881556804,183,-0.5980133506416263,4.0,0.09287206872533085,16.0,0.02834416907296852,12.0,-0.06452789965236233,0.09302325581395349,44,0.9772727272727273,0.09090909090909091
red,215,4.991873693986534,781,1.3835497528742757,566,-3.6083239411122583,20.0,0.46436034362665424,81.0,0.14349235593190313,61.0,-0.3208679876947511,0.09302325581395349,218,0.9862385321100917,0.09174311926605505
arcane,43,0.9983747387973066,222,0.3932753458874382,179,-0.6050993929098685,4.0,0.09287206872533085,9.0,0.015943595103544792,5.0,-0.07692847362178606,0.09302325581395349,43,1.0,0.09302325581395349
fearsome,43,0.9983747387973066,161,0.2852132012967457,118,-0.7131615375005609,4.0,0.09287206872533085,19.0,0.03365870077415012,15.0,-0.059213367951180734,0.09302325581395349,44,0.9772727272727273,0.09090909090909091
gentle,140,3.25052240538658,513,0.9087849209020532,373,-2.341737484484527,13.0,0.3018342233573253,39.0,0.06908891211536076,26.0,-0.23274531124196451,0.09285714285714286,143,0.9790209790209791,0.09090909090909091
spooky,97,2.252147666589273,349,0.6182571879041259,252,-1.6338904786851471,9.0,0.20896215463199444,34.0,0.0602313592800581,25.0,-0.14873079535193634,0.09278350515463918,101,0.9603960396039604,0.0891089108910891
mistaken,151,3.50592059438124,425,0.7528919910007263,274,-2.7530286033805136,14.0,0.325052240538658,75.0,0.13286329252953996,61.0,-0.19218894800911804,0.09271523178807947,156,0.967948717948718,0.08974358974358974
astonished,54,1.2537729277919665,173,0.3064713281014721,119,-0.9473015996904943,5.0,0.11609008590666356,15.0,0.026572658505907988,10.0,-0.08951742740075558,0.09259259259259259,55,0.9818181818181818,0.09090909090909091
external,54,1.2537729277919665,221,0.3915038353203777,167,-0.8622690924715888,5.0,0.11609008590666356,27.0,0.04783078531063438,22.0,-0.06825930059602918,0.09259259259259259,57,0.9473684210526315,0.08771929824561403
horrific,108,2.507545855583933,438,0.7759216283725132,330,-1.7316242272114197,10.0,0.23218017181332712,42.0,0.07440344381654236,32.0,-0.15777672799678477,0.09259259259259259,112,0.9642857142857143,0.08928571428571429
tender,162,3.7613187833759,587,1.0398767028645326,425,-2.721442080511367,15.0,0.3482702577199907,47.0,0.08326099665184503,32.0,-0.2650092610681457,0.09259259259259259,166,0.9759036144578314,0.09036144578313253
crass,54,1.2537729277919665,274,0.4853938953745859,220,-0.7683790324173806,5.0,0.11609008590666356,27.0,0.04783078531063438,22.0,-0.06825930059602918,0.09259259259259259,57,0.9473684210526315,0.08771929824561403
european,119,2.762944044578593,376,0.6660879732147602,257,-2.096856071363833,11.0,0.2553981889946598,47.0,0.08326099665184503,36.0,-0.1721371923428148,0.09243697478991597,123,0.967479674796748,0.08943089430894309
parallel,119,2.762944044578593,390,0.6908891211536077,271,-2.072054923424985,11.0,0.2553981889946598,55.0,0.09743308118832929,44.0,-0.15796510780633055,0.09243697478991597,122,0.9754098360655737,0.09016393442622951
warm,357,8.288832133735779,1105,1.9575191766018887,748,-6.331312957133891,33.0,0.7661945669839796,114.0,0.2019522046449007,81.0,-0.5642423623390789,0.09243697478991597,361,0.9889196675900277,0.09141274238227147
infinite,65,1.5091711167866264,241,0.4269340466615883,176,-1.0822370701250381,6.0,0.1393081030879963,25.0,0.04428776417651331,19.0,-0.09502033891148298,0.09230769230769231,67,0.9701492537313433,0.08955223880597014
unfriendly,65,1.5091711167866264,253,0.4481921734663147,188,-1.0609789433203116,6.0,0.1393081030879963,32.0,0.05668833814593704,26.0,-0.08261976494205925,0.09230769230769231,69,0.9420289855072463,0.08695652173913043
yummy,65,1.5091711167866264,259,0.45882123686867793,194,-1.0503498799179485,6.0,0.1393081030879963,22.0,0.038973232475331715,16.0,-0.10033487061266458,0.09230769230769231,67,0.9701492537313433,0.08955223880597014
unlawful,65,1.5091711167866264,208,0.36847419794859076,143,-1.1406969188380356,6.0,0.1393081030879963,33.0,0.05845984871299758,27.0,-0.08084825437499871,0.09230769230769231,70,0.9285714285714286,0.08571428571428572
legendary,65,1.5091711167866264,200,0.3543021134121065,135,-1.15486900337452,6.0,0.1393081030879963,23.0,0.04074474304239225,17.0,-0.09856336004560404,0.09230769230769231,66,0.9848484848484849,0.09090909090909091
introspective,65,1.5091711167866264,338,0.59877057166646,273,-0.9104005451201664,6.0,0.1393081030879963,30.0,0.053145317011815976,24.0,-0.08616278607618032,0.09230769230769231,69,0.9420289855072463,0.08695652173913043
empathetic,65,1.5091711167866264,316,0.5597973391911283,251,-0.9493737775954981,6.0,0.1393081030879963,34.0,0.0602313592800581,28.0,-0.0790767438079382,0.09230769230769231,66,0.9848484848484849,0.09090909090909091
crispy,65,1.5091711167866264,214,0.37910326135095396,149,-1.1300678554356725,6.0,0.1393081030879963,27.0,0.04783078531063438,21.0,-0.09147731777736191,0.09230769230769231,68,0.9558823529411765,0.08823529411764706
ridiculous,217,5.038309728349199,800,1.417208453648426,583,-3.6211012747007727,20.0,0.46436034362665424,85.0,0.15057839820014526,65.0,-0.31378194542650895,0.09216589861751152,218,0.9954128440366973,0.09174311926605505
