hit_id,context_group,colloc,adv,adj,sent_text,sent_id,adv_index,json_source,prev_sent,next_sent,corpus_segment,corpus,date,polarity,context,context_word,context_type,in_basic,line_in_source,year,context_overlap
nyt_eng_19950206_0311_14:41,outdated_input_file,as_wide,as,wide,"The current choice of systems boils down essentially to the unobtrusiveness of the 18-inch DSS dish , which users must purchase , vs. the lower up-front cost of leasing equipment and maintenance packages from Primestar , whose dishes are twice as wide .",nyt_eng_19950206_0311_14,41,,,,nyt_eng_19950206,Nyt1,1995-02-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,48648,1995,False
apw_eng_19990422_0857_18:19,neg-ext-nonsubj,as_widespread,as,widespread,"Transmission of HIV through sexual assault has been less studied , partly because rape and AIDS are not as widespread in Europe and the United States , where most research is carried out , Smith said .",apw_eng_19990422_0857_18,19,apw_eng_199904,"The United Nations AIDS program estimates that about 600,000 HIV infections are spread during childbirth worldwide , but no figures for South Africa were available .","The rape activists are demanding the government provide a three-drug cocktail of AZT , 3TC and a protease inhibitor Crixovan _ available for about 5,000 rand -LRB- dlrs 820 -RRB- on the private market for the entire treatment .",apw_eng_19990422,Apw,1999-04-22,negative,not_VP-adv,not,VP-adv,False,12644,1999,False
nyt_eng_19960404_0400_6:3,outdated_input_file,awe_inspiring,awe,inspiring,It was awe inspiring .,nyt_eng_19960404_0400_6,3,,,,nyt_eng_19960404,Nyt1,1996-04-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,184426,1996,False
nyt_eng_19961022_0540_27:5,outdated_input_file,awe_inspiring,awe,inspiring,"Even its slums are awe inspiring , if only because they are among the biggest , the oldest or the most dreadful .",nyt_eng_19961022_0540_27,5,,,,nyt_eng_19961022,Nyt1,1996-10-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,248753,1996,False
nyt_eng_19970624_0484_3:23,outdated_input_file,awfully_bullish,awfully,bullish,"-LBQ-  If we continue to have solid economic growth , and no signs that price inflation is picking up , that 's awfully bullish for the bond market and very bullish for stocks .  -RDQ-",nyt_eng_19970624_0484_3,23,,,,nyt_eng_19970624,Nyt1,1997-06-24,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,331191,1997,False
nyt_eng_19950608_0630_28:4,outdated_input_file,awfully_good,awfully,good,"-LBQ-  He 's awfully good at making it difficult for you to decipher what he means ,  -RDQ-  Dederick said .",nyt_eng_19950608_0630_28,4,,,,nyt_eng_19950608,Nyt1,1995-06-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,83699,1995,False
nyt_eng_19950315_0414_29:22,outdated_input_file,awfully_quiet,awfully,quiet,"-LBQ-  I 'm not in New York so maybe I 'm missing comments he 's making , but he 's been awfully quiet about the whole thing ,  -RDQ-  Mattingly said before going home to Indiana .",nyt_eng_19950315_0414_29,22,,,,nyt_eng_19950315,Nyt1,1995-03-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,58365,1995,False
nyt_eng_19941112_0181_10:10,outdated_input_file,basically_sound,basically,sound,"He also realized that a six-year-old house probably was basically sound , even though the pipes might have suffered damage if any water had frozen when the heat was off .",nyt_eng_19941112_0181_10,10,,,,nyt_eng_19941112,Nyt1,1994-11-12,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,29932,1994,False
nyt_eng_19980327_0110_8:11,outdated_input_file,becomingly_unaffected,becomingly,unaffected,"And Cross , who was eight during filming , is becomingly unaffected as the boy with a lot on his mind .",nyt_eng_19980327_0110_8,11,,,,nyt_eng_19980327,Nyt1,1998-03-27,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,425030,1998,False
nyt_eng_19960819_0258_16:16,outdated_input_file,bit_difficult,bit,difficult,"-LBQ-  We love the island because it is an island , because it is a bit difficult to reach .  -RDQ-",nyt_eng_19960819_0258_16,16,,,,nyt_eng_19960819,Nyt1,1996-08-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,226634,1996,False
nyt_eng_19970715_0065_4:10,outdated_input_file,bit_negative,bit,negative,"-LBQ-  Sentiment just in the short term is a bit negative ,  -RDQ-  said David Perry , head of research for Austock Brokers in Melbourne .",nyt_eng_19970715_0065_4,10,,,,nyt_eng_19970715,Nyt1,1997-07-15,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,338187,1997,False
nyt_eng_19940913_0033_45:5,outdated_input_file,bit_overwhelming,bit,overwhelming,"It was all a bit overwhelming for Mouel Kalib , 11 .",nyt_eng_19940913_0033_45,5,,,,nyt_eng_19940913,Nyt1,1994-09-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,16145,1994,False
nyt_eng_19970908_0191_51:5,outdated_input_file,bit_tangled,bit,tangled,They were both a bit tangled socially .  -RDQ-,nyt_eng_19970908_0191_51,5,,,,nyt_eng_19970908,Nyt1,1997-09-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,356749,1997,False
nyt_eng_19970905_0104_7:19,outdated_input_file,certainly_excited,certainly,excited,"-LBQ-  The Fox has identified enough time for us to do the four productions , and we 're certainly excited about that .  -RDQ-",nyt_eng_19970905_0104_7,19,,,,nyt_eng_19970905,Nyt1,1997-09-05,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,355863,1997,False
nyt_eng_19950310_0292_31:16,outdated_input_file,certainly_feature-loaded,certainly,feature-loaded,"The top of the line is the Chrysler Town and Country LXI , which is certainly feature-loaded but a little ostentatious .",nyt_eng_19950310_0292_31,16,,,,nyt_eng_19950310,Nyt1,1995-03-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,56902,1995,False
nyt_eng_19950122_0203_21:3,outdated_input_file,certainly_ready,certainly,ready,He 's certainly ready to make the next step .,nyt_eng_19950122_0203_21,3,,,,nyt_eng_19950122,Nyt1,1995-01-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,44697,1995,False
nyt_eng_19970604_0549_40:8,outdated_input_file,certainly_significant,certainly,significant,"-LBQ-  Blair 's endorsement by Oasis was certainly significant ,  -RDQ-  he says ,  -LBQ-  but he would be foolish to try to co-op it too much .",nyt_eng_19970604_0549_40,8,,,,nyt_eng_19970604,Nyt1,1997-06-04,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,324677,1997,False
nyt_eng_20051108_0182_31:24,neg-ext-nonsubj,certified_organic,certified,organic,"Milk from the Ronnybrook Farm Dairy in the Hudson Valley , which is sold in bottles at Manhattan 's greenmarkets , is not certified organic .",nyt_eng_20051108_0182_31,24,nyt_eng_200511,"First , weigh the importance of the organic label .","The dairy uses no artificial growth hormones , but it treats sick animals with antibiotics .",nyt_eng_20051108,Nyt2,2005-11-08,negative,not_VP-adv,not,VP-adv,False,3315,2005,False
nyt_eng_19941101_0040_20:4,outdated_input_file,chock_full,chock,full,It is just chock full of stuff that you really never have an opportunity to throw into the fray .,nyt_eng_19941101_0040_20,4,,,,nyt_eng_19941101,Nyt1,1994-11-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,27317,1994,False
nyt_eng_19970421_0556_35:10,outdated_input_file,chock_full,chock,full,"The Hologram Co. , Ghirardelli Square _ It 's chock full of amusing , amazing images that move as you walk past them  -COL-  a finger that beckons , a shark that leaps out at you , a ballerina pirouetting , a woman sipping wine .",nyt_eng_19970421_0556_35,10,,,,nyt_eng_19970421,Nyt1,1997-04-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,309395,1997,False
nyt_eng_19940923_0289_29:10,outdated_input_file,chronically_high,chronically,high,"Its unemployment rate , at 15 percent , is chronically high , even by European standards .",nyt_eng_19940923_0289_29,10,,,,nyt_eng_19940923,Nyt1,1994-09-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,18747,1994,False
nyt_eng_19980131_0091_48:44,outdated_input_file,clearly_apprehensive,clearly,apprehensive,"-LBQ-  We think the entry of U.S. banks and other financial institutions into Korea is just a sign of the times ,  -RDQ-  said Choo Won Suh , chairman of the Korea Federation of Bank and Financial Labor Unions , although he is clearly apprehensive .",nyt_eng_19980131_0091_48,44,,,,nyt_eng_19980131,Nyt1,1998-01-31,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,408463,1998,False
nyt_eng_19940820_0145_6:16,outdated_input_file,clearly_pleased,clearly,pleased,"But , despite what they saw as a rather technical reprimand , university officials were clearly pleased that the ruling did not require them to admit the plaintiffs .",nyt_eng_19940820_0145_6,16,,,,nyt_eng_19940820,Nyt1,1994-08-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,11150,1994,False
nyt_eng_19960608_0013_39:19,outdated_input_file,clearly_pleased,clearly,pleased,"Chavez 's only response was to call Rivero a  -LBQ-  traitor ,  -RDQ-  and De La Hoya was clearly pleased to gain a new voice Frdiay night .",nyt_eng_19960608_0013_39,19,,,,nyt_eng_19960608,Nyt1,1996-06-08,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,207113,1996,False
nyt_eng_19970512_0235_9:36,outdated_input_file,clearly_relevant,clearly,relevant,"Although a judge had ruled that Johnson 's statements were significant to the grand jury investigation , the appeals court said her rights were not violated because all the evidence shows her testimony was so clearly relevant to the drug and money-laundering probe that any reasonable jury would have agreed with the judge 's conclusion .",nyt_eng_19970512_0235_9,36,,,,nyt_eng_19970512,Nyt1,1997-05-12,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,316506,1997,False
nyt_eng_20011216_0133_7:8,neg-ext-nonsubj,clearly_satirical,clearly,satirical,"But the play , which is never clearly satirical , nonetheless creates a standard of cynical behavior that makes most of the characters seem otherworldly .",nyt_eng_20011216_0133_7,8,nyt_eng_200112,"It 's a nice idea , on the side of a good thing .","The exception is Sunny Goldfarb , a graduate student in psychology whose persistent gripe is that people seem to disdain her for no reason .",nyt_eng_20011216,Nyt2,2001-12-16,negative,never_VP-adv,never,VP-adv,False,858,2001,False
nyt_eng_19950427_0420_44:10,outdated_input_file,clearly_visible,clearly,visible,"On floors four through nine , file cabinets are clearly visible -- some upright and seemingly undented , others upside down and smashed .",nyt_eng_19950427_0420_44,10,,,,nyt_eng_19950427,Nyt1,1995-04-27,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,70808,1995,False
nyt_eng_20040810_0115_43:22,neg-ext-nonsubj,commercially_fished,commercially,fished,"The problem , said Joey Maniscalco , who handles restaurant accounts for Wild Edibles , is that bluefish usually are n't commercially fished .",nyt_eng_20040810_0115_43,22,nyt_eng_200408,His are ice-brined -- submerged in slush the moment they 're reeled in .,"Recreational catches have traditionally outpaced commercial catches , which are often only available when trapped in trawlers with striped bass and fluke .",nyt_eng_20040810,Nyt2,2004-08-10,negative,not_VP-adv,not,VP-adv,False,14130,2004,False
nyt_eng_19950726_0493_46:12,outdated_input_file,completely_clean,completely,clean,-LBQ-  It is our arrogance to assume that we can be completely clean .  -RDQ-,nyt_eng_19950726_0493_46,12,,,,nyt_eng_19950726,Nyt1,1995-07-26,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,99194,1995,False
nyt_eng_19970501_0051_26:6,outdated_input_file,completely_dilapidated,completely,dilapidated,"-LBQ-  Unless the house is completely dilapidated , abatement is usually more risk than it 's worth because it generates a lot of dust ,  -RDQ-  says Stephen Weil of the National Lead Abatement Council .",nyt_eng_19970501_0051_26,6,,,,nyt_eng_19970501,Nyt1,1997-05-01,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,312799,1997,False
nyt_eng_19970421_0740_2:29,outdated_input_file,completely_false,completely,false,"Yesterday , however , a Scios spokeswoman told me the company still has the support of Wisconsin , and that the press release issued by Jacks was  -LBQ-  completely false .  -RDQ-",nyt_eng_19970421_0740_2,29,,,,nyt_eng_19970421,Nyt1,1997-04-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,309518,1997,False
nyt_eng_19940719_0152_22:47,outdated_input_file,completely_free,completely,free,"Good news , Part II  -COL-  Remember the stories 10 years ago about the horrible polluting pulp mills at Humboldt Bay near Eureka ? Well , Louisiana Pacific has spent millions upgrading , and now has the first pulp mill in America with wastewater that is completely free of chlorine and dioxin , an example of how to do something right .",nyt_eng_19940719_0152_22,47,,,,nyt_eng_19940719,Nyt1,1994-07-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,3968,1994,False
nyt_eng_19970323_0099_30:16,outdated_input_file,completely_insane,completely,insane,Did I get the right shoes ? Does black go with blue ? It 's completely insane .  -RDQ-,nyt_eng_19970323_0099_30,16,,,,nyt_eng_19970323,Nyt1,1997-03-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,299401,1997,False
nyt_eng_20001122_0024_3:13,neg-ext-nonsubj,completely_perforated,completely,perforated,The dimpled ballots _ punch-card ballots where the presidential choice is not completely perforated but contains an indentation that the Democrats say shows the voter 's intended choice _ are the most bitterly contested aspect of the manual recounts now being conducted in three heavily Democratic counties in South Florida .,nyt_eng_20001122_0024_3,13,nyt_eng_200011,"Without those ballots , known also as dimpled ballots , these strategists conceded , Gore was likely to fall short of the votes needed to defeat Gov. George W. Bush in Florida .","By their count , Gore aides said that if indented ballots were included , they would erase the 930-vote official lead held by Bush and win Florida 's decisive 25 electoral votes .",nyt_eng_20001122,Nyt2,2000-11-22,negative,not_VP-adv,not,VP-adv,False,74133,2000,False
apw_eng_20070202_1687_23:5,neg-ext-nonsubj,completely_sure,completely,sure,"-LBQ-  I 'm not completely sure how a natural gas cartel would work anyway ,  -RDQ-  Kingston said .",apw_eng_20070202_1687_23,5,apw_eng_200702,"Natural gas prices settled at $ 7.476 per 1,000 cubic feet , down 5.4 cents .",-LBQ-  Natural gas is a series of isolated gas grids .,apw_eng_20070202,Apw,2007-02-02,negative,not_VP-adv,not,VP-adv,False,50280,2007,False
nyt_eng_19960813_0191_8:24,outdated_input_file,consistently_unprofitable,consistently,unprofitable,"Elbit 's TV operation , which produces sets under the Elbit name in Israel and under private labels in Europe , has been consistently unprofitable .",nyt_eng_19960813_0191_8,24,,,,nyt_eng_19960813,Nyt1,1996-08-13,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,224787,1996,False
nyt_eng_19960607_0775_1:18,outdated_input_file,conspicuously_absent,conspicuously,absent,"Mayor Willie Brown , the city 's three gay supervisors and a lesbian Assembly member will be conspicuously absent on Sunday when President Clinton campaigns in San Francisco .",nyt_eng_19960607_0775_1,18,,,,nyt_eng_19960607,Nyt1,1996-06-07,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,207074,1996,False
nyt_eng_19971022_0891_12:13,outdated_input_file,constantly_vigilant,constantly,vigilant,"John Russell , a Justice spokesman , said ,  -LBQ-  We 're constantly vigilant with the consent decree and feel as if it 's meeting its purpose .  -RDQ-",nyt_eng_19971022_0891_12,13,,,,nyt_eng_19971022,Nyt1,1997-10-22,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,373306,1997,False
nyt_eng_19951109_0231_6:6,outdated_input_file,correspondingly_thick,correspondingly,thick,"The characters ' accents are correspondingly thick , so that  -LBQ-  cornbread  -RDQ-  becomes almost one long vowel .",nyt_eng_19951109_0231_6,6,,,,nyt_eng_19951109,Nyt1,1995-11-09,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,134276,1995,False
nyt_eng_20021210_0224_41:5,neg-ext-nonsubj,critically_injured,critically,injured,"Although he was not critically injured , Duarte also had to wait for treatment until Ruiz was available .",nyt_eng_20021210_0224_41,5,nyt_eng_200212,"Ruiz 's next patient was Hugo Miguel Duarte , 44 , who had been hit by a car .","-LBQ-  If a person ca n't express their needs properly , and people are going off hand gestures and such , anything could occur ,  -RDQ-  said Ruiz , who has been a hospital translator for two years .",nyt_eng_20021210,Nyt2,2002-12-10,negative,not_VP-adv,not,VP-adv,False,6417,2002,False
apw_eng_20031002_0708_5:6,neg-ext-subj,currently_active,currently,active,"None of the men are currently active in the priesthood and several are dead , Anderson and archdiocese officials said .",apw_eng_20031002_0708_5,6,apw_eng_200310,The list also included the parishes they were assigned to .,"Stanley Cwikla , 62 , said he was 14 when a priest abused him .",apw_eng_20031002,Apw,2003-10-02,negative,none_subj-NP,none,subj-NP,False,72,2003,False
nyt_eng_19971110_0639_16:14,outdated_input_file,currently_popular,currently,popular,Chevron 's Techron cars and Jack in the Box antenna-ball heads are both currently popular .,nyt_eng_19971110_0639_16,14,,,,nyt_eng_19971110,Nyt1,1997-11-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,380211,1997,False
nyt_eng_19970418_0033_35:12,outdated_input_file,currently_unfilled,currently,unfilled,The number two and three slots at the Justice Department are currently unfilled .,nyt_eng_19970418_0033_35,12,,,,nyt_eng_19970418,Nyt1,1997-04-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,308362,1997,False
nyt_eng_19970218_0749_10:8,outdated_input_file,currently_unknown,currently,unknown,"-LBQ-  The validity of this threat is currently unknown ,  -RDQ-  the message said .",nyt_eng_19970218_0749_10,8,,,,nyt_eng_19970218,Nyt1,1997-02-18,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,288317,1997,False
nyt_eng_19950626_0445_76:7,outdated_input_file,damn_rich,damn,rich,"-LBQ-  People think he 's so damn rich that he 'll just say , ` The hell with it ,  -RDQ-  ' says Mitchell .",nyt_eng_19950626_0445_76,7,,,,nyt_eng_19950626,Nyt1,1995-06-26,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,89428,1995,False
nyt_eng_19950328_0224_25:4,outdated_input_file,damn_short,damn,short,Life 's too damn short and serendipitous .,nyt_eng_19950328_0224_25,4,,,,nyt_eng_19950328,Nyt1,1995-03-28,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,61795,1995,False
nyt_eng_19970821_0629_28:10,outdated_input_file,dangerously_adventurous,dangerously,adventurous,"Where Al is painfully cautious , the Kid is dangerously adventurous .",nyt_eng_19970821_0629_28,10,,,,nyt_eng_19970821,Nyt1,1997-08-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,351028,1997,False
nyt_eng_19950120_0325_13:13,outdated_input_file,dangerously_low,dangerously,low,Prison guards and the Board of Correction say that staffing levels are dangerously low .,nyt_eng_19950120_0325_13,13,,,,nyt_eng_19950120,Nyt1,1995-01-20,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,44262,1995,False
nyt_eng_19950210_0328_34:13,outdated_input_file,dead_ready,dead,ready,"I think what happens when a horse bounces is that he is dead ready , and then you ask him for more .",nyt_eng_19950210_0328_34,13,,,,nyt_eng_19950210,Nyt1,1995-02-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,49952,1995,False
nyt_eng_19950603_0135_11:3,outdated_input_file,deathly_afraid,deathly,afraid,They were deathly afraid that the hotel was on fire .,nyt_eng_19950603_0135_11,3,,,,nyt_eng_19950603,Nyt1,1995-06-03,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,81738,1995,False
nyt_eng_19980506_0300_7:7,outdated_input_file,decidedly_french,decidedly,french,The market 's other accent was decidedly French .,nyt_eng_19980506_0300_7,7,,,,nyt_eng_19980506,Nyt1,1998-05-06,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,436046,1998,False
nyt_eng_19950510_0238_7:6,outdated_input_file,decidedly_nonrepresentational,decidedly,nonrepresentational,"Ms. Albers 's work was decidedly nonrepresentational , but what the two weavers share is an adherence to ideals that brought modern and Scandinavian esthetics to the fore .",nyt_eng_19950510_0238_7,6,,,,nyt_eng_19950510,Nyt1,1995-05-10,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,74588,1995,False
nyt_eng_19971023_0390_5:9,outdated_input_file,deeply_conflicted,deeply,conflicted,"Young people who feel the orientation are often deeply conflicted about engaging in the activity ; it was to them that the Society for Law , Life & Religion directed its message .",nyt_eng_19971023_0390_5,9,,,,nyt_eng_19971023,Nyt1,1997-10-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,373532,1997,False
nyt_eng_19950617_0147_9:26,outdated_input_file,deeply_disheartening,deeply,disheartening,"-LBQ-  Really ,  -RDQ-  said a British official ,  -LBQ-  the inability of the United States to speak with one voice on these things is deeply disheartening , especially to those of us who look to Washington for leadership .",nyt_eng_19950617_0147_9,26,,,,nyt_eng_19950617,Nyt1,1995-06-17,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,86662,1995,False
nyt_eng_19960731_0672_2:4,outdated_input_file,deeply_dismayed,deeply,dismayed,"-LBQ-  We 're deeply dismayed and keenly disappointed that Congress would pass this law and that the president would sign it ,  -RDQ-  said Hugh Price , the president of the National Urban League .",nyt_eng_19960731_0672_2,4,,,,nyt_eng_19960731,Nyt1,1996-07-31,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,221203,1996,False
nyt_eng_19970805_0628_9:4,outdated_input_file,definitely_satisfying,definitely,satisfying,"-LBQ-  It 's definitely satisfying to show people that I can come back from adversity ,  -RDQ-  Johnson said after defeating Davis Kamoga of Uganda -LRB- 44.37 -RRB- and Tyree Washington of the United States -LRB- 44.39 -RRB- .",nyt_eng_19970805_0628_9,4,,,,nyt_eng_19970805,Nyt1,1997-08-05,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,345696,1997,False
nyt_eng_20010806_0004_3:12,neg-ext-nonsubj,directly_comparable,directly,comparable,"Many characteristics , like income and poverty statistics , are not directly comparable to similar data from the 1990 or 2000 censuses .",nyt_eng_20010806_0004_3,12,nyt_eng_200108,"The survey included only residential households and excluded troops in military barracks , students in college dormitories and people in other group quarters .","For example , nearly 48 percent of Hispanics responding to the 2000 census identified themselves as white and 42 percent said they were  -LBQ-  some other race .  -RDQ-",nyt_eng_20010806,Nyt2,2001-08-06,negative,not_VP-adv,not,VP-adv,False,19396,2001,False
apw_eng_20000324_0066_27:11,neg-ext-nonsubj,directly_comparable,directly,comparable,Bush 's proposal and the congressional tax cut are not directly comparable because they cover different five-year periods .,apw_eng_20000324_0066_27,11,apw_eng_200003,"As they did when Kasich pushed the plan through his committee last week , Republicans blocked a Democratic effort to force a vote on the $ 483 billion , five-year tax cut Bush has proposed .","Nonetheless , the Bush plan would eat into Social Security surpluses as projected by Congress , and few Republicans would be comfortable voting to do that .",apw_eng_20000324,Apw,2000-03-24,negative,not_VP-adv,not,VP-adv,False,71712,2000,False
nyt_eng_20070926_0183_25:30,neg-ext-nonsubj,directly_responsible,directly,responsible,"Derrick Battiste , who works at the Hamtramck plant and intends to retire in three years , said he did not like the idea that GM would not be directly responsible for providing health care for its workers .",nyt_eng_20070926_0183_25,30,nyt_eng_200709,He called the 41-hour walkout  -LBQ-  a perfect token strike  -RDQ-  aimed at making workers think the deal is better than it is .,"-LBQ-  That 's a messed-up situation ,  -RDQ-  Battiste said .",nyt_eng_20070926,Nyt2,2007-09-26,negative,not_VP-adv,not,VP-adv,False,36603,2007,False
nyt_eng_19970202_0247_13:22,outdated_input_file,double_dipping,double,dipping,"But about five years ago , the city comptroller 's office said the former officers and other city employees were  -LBQ-  double dipping ,  -RDQ-  and ordered the Board of Education to deny waivers to anyone whose job could be filled by a less-expensive qualified teacher .",nyt_eng_19970202_0247_13,22,,,,nyt_eng_19970202,Nyt1,1997-02-02,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,282735,1997,False
nyt_eng_19960426_0304_95:5,outdated_input_file,doubly_cruel,doubly,cruel,I think that is doubly cruel .  -RDQ-,nyt_eng_19960426_0304_95,5,,,,nyt_eng_19960426,Nyt1,1996-04-26,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,192136,1996,False
nyt_eng_19971223_0803_28:3,outdated_input_file,down_league-wide,down,league-wide,"Sellouts are down league-wide , ratings are down for Hockey Night in Canada and the Carolina Hurricanes ca n't draw a crowd even when they give away a car every game .",nyt_eng_19971223_0803_28,3,,,,nyt_eng_19971223,Nyt1,1997-12-23,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,395811,1997,False
nyt_eng_19980121_0572_14:5,outdated_input_file,downright_amazing,downright,amazing,"Steichen 's career was downright amazing , and not only for its extraordinary length .",nyt_eng_19980121_0572_14,5,,,,nyt_eng_19980121,Nyt1,1998-01-21,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,405041,1998,False
nyt_eng_19971229_0239_9:3,outdated_input_file,downright_friendly,downright,friendly,They are downright friendly .,nyt_eng_19971229_0239_9,3,,,,nyt_eng_19971229,Nyt1,1997-12-29,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,397076,1997,False
nyt_eng_20080925_0196_17:19,neg-ext-nonsubj,dramatically_different,dramatically,different,"If the rocks are as old as claimed , the significance would be that  -LBQ-  they 're not dramatically different from rocks you would find today in Japan or places like that ,  -RDQ-  Carlson said .",nyt_eng_20080925_0196_17,19,nyt_eng_200809,-LBQ-  The interpretation of the age is less certain .  -RDQ-,"In fact , their chemical signature looks most similar to ocean floor that has been pulled under continents , Carlson said .",nyt_eng_20080925,Nyt2,2008-09-25,negative,not_VP-adv,not,VP-adv,False,55810,2008,False
nyt_eng_19961217_0347_9:3,outdated_input_file,drop-dead_gorgeous,drop-dead,gorgeous,They 're drop-dead gorgeous .  -RDQ-,nyt_eng_19961217_0347_9,3,,,,nyt_eng_19961217,Nyt1,1996-12-17,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,267437,1996,False
nyt_eng_19960219_0148_43:5,outdated_input_file,earnestly_offbeat,earnestly,offbeat,And it can be earnestly offbeat .,nyt_eng_19960219_0148_43,5,,,,nyt_eng_19960219,Nyt1,1996-02-19,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,168003,1996,False
nyt_eng_20100302_0004_18:25,neg-ext-nonsubj,easily_achievable,easily,achievable,"-LBQ-  There is a lot of emotionalism built into this debate ,  -RDQ-  Maron said ,  -LBQ-  and the solutions to it are not easily achievable .  -RDQ-",nyt_eng_20100302_0004_18,25,nyt_eng_201003,"And , he said , the large number of false positives that come with such testing could spark lawsuits from parents whose children were disqualified from competition pending further screenings .",Maron led a 2007 American Heart Association study that concluded it would cost about $ 2 billion annually to screen and evaluate ECG results of the 10 million Americans who compete in high school and middle school sports .,nyt_eng_20100302,Nyt2,2010-03-02,negative,not_VP-adv,not,VP-adv,False,77701,2010,False
nyt_eng_19940912_0281_30:10,neg-ext-nonsubj,easily_discernible,easily,discernible,"Sometimes , the amounts in the water are not easily discernible , but they become more concentrated in the fish .",nyt_eng_19940912_0281_30,10,nyt_eng_199409,"Although the fish may not die from the levels of toxics , they allow the metals to be detected in laboratory tests , he said .","Those fish would not be sold for food , Drenner said .",nyt_eng_19940912,Nyt1,1994-09-12,negative,not_VP-adv,not,VP-adv,True,66358,1994,False
nyt_eng_19960829_0463_8:29,outdated_input_file,economically_fit,economically,fit,"The Federal Aviation Administration said that ValuJet has now corrected its safety deficiencies , and the U.S. Department of Transportation followed with a statement saying the carrier is economically fit .",nyt_eng_19960829_0463_8,29,,,,nyt_eng_19960829,Nyt1,1996-08-29,positive,be-ADV-ADJ_positive,be-ADV-ADJ,basic,True,230256,1996,False
nyt_eng_20020819_0033_31:14,neg-ext-nonsubj,economically_sustainable,economically,sustainable,"He added that the top rates paid by its competitors are  -LBQ-  not economically sustainable _ period ,  -RDQ-  he said .",nyt_eng_20020819_0033_31,14,nyt_eng_200208,"Continental will have to pay workers higher wages , though not approaching the industry highs , said Higgins .","Last week 's events were viewed by some as the airline business throwing down the gauntlet , to convince the unions just how bad things are .",nyt_eng_20020819,Nyt2,2002-08-19,negative,not_VP-adv,not,VP-adv,False,14844,2002,False
