sentences, pos, scale_type
It was not extremely strong. It was slightly weak., adj, rel
It was slightly weak. It was not extremely strong., adj, rel
It was not extremely strong. It was extremely weak., adj, rel
It was extremely weak. It was not extremely strong., adj, rel
It was not extremely strong. It was weak., adj, rel
It was weak. It was not extremely strong., adj, rel
It was not extremely strong. It was not extremely weak., adj, rel
It was not extremely strong. It was not weak., adj, rel
It was not strong. It was slightly weak., adj, rel
It was slightly weak. It was not strong., adj, rel
It was not strong. It was extremely weak., adj, rel
It was extremely weak. It was not strong., adj, rel
It was not strong. It was weak., adj, rel
It was weak. It was not strong., adj, rel
It was not strong. It was not extremely weak., adj, rel
It was not strong. It was not weak., adj, rel
It was not extremely strong. It was slightly strong., adj, rel
It was slightly strong. It was not extremely strong., adj, rel
It was slightly strong. It was not extremely strong but it was not weak either., adj, rel
It was slightly strong. It was not weak but it was not extremely strong either., adj, rel
It was not extremely strong but it was not weak either. It was slightly strong., adj, rel
It was not weak but it was not extremely strong either. It was slightly strong., adj, rel
It was not extremely weak. It was slightly strong., adj, rel
It was slightly strong. It was not extremely weak., adj, rel
It was not extremely weak. It was extremely strong., adj, rel
It was extremely strong. It was not extremely weak., adj, rel
It was not extremely weak. It was strong., adj, rel
It was strong. It was not extremely weak., adj, rel
It was not extremely weak. It was not extremely strong., adj, rel
It was not extremely weak. It was not strong., adj, rel
It was not weak. It was slightly strong., adj, rel
It was slightly strong. It was not weak., adj, rel
It was not weak. It was extremely strong., adj, rel
It was extremely strong. It was not weak., adj, rel
It was not weak. It was strong., adj, rel
It was strong. It was not weak., adj, rel
It was not weak. It was not extremely strong., adj, rel
It was not weak. It was not strong., adj, rel
It was not extremely weak. It was slightly weak., adj, rel
It was slightly weak. It was not extremely weak., adj, rel
It was slightly weak. It was not extremely weak but it was not strong either., adj, rel
It was slightly weak. It was not strong but it was not extremely weak either., adj, rel
It was not extremely weak but it was not strong either. It was slightly weak., adj, rel
It was not strong but it was not extremely weak either. It was slightly weak., adj, rel
It was not extremely fast. It was slightly slow., adj, rel
It was slightly slow. It was not extremely fast., adj, rel
It was not extremely fast. It was extremely slow., adj, rel
It was extremely slow. It was not extremely fast., adj, rel
It was not extremely fast. It was slow., adj, rel
It was slow. It was not extremely fast., adj, rel
It was not extremely fast. It was not extremely slow., adj, rel
It was not extremely fast. It was not slow., adj, rel
It was not fast. It was slightly slow., adj, rel
It was slightly slow. It was not fast., adj, rel
It was not fast. It was extremely slow., adj, rel
It was extremely slow. It was not fast., adj, rel
It was not fast. It was slow., adj, rel
It was slow. It was not fast., adj, rel
It was not fast. It was not extremely slow., adj, rel
It was not fast. It was not slow., adj, rel
It was not extremely fast. It was slightly fast., adj, rel
It was slightly fast. It was not extremely fast., adj, rel
It was slightly fast. It was not extremely fast but it was not slow either., adj, rel
It was slightly fast. It was not slow but it was not extremely fast either., adj, rel
It was not extremely fast but it was not slow either. It was slightly fast., adj, rel
It was not slow but it was not extremely fast either. It was slightly fast., adj, rel
It was not extremely slow. It was slightly fast., adj, rel
It was slightly fast. It was not extremely slow., adj, rel
It was not extremely slow. It was extremely fast., adj, rel
It was extremely fast. It was not extremely slow., adj, rel
It was not extremely slow. It was fast., adj, rel
It was fast. It was not extremely slow., adj, rel
It was not extremely slow. It was not extremely fast., adj, rel
It was not extremely slow. It was not fast., adj, rel
It was not slow. It was slightly fast., adj, rel
It was slightly fast. It was not slow., adj, rel
It was not slow. It was extremely fast., adj, rel
It was extremely fast. It was not slow., adj, rel
It was not slow. It was fast., adj, rel
It was fast. It was not slow., adj, rel
It was not slow. It was not extremely fast., adj, rel
It was not slow. It was not fast., adj, rel
It was not extremely slow. It was slightly slow., adj, rel
It was slightly slow. It was not extremely slow., adj, rel
It was slightly slow. It was not extremely slow but it was not fast either., adj, rel
It was slightly slow. It was not fast but it was not extremely slow either., adj, rel
It was not extremely slow but it was not fast either. It was slightly slow., adj, rel
It was not fast but it was not extremely slow either. It was slightly slow., adj, rel
It was not extremely smart. It was slightly dumb., adj, rel
It was slightly dumb. It was not extremely smart., adj, rel
It was not extremely smart. It was extremely dumb., adj, rel
It was extremely dumb. It was not extremely smart., adj, rel
It was not extremely smart. It was dumb., adj, rel
It was dumb. It was not extremely smart., adj, rel
It was not extremely smart. It was not extremely dumb., adj, rel
It was not extremely smart. It was not dumb., adj, rel
It was not smart. It was slightly dumb., adj, rel
It was slightly dumb. It was not smart., adj, rel
It was not smart. It was extremely dumb., adj, rel
It was extremely dumb. It was not smart., adj, rel
It was not smart. It was dumb., adj, rel
It was dumb. It was not smart., adj, rel
It was not smart. It was not extremely dumb., adj, rel
It was not smart. It was not dumb., adj, rel
It was not extremely smart. It was slightly smart., adj, rel
It was slightly smart. It was not extremely smart., adj, rel
It was slightly smart. It was not extremely smart but it was not dumb either., adj, rel
It was slightly smart. It was not dumb but it was not extremely smart either., adj, rel
It was not extremely smart but it was not dumb either. It was slightly smart., adj, rel
It was not dumb but it was not extremely smart either. It was slightly smart., adj, rel
It was not extremely dumb. It was slightly smart., adj, rel
It was slightly smart. It was not extremely dumb., adj, rel
It was not extremely dumb. It was extremely smart., adj, rel
It was extremely smart. It was not extremely dumb., adj, rel
It was not extremely dumb. It was smart., adj, rel
It was smart. It was not extremely dumb., adj, rel
It was not extremely dumb. It was not extremely smart., adj, rel
It was not extremely dumb. It was not smart., adj, rel
It was not dumb. It was slightly smart., adj, rel
It was slightly smart. It was not dumb., adj, rel
It was not dumb. It was extremely smart., adj, rel
It was extremely smart. It was not dumb., adj, rel
It was not dumb. It was smart., adj, rel
It was smart. It was not dumb., adj, rel
It was not dumb. It was not extremely smart., adj, rel
It was not dumb. It was not smart., adj, rel
It was not extremely dumb. It was slightly dumb., adj, rel
It was slightly dumb. It was not extremely dumb., adj, rel
It was slightly dumb. It was not extremely dumb but it was not smart either., adj, rel
It was slightly dumb. It was not smart but it was not extremely dumb either., adj, rel
It was not extremely dumb but it was not smart either. It was slightly dumb., adj, rel
It was not smart but it was not extremely dumb either. It was slightly dumb., adj, rel
It was not extremely brilliant. It was slightly idiotic., adj, rel
It was slightly idiotic. It was not extremely brilliant., adj, rel
It was not extremely brilliant. It was extremely idiotic., adj, rel
It was extremely idiotic. It was not extremely brilliant., adj, rel
It was not extremely brilliant. It was idiotic., adj, rel
It was idiotic. It was not extremely brilliant., adj, rel
It was not extremely brilliant. It was not extremely idiotic., adj, rel
It was not extremely brilliant. It was not idiotic., adj, rel
It was not brilliant. It was slightly idiotic., adj, rel
It was slightly idiotic. It was not brilliant., adj, rel
It was not brilliant. It was extremely idiotic., adj, rel
It was extremely idiotic. It was not brilliant., adj, rel
It was not brilliant. It was idiotic., adj, rel
It was idiotic. It was not brilliant., adj, rel
It was not brilliant. It was not extremely idiotic., adj, rel
It was not brilliant. It was not idiotic., adj, rel
It was not extremely brilliant. It was slightly brilliant., adj, rel
It was slightly brilliant. It was not extremely brilliant., adj, rel
It was slightly brilliant. It was not extremely brilliant but it was not idiotic either., adj, rel
It was slightly brilliant. It was not idiotic but it was not extremely brilliant either., adj, rel
It was not extremely brilliant but it was not idiotic either. It was slightly brilliant., adj, rel
It was not idiotic but it was not extremely brilliant either. It was slightly brilliant., adj, rel
It was not extremely idiotic. It was slightly brilliant., adj, rel
It was slightly brilliant. It was not extremely idiotic., adj, rel
It was not extremely idiotic. It was extremely brilliant., adj, rel
It was extremely brilliant. It was not extremely idiotic., adj, rel
It was not extremely idiotic. It was brilliant., adj, rel
It was brilliant. It was not extremely idiotic., adj, rel
It was not extremely idiotic. It was not extremely brilliant., adj, rel
It was not extremely idiotic. It was not brilliant., adj, rel
It was not idiotic. It was slightly brilliant., adj, rel
It was slightly brilliant. It was not idiotic., adj, rel
It was not idiotic. It was extremely brilliant., adj, rel
It was extremely brilliant. It was not idiotic., adj, rel
It was not idiotic. It was brilliant., adj, rel
It was brilliant. It was not idiotic., adj, rel
It was not idiotic. It was not extremely brilliant., adj, rel
It was not idiotic. It was not brilliant., adj, rel
It was not extremely idiotic. It was slightly idiotic., adj, rel
It was slightly idiotic. It was not extremely idiotic., adj, rel
It was slightly idiotic. It was not extremely idiotic but it was not brilliant either., adj, rel
It was slightly idiotic. It was not brilliant but it was not extremely idiotic either., adj, rel
It was not extremely idiotic but it was not brilliant either. It was slightly idiotic., adj, rel
It was not brilliant but it was not extremely idiotic either. It was slightly idiotic., adj, rel
It was not extremely interesting. It was slightly boring., adj, rel
It was slightly boring. It was not extremely interesting., adj, rel
It was not extremely interesting. It was extremely boring., adj, rel
It was extremely boring. It was not extremely interesting., adj, rel
It was not extremely interesting. It was boring., adj, rel
It was boring. It was not extremely interesting., adj, rel
It was not extremely interesting. It was not extremely boring., adj, rel
It was not extremely interesting. It was not boring., adj, rel
It was not interesting. It was slightly boring., adj, rel
It was slightly boring. It was not interesting., adj, rel
It was not interesting. It was extremely boring., adj, rel
It was extremely boring. It was not interesting., adj, rel
It was not interesting. It was boring., adj, rel
It was boring. It was not interesting., adj, rel
It was not interesting. It was not extremely boring., adj, rel
It was not interesting. It was not boring., adj, rel
It was not extremely interesting. It was slightly interesting., adj, rel
It was slightly interesting. It was not extremely interesting., adj, rel
It was slightly interesting. It was not extremely interesting but it was not boring either., adj, rel
It was slightly interesting. It was not boring but it was not extremely interesting either., adj, rel
It was not extremely interesting but it was not boring either. It was slightly interesting., adj, rel
It was not boring but it was not extremely interesting either. It was slightly interesting., adj, rel
It was not extremely boring. It was slightly interesting., adj, rel
It was slightly interesting. It was not extremely boring., adj, rel
It was not extremely boring. It was extremely interesting., adj, rel
It was extremely interesting. It was not extremely boring., adj, rel
It was not extremely boring. It was interesting., adj, rel
It was interesting. It was not extremely boring., adj, rel
It was not extremely boring. It was not extremely interesting., adj, rel
It was not extremely boring. It was not interesting., adj, rel
It was not boring. It was slightly interesting., adj, rel
It was slightly interesting. It was not boring., adj, rel
It was not boring. It was extremely interesting., adj, rel
It was extremely interesting. It was not boring., adj, rel
It was not boring. It was interesting., adj, rel
It was interesting. It was not boring., adj, rel
It was not boring. It was not extremely interesting., adj, rel
It was not boring. It was not interesting., adj, rel
It was not extremely boring. It was slightly boring., adj, rel
It was slightly boring. It was not extremely boring., adj, rel
It was slightly boring. It was not extremely boring but it was not interesting either., adj, rel
It was slightly boring. It was not interesting but it was not extremely boring either., adj, rel
It was not extremely boring but it was not interesting either. It was slightly boring., adj, rel
It was not interesting but it was not extremely boring either. It was slightly boring., adj, rel
It was not extremely rich. It was slightly poor., adj, rel
It was slightly poor. It was not extremely rich., adj, rel
It was not extremely rich. It was extremely poor., adj, rel
It was extremely poor. It was not extremely rich., adj, rel
It was not extremely rich. It was poor., adj, rel
It was poor. It was not extremely rich., adj, rel
It was not extremely rich. It was not extremely poor., adj, rel
It was not extremely rich. It was not poor., adj, rel
It was not rich. It was slightly poor., adj, rel
It was slightly poor. It was not rich., adj, rel
It was not rich. It was extremely poor., adj, rel
It was extremely poor. It was not rich., adj, rel
It was not rich. It was poor., adj, rel
It was poor. It was not rich., adj, rel
It was not rich. It was not extremely poor., adj, rel
It was not rich. It was not poor., adj, rel
It was not extremely rich. It was slightly rich., adj, rel
It was slightly rich. It was not extremely rich., adj, rel
It was slightly rich. It was not extremely rich but it was not poor either., adj, rel
It was slightly rich. It was not poor but it was not extremely rich either., adj, rel
It was not extremely rich but it was not poor either. It was slightly rich., adj, rel
It was not poor but it was not extremely rich either. It was slightly rich., adj, rel
It was not extremely poor. It was slightly rich., adj, rel
It was slightly rich. It was not extremely poor., adj, rel
It was not extremely poor. It was extremely rich., adj, rel
It was extremely rich. It was not extremely poor., adj, rel
It was not extremely poor. It was rich., adj, rel
It was rich. It was not extremely poor., adj, rel
It was not extremely poor. It was not extremely rich., adj, rel
It was not extremely poor. It was not rich., adj, rel
It was not poor. It was slightly rich., adj, rel
It was slightly rich. It was not poor., adj, rel
It was not poor. It was extremely rich., adj, rel
It was extremely rich. It was not poor., adj, rel
It was not poor. It was rich., adj, rel
It was rich. It was not poor., adj, rel
It was not poor. It was not extremely rich., adj, rel
It was not poor. It was not rich., adj, rel
It was not extremely poor. It was slightly poor., adj, rel
It was slightly poor. It was not extremely poor., adj, rel
It was slightly poor. It was not extremely poor but it was not rich either., adj, rel
It was slightly poor. It was not rich but it was not extremely poor either., adj, rel
It was not extremely poor but it was not rich either. It was slightly poor., adj, rel
It was not rich but it was not extremely poor either. It was slightly poor., adj, rel
It was not extremely beautiful. It was slightly ugly., adj, rel
It was slightly ugly. It was not extremely beautiful., adj, rel
It was not extremely beautiful. It was extremely ugly., adj, rel
It was extremely ugly. It was not extremely beautiful., adj, rel
It was not extremely beautiful. It was ugly., adj, rel
It was ugly. It was not extremely beautiful., adj, rel
It was not extremely beautiful. It was not extremely ugly., adj, rel
It was not extremely beautiful. It was not ugly., adj, rel
It was not beautiful. It was slightly ugly., adj, rel
It was slightly ugly. It was not beautiful., adj, rel
It was not beautiful. It was extremely ugly., adj, rel
It was extremely ugly. It was not beautiful., adj, rel
It was not beautiful. It was ugly., adj, rel
It was ugly. It was not beautiful., adj, rel
It was not beautiful. It was not extremely ugly., adj, rel
It was not beautiful. It was not ugly., adj, rel
It was not extremely beautiful. It was slightly beautiful., adj, rel
It was slightly beautiful. It was not extremely beautiful., adj, rel
It was slightly beautiful. It was not extremely beautiful but it was not ugly either., adj, rel
It was slightly beautiful. It was not ugly but it was not extremely beautiful either., adj, rel
It was not extremely beautiful but it was not ugly either. It was slightly beautiful., adj, rel
It was not ugly but it was not extremely beautiful either. It was slightly beautiful., adj, rel
It was not extremely ugly. It was slightly beautiful., adj, rel
It was slightly beautiful. It was not extremely ugly., adj, rel
It was not extremely ugly. It was extremely beautiful., adj, rel
It was extremely beautiful. It was not extremely ugly., adj, rel
It was not extremely ugly. It was beautiful., adj, rel
It was beautiful. It was not extremely ugly., adj, rel
It was not extremely ugly. It was not extremely beautiful., adj, rel
It was not extremely ugly. It was not beautiful., adj, rel
It was not ugly. It was slightly beautiful., adj, rel
It was slightly beautiful. It was not ugly., adj, rel
It was not ugly. It was extremely beautiful., adj, rel
It was extremely beautiful. It was not ugly., adj, rel
It was not ugly. It was beautiful., adj, rel
It was beautiful. It was not ugly., adj, rel
It was not ugly. It was not extremely beautiful., adj, rel
It was not ugly. It was not beautiful., adj, rel
It was not extremely ugly. It was slightly ugly., adj, rel
It was slightly ugly. It was not extremely ugly., adj, rel
It was slightly ugly. It was not extremely ugly but it was not beautiful either., adj, rel
It was slightly ugly. It was not beautiful but it was not extremely ugly either., adj, rel
It was not extremely ugly but it was not beautiful either. It was slightly ugly., adj, rel
It was not beautiful but it was not extremely ugly either. It was slightly ugly., adj, rel
It was not extremely old. It was slightly young., adj, rel
It was slightly young. It was not extremely old., adj, rel
It was not extremely old. It was extremely young., adj, rel
It was extremely young. It was not extremely old., adj, rel
It was not extremely old. It was young., adj, rel
It was young. It was not extremely old., adj, rel
It was not extremely old. It was not extremely young., adj, rel
It was not extremely old. It was not young., adj, rel
It was not old. It was slightly young., adj, rel
It was slightly young. It was not old., adj, rel
It was not old. It was extremely young., adj, rel
It was extremely young. It was not old., adj, rel
It was not old. It was young., adj, rel
It was young. It was not old., adj, rel
It was not old. It was not extremely young., adj, rel
It was not old. It was not young., adj, rel
It was not extremely old. It was slightly old., adj, rel
It was slightly old. It was not extremely old., adj, rel
It was slightly old. It was not extremely old but it was not young either., adj, rel
It was slightly old. It was not young but it was not extremely old either., adj, rel
It was not extremely old but it was not young either. It was slightly old., adj, rel
It was not young but it was not extremely old either. It was slightly old., adj, rel
It was not extremely young. It was slightly old., adj, rel
It was slightly old. It was not extremely young., adj, rel
It was not extremely young. It was extremely old., adj, rel
It was extremely old. It was not extremely young., adj, rel
It was not extremely young. It was old., adj, rel
It was old. It was not extremely young., adj, rel
It was not extremely young. It was not extremely old., adj, rel
It was not extremely young. It was not old., adj, rel
It was not young. It was slightly old., adj, rel
It was slightly old. It was not young., adj, rel
It was not young. It was extremely old., adj, rel
It was extremely old. It was not young., adj, rel
It was not young. It was old., adj, rel
It was old. It was not young., adj, rel
It was not young. It was not extremely old., adj, rel
It was not young. It was not old., adj, rel
It was not extremely young. It was slightly young., adj, rel
It was slightly young. It was not extremely young., adj, rel
It was slightly young. It was not extremely young but it was not old either., adj, rel
It was slightly young. It was not old but it was not extremely young either., adj, rel
It was not extremely young but it was not old either. It was slightly young., adj, rel
It was not old but it was not extremely young either. It was slightly young., adj, rel
It was not extremely kind. It was slightly cruel., adj, rel
It was slightly cruel. It was not extremely kind., adj, rel
It was not extremely kind. It was extremely cruel., adj, rel
It was extremely cruel. It was not extremely kind., adj, rel
It was not extremely kind. It was cruel., adj, rel
It was cruel. It was not extremely kind., adj, rel
It was not extremely kind. It was not extremely cruel., adj, rel
It was not extremely kind. It was not cruel., adj, rel
It was not kind. It was slightly cruel., adj, rel
It was slightly cruel. It was not kind., adj, rel
It was not kind. It was extremely cruel., adj, rel
It was extremely cruel. It was not kind., adj, rel
It was not kind. It was cruel., adj, rel
It was cruel. It was not kind., adj, rel
It was not kind. It was not extremely cruel., adj, rel
It was not kind. It was not cruel., adj, rel
It was not extremely kind. It was slightly kind., adj, rel
It was slightly kind. It was not extremely kind., adj, rel
It was slightly kind. It was not extremely kind but it was not cruel either., adj, rel
It was slightly kind. It was not cruel but it was not extremely kind either., adj, rel
It was not extremely kind but it was not cruel either. It was slightly kind., adj, rel
It was not cruel but it was not extremely kind either. It was slightly kind., adj, rel
It was not extremely cruel. It was slightly kind., adj, rel
It was slightly kind. It was not extremely cruel., adj, rel
It was not extremely cruel. It was extremely kind., adj, rel
It was extremely kind. It was not extremely cruel., adj, rel
It was not extremely cruel. It was kind., adj, rel
It was kind. It was not extremely cruel., adj, rel
It was not extremely cruel. It was not extremely kind., adj, rel
It was not extremely cruel. It was not kind., adj, rel
It was not cruel. It was slightly kind., adj, rel
It was slightly kind. It was not cruel., adj, rel
It was not cruel. It was extremely kind., adj, rel
It was extremely kind. It was not cruel., adj, rel
It was not cruel. It was kind., adj, rel
It was kind. It was not cruel., adj, rel
It was not cruel. It was not extremely kind., adj, rel
It was not cruel. It was not kind., adj, rel
It was not extremely cruel. It was slightly cruel., adj, rel
It was slightly cruel. It was not extremely cruel., adj, rel
It was slightly cruel. It was not extremely cruel but it was not kind either., adj, rel
It was slightly cruel. It was not kind but it was not extremely cruel either., adj, rel
It was not extremely cruel but it was not kind either. It was slightly cruel., adj, rel
It was not kind but it was not extremely cruel either. It was slightly cruel., adj, rel
It was not extremely polite. It was slightly rude., adj, rel
It was slightly rude. It was not extremely polite., adj, rel
It was not extremely polite. It was extremely rude., adj, rel
It was extremely rude. It was not extremely polite., adj, rel
It was not extremely polite. It was rude., adj, rel
It was rude. It was not extremely polite., adj, rel
It was not extremely polite. It was not extremely rude., adj, rel
It was not extremely polite. It was not rude., adj, rel
It was not polite. It was slightly rude., adj, rel
It was slightly rude. It was not polite., adj, rel
It was not polite. It was extremely rude., adj, rel
It was extremely rude. It was not polite., adj, rel
It was not polite. It was rude., adj, rel
It was rude. It was not polite., adj, rel
It was not polite. It was not extremely rude., adj, rel
It was not polite. It was not rude., adj, rel
It was not extremely polite. It was slightly polite., adj, rel
It was slightly polite. It was not extremely polite., adj, rel
It was slightly polite. It was not extremely polite but it was not rude either., adj, rel
It was slightly polite. It was not rude but it was not extremely polite either., adj, rel
It was not extremely polite but it was not rude either. It was slightly polite., adj, rel
It was not rude but it was not extremely polite either. It was slightly polite., adj, rel
It was not extremely rude. It was slightly polite., adj, rel
It was slightly polite. It was not extremely rude., adj, rel
It was not extremely rude. It was extremely polite., adj, rel
It was extremely polite. It was not extremely rude., adj, rel
It was not extremely rude. It was polite., adj, rel
It was polite. It was not extremely rude., adj, rel
It was not extremely rude. It was not extremely polite., adj, rel
It was not extremely rude. It was not polite., adj, rel
It was not rude. It was slightly polite., adj, rel
It was slightly polite. It was not rude., adj, rel
It was not rude. It was extremely polite., adj, rel
It was extremely polite. It was not rude., adj, rel
It was not rude. It was polite., adj, rel
It was polite. It was not rude., adj, rel
It was not rude. It was not extremely polite., adj, rel
It was not rude. It was not polite., adj, rel
It was not extremely rude. It was slightly rude., adj, rel
It was slightly rude. It was not extremely rude., adj, rel
It was slightly rude. It was not extremely rude but it was not polite either., adj, rel
It was slightly rude. It was not polite but it was not extremely rude either., adj, rel
It was not extremely rude but it was not polite either. It was slightly rude., adj, rel
It was not polite but it was not extremely rude either. It was slightly rude., adj, rel
It was not extremely deep. It was slightly shallow., adj, rel
It was slightly shallow. It was not extremely deep., adj, rel
It was not extremely deep. It was extremely shallow., adj, rel
It was extremely shallow. It was not extremely deep., adj, rel
It was not extremely deep. It was shallow., adj, rel
It was shallow. It was not extremely deep., adj, rel
It was not extremely deep. It was not extremely shallow., adj, rel
It was not extremely deep. It was not shallow., adj, rel
It was not deep. It was slightly shallow., adj, rel
It was slightly shallow. It was not deep., adj, rel
It was not deep. It was extremely shallow., adj, rel
It was extremely shallow. It was not deep., adj, rel
It was not deep. It was shallow., adj, rel
It was shallow. It was not deep., adj, rel
It was not deep. It was not extremely shallow., adj, rel
It was not deep. It was not shallow., adj, rel
It was not extremely deep. It was slightly deep., adj, rel
It was slightly deep. It was not extremely deep., adj, rel
It was slightly deep. It was not extremely deep but it was not shallow either., adj, rel
It was slightly deep. It was not shallow but it was not extremely deep either., adj, rel
It was not extremely deep but it was not shallow either. It was slightly deep., adj, rel
It was not shallow but it was not extremely deep either. It was slightly deep., adj, rel
It was not extremely shallow. It was slightly deep., adj, rel
It was slightly deep. It was not extremely shallow., adj, rel
It was not extremely shallow. It was extremely deep., adj, rel
It was extremely deep. It was not extremely shallow., adj, rel
It was not extremely shallow. It was deep., adj, rel
It was deep. It was not extremely shallow., adj, rel
It was not extremely shallow. It was not extremely deep., adj, rel
It was not extremely shallow. It was not deep., adj, rel
It was not shallow. It was slightly deep., adj, rel
It was slightly deep. It was not shallow., adj, rel
It was not shallow. It was extremely deep., adj, rel
It was extremely deep. It was not shallow., adj, rel
It was not shallow. It was deep., adj, rel
It was deep. It was not shallow., adj, rel
It was not shallow. It was not extremely deep., adj, rel
It was not shallow. It was not deep., adj, rel
It was not extremely shallow. It was slightly shallow., adj, rel
It was slightly shallow. It was not extremely shallow., adj, rel
It was slightly shallow. It was not extremely shallow but it was not deep either., adj, rel
It was slightly shallow. It was not deep but it was not extremely shallow either., adj, rel
It was not extremely shallow but it was not deep either. It was slightly shallow., adj, rel
It was not deep but it was not extremely shallow either. It was slightly shallow., adj, rel
It was not extremely likely. It was slightly unlikely., adj, rel
It was slightly unlikely. It was not extremely likely., adj, rel
It was not extremely likely. It was extremely unlikely., adj, rel
It was extremely unlikely. It was not extremely likely., adj, rel
It was not extremely likely. It was unlikely., adj, rel
It was unlikely. It was not extremely likely., adj, rel
It was not extremely likely. It was not extremely unlikely., adj, rel
It was not extremely likely. It was not unlikely., adj, rel
It was not likely. It was slightly unlikely., adj, rel
It was slightly unlikely. It was not likely., adj, rel
It was not likely. It was extremely unlikely., adj, rel
It was extremely unlikely. It was not likely., adj, rel
It was not likely. It was unlikely., adj, rel
It was unlikely. It was not likely., adj, rel
It was not likely. It was not extremely unlikely., adj, rel
It was not likely. It was not unlikely., adj, rel
It was not extremely likely. It was slightly likely., adj, rel
It was slightly likely. It was not extremely likely., adj, rel
It was slightly likely. It was not extremely likely but it was not unlikely either., adj, rel
It was slightly likely. It was not unlikely but it was not extremely likely either., adj, rel
It was not extremely likely but it was not unlikely either. It was slightly likely., adj, rel
It was not unlikely but it was not extremely likely either. It was slightly likely., adj, rel
It was not extremely unlikely. It was slightly likely., adj, rel
It was slightly likely. It was not extremely unlikely., adj, rel
It was not extremely unlikely. It was extremely likely., adj, rel
It was extremely likely. It was not extremely unlikely., adj, rel
It was not extremely unlikely. It was likely., adj, rel
It was likely. It was not extremely unlikely., adj, rel
It was not extremely unlikely. It was not extremely likely., adj, rel
It was not extremely unlikely. It was not likely., adj, rel
It was not unlikely. It was slightly likely., adj, rel
It was slightly likely. It was not unlikely., adj, rel
It was not unlikely. It was extremely likely., adj, rel
It was extremely likely. It was not unlikely., adj, rel
It was not unlikely. It was likely., adj, rel
It was likely. It was not unlikely., adj, rel
It was not unlikely. It was not extremely likely., adj, rel
It was not unlikely. It was not likely., adj, rel
It was not extremely unlikely. It was slightly unlikely., adj, rel
It was slightly unlikely. It was not extremely unlikely., adj, rel
It was slightly unlikely. It was not extremely unlikely but it was not likely either., adj, rel
It was slightly unlikely. It was not likely but it was not extremely unlikely either., adj, rel
It was not extremely unlikely but it was not likely either. It was slightly unlikely., adj, rel
It was not likely but it was not extremely unlikely either. It was slightly unlikely., adj, rel
It was not extremely energetic. It was slightly lethargic., adj, rel
It was slightly lethargic. It was not extremely energetic., adj, rel
It was not extremely energetic. It was extremely lethargic., adj, rel
It was extremely lethargic. It was not extremely energetic., adj, rel
It was not extremely energetic. It was lethargic., adj, rel
It was lethargic. It was not extremely energetic., adj, rel
It was not extremely energetic. It was not extremely lethargic., adj, rel
It was not extremely energetic. It was not lethargic., adj, rel
It was not energetic. It was slightly lethargic., adj, rel
It was slightly lethargic. It was not energetic., adj, rel
It was not energetic. It was extremely lethargic., adj, rel
It was extremely lethargic. It was not energetic., adj, rel
It was not energetic. It was lethargic., adj, rel
It was lethargic. It was not energetic., adj, rel
It was not energetic. It was not extremely lethargic., adj, rel
It was not energetic. It was not lethargic., adj, rel
It was not extremely energetic. It was slightly energetic., adj, rel
It was slightly energetic. It was not extremely energetic., adj, rel
It was slightly energetic. It was not extremely energetic but it was not lethargic either., adj, rel
It was slightly energetic. It was not lethargic but it was not extremely energetic either., adj, rel
It was not extremely energetic but it was not lethargic either. It was slightly energetic., adj, rel
It was not lethargic but it was not extremely energetic either. It was slightly energetic., adj, rel
It was not extremely lethargic. It was slightly energetic., adj, rel
It was slightly energetic. It was not extremely lethargic., adj, rel
It was not extremely lethargic. It was extremely energetic., adj, rel
It was extremely energetic. It was not extremely lethargic., adj, rel
It was not extremely lethargic. It was energetic., adj, rel
It was energetic. It was not extremely lethargic., adj, rel
It was not extremely lethargic. It was not extremely energetic., adj, rel
It was not extremely lethargic. It was not energetic., adj, rel
It was not lethargic. It was slightly energetic., adj, rel
It was slightly energetic. It was not lethargic., adj, rel
It was not lethargic. It was extremely energetic., adj, rel
It was extremely energetic. It was not lethargic., adj, rel
It was not lethargic. It was energetic., adj, rel
It was energetic. It was not lethargic., adj, rel
It was not lethargic. It was not extremely energetic., adj, rel
It was not lethargic. It was not energetic., adj, rel
It was not extremely lethargic. It was slightly lethargic., adj, rel
It was slightly lethargic. It was not extremely lethargic., adj, rel
It was slightly lethargic. It was not extremely lethargic but it was not energetic either., adj, rel
It was slightly lethargic. It was not energetic but it was not extremely lethargic either., adj, rel
It was not extremely lethargic but it was not energetic either. It was slightly lethargic., adj, rel
It was not energetic but it was not extremely lethargic either. It was slightly lethargic., adj, rel
It was not extremely tight. It was slightly loose., adj, rel
It was slightly loose. It was not extremely tight., adj, rel
It was not extremely tight. It was extremely loose., adj, rel
It was extremely loose. It was not extremely tight., adj, rel
It was not extremely tight. It was loose., adj, rel
It was loose. It was not extremely tight., adj, rel
It was not extremely tight. It was not extremely loose., adj, rel
It was not extremely tight. It was not loose., adj, rel
It was not tight. It was slightly loose., adj, rel
It was slightly loose. It was not tight., adj, rel
It was not tight. It was extremely loose., adj, rel
It was extremely loose. It was not tight., adj, rel
It was not tight. It was loose., adj, rel
It was loose. It was not tight., adj, rel
It was not tight. It was not extremely loose., adj, rel
It was not tight. It was not loose., adj, rel
It was not extremely tight. It was slightly tight., adj, rel
It was slightly tight. It was not extremely tight., adj, rel
It was slightly tight. It was not extremely tight but it was not loose either., adj, rel
