hit_id,colloc,sent_text,relay_form,neg_form,adv_form,adj_form,text_window,sent_id,prev_sent,sent_text,token_str,lemma_str,next_sent,relay_lemma,neg_lemma,adv_lemma,adj_lemma,relay_index,neg_index,adv_index,adj_index,dep_relay_source,dep_relay_target,dep_relay_relation,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,colloc,category
nyt_eng_20101210_0050_28:24-30-31,more_archetypal,"Echoing with literary references , enriched by political relevance , Besfort and Rovena 's investigation manages to seem groundbreaking despite its central flaw  -COL-  Few paradigms of male-female relations are more archetypal than that between prostitute and client .",paradigms,Few,more,archetypal,"echoing with literary references , enriched by political relevance , Besfort and Rovena 's investigation manages to seem groundbreaking despite its central flaw : Few paradigms of male-female relations are more archetypal than that between prostitute and client .",nyt_eng_20101210_0050_28,"Everything that had once been impossible suddenly became real  -RDQ-  -- even , perhaps , a revolutionary kind of love .","Echoing with literary references , enriched by political relevance , Besfort and Rovena 's investigation manages to seem groundbreaking despite its central flaw  -COL-  Few paradigms of male-female relations are more archetypal than that between prostitute and client .","echoing with literary references , enriched by political relevance , Besfort and Rovena 's investigation manages to seem groundbreaking despite its central flaw : Few paradigms of male-female relations are more archetypal than that between prostitute and client .","echo with literary reference , enrich by political relevance , Besfort and Rovena 's investigation manage to seem groundbreaking despite its central flaw : few paradigm of male-female relation be more archetypal than that between prostitute and client .",Seeking a new kind of love via an old model is like trying to reach the moon on a pogo stick  -COL-  Readers might admire the effort but question the efficacy .,paradigms,Few,more,archetypal,25,24,30,31,"{'lemma': 'archetypal', 'ix': 31, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'manage'}","{'lemma': 'paradigm', 'ix': 25, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'archetypal'}",nsubj,"{'lemma': 'paradigm', 'ix': 25, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'archetypal'}","{'lemma': 'few', 'ix': 24, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'paradigm'}",amod,"{'lemma': 'archetypal', 'ix': 31, 'xpos': 'JJ', 'deprel': 'parataxis', 'head': 'manage'}","{'lemma': 'more', 'ix': 30, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'archetypal'}",advmod,nyt_eng_201012,24-30-31,more_archetypal,nonimmediateNeg
nyt_eng_20101208_0122_41:0-3-4,publicly_available,"No records are publicly available showing how many veterans drop out of courses at Colorado Technical 's online program , where most of them take their classes .",records,no,publicly,available,classes .,nyt_eng_20101208_0122_41,"You make your numbers , or you are out of a job .  -RDQ-","No records are publicly available showing how many veterans drop out of courses at Colorado Technical 's online program , where most of them take their classes .","no records are publicly available showing how many veterans drop out of courses at Colorado Technical 's online program , where most of them take their classes .","no record be publicly available show how many veteran drop out of course at Colorado Technical 's online program , where most of they take they class .","But in general , the online program has an unusually low rate of retaining first-time students pursuing bachelor 's degrees full time .",records,no,publicly,available,1,0,3,4,"{'lemma': 'available', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'record', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'available'}",nsubj,"{'lemma': 'record', 'ix': 1, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'available'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'record'}",det,"{'lemma': 'available', 'ix': 4, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'publicly', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'available'}",advmod,nyt_eng_201012,0-3-4,publicly_available,nonimmediateNeg
nyt_eng_20101207_0067_20:5-32-33,too_late,"But just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .",late,never,too,late,"but just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .",nyt_eng_20101207_0067_20,"If eating were simply a necessity , pasta and salad could be dinner every night , just as jeans and a sweatshirt could be clothes every day .","But just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .","but just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .","but just as it be never too late to start engage with fashion -lrb- as , say , a 40-something mother might suddenly find herself wear over-the-knee boot -rrb- it be never too late to engage with food , even food that does not seem simple or familiar at first .","With this year 's publication of  -LBQ-  Street Food of India  -RDQ-  -LRB- I.B. Tauris , $ 28 -RRB- ,  -LBQ-  At Home with Madhur Jaffrey  -RDQ-  -LRB- Knopf , $ 35 -RRB- and  -LBQ-  India  -COL-  The Cookbook  -RDQ-  -LRB- Phaidon , $ 49.95 -RRB- by Pushpesh Pant , there are no excuses for not cooking Indian dishes at home .",late,never,too,late,7,5,32,33,"{'lemma': 'late', 'ix': 33, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'late', 'ix': 7, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'late'}",dep,"{'lemma': 'late', 'ix': 7, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'late'}","{'lemma': 'never', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'late'}",neg,"{'lemma': 'late', 'ix': 33, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'late'}",advmod,nyt_eng_201012,5-32-33,too_late,nonimmediateNeg
nyt_eng_20101207_0058_20:5-32-33,too_late,"But just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .",late,never,too,late,"but just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .",nyt_eng_20101207_0058_20,"If eating were simply a necessity , pasta and salad could be dinner every night , just as jeans and a sweatshirt could be clothes every day .","But just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .","but just as it is never too late to start engaging with fashion -LRB- as , say , a 40-something mother might suddenly find herself wearing over-the-knee boots -RRB- it is never too late to engage with food , even food that does n't seem simple or familiar at first .","but just as it be never too late to start engage with fashion -lrb- as , say , a 40-something mother might suddenly find herself wear over-the-knee boot -rrb- it be never too late to engage with food , even food that does not seem simple or familiar at first .","With this year 's publication of  -LBQ-  Street Food of India  -RDQ-  -LRB- I.B. Tauris , $ 28 -RRB- ,  -LBQ-  At Home with Madhur Jaffrey  -RDQ-  -LRB- Knopf , $ 35 -RRB- and  -LBQ-  India  -COL-  The Cookbook  -RDQ-  -LRB- Phaidon , $ 49.95 -RRB- by Pushpesh Pant , there are no excuses for not cooking Indian dishes at home .",late,never,too,late,7,5,32,33,"{'lemma': 'late', 'ix': 33, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'late', 'ix': 7, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'late'}",dep,"{'lemma': 'late', 'ix': 7, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'late'}","{'lemma': 'never', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'late'}",neg,"{'lemma': 'late', 'ix': 33, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'late'}",advmod,nyt_eng_201012,5-32-33,too_late,nonimmediateNeg
nyt_eng_20101206_0121_23:3-6-7,more_synonymous,"For me , no sweet is more synonymous with the season than the linzer torte my grandmother used to bake .",sweet,no,more,synonymous,"for me , no sweet is more synonymous with the season than the linzer torte my grandmother used to bake .",nyt_eng_20101206_0121_23,Linzer torte memories,"For me , no sweet is more synonymous with the season than the linzer torte my grandmother used to bake .","for me , no sweet is more synonymous with the season than the linzer torte my grandmother used to bake .","for I , no sweet be more synonymous with the season than the linzer torte my grandmother use to bake .","She 'd arrive at our house with beat-up tins and wrinkled wax paper protecting the delicate jam-topped bars , and they 'd be gone within hours .",sweet,no,more,synonymous,4,3,6,7,"{'lemma': 'synonymous', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'sweet', 'ix': 4, 'xpos': 'JJ', 'deprel': 'nsubj', 'head': 'synonymous'}",nsubj,"{'lemma': 'sweet', 'ix': 4, 'xpos': 'JJ', 'deprel': 'nsubj', 'head': 'synonymous'}","{'lemma': 'no', 'ix': 3, 'xpos': 'DT', 'deprel': 'det', 'head': 'sweet'}",det,"{'lemma': 'synonymous', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 6, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'synonymous'}",advmod,nyt_eng_201012,3-6-7,more_synonymous,nonimmediateNeg
nyt_eng_20101206_0115_14:3-6-7,more_interested,"Meanwhile , a few researchers were more interested in understanding why players were becoming so absorbed and focused .",researchers,few,more,interested,"meanwhile , a few researchers were more interested in understanding why players were becoming so absorbed and focused .",nyt_eng_20101206_0115_14,"But once puzzles and gaming went digital , once the industry 's revenues rivaled Hollywood 's , once children and adults became so absorbed they forsook even television , then the activity was routinely denounced as  -LBQ-  escapism  -RDQ-  and an  -LBQ-  addiction .  -RDQ-","Meanwhile , a few researchers were more interested in understanding why players were becoming so absorbed and focused .","meanwhile , a few researchers were more interested in understanding why players were becoming so absorbed and focused .","meanwhile , a few researcher be more interested in understand why player were become so absorb and focused .","They seemed to be achieving the state of  -LBQ-  flow  -RDQ-  that psychologists had used to describe master musicians and champion athletes , but the gamers were getting there right away instead of having to train for years .",researchers,few,more,interested,4,3,6,7,"{'lemma': 'interested', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'researcher', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'interested'}",nsubj,"{'lemma': 'researcher', 'ix': 4, 'xpos': 'NNS', 'deprel': 'nsubj', 'head': 'interested'}","{'lemma': 'few', 'ix': 3, 'xpos': 'JJ', 'deprel': 'amod', 'head': 'researcher'}",amod,"{'lemma': 'interested', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 6, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'interested'}",advmod,nyt_eng_201012,3-6-7,more_interested,nonimmediateNeg
nyt_eng_20101202_0077_3:0-4-5,more_important,No product has been more important than the Wii in leading video games ' return to the cultural mainstream .,product,no,more,important,mainstream .,nyt_eng_20101202_0077_3,"For four years , there has been no question .",No product has been more important than the Wii in leading video games ' return to the cultural mainstream .,no product has been more important than the Wii in leading video games ' return to the cultural mainstream .,no product has be more important than the Wii in lead video game ' return to the cultural mainstream .,"Since its debut in 2006 , the Wii has reshaped living room entertainment by making simple , intuitive games accessible to millions of people who never felt comfortable with a typical two-handed game controller covered with buttons and sticks .",product,no,more,important,1,0,4,5,"{'lemma': 'important', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'product', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'important'}",nsubj,"{'lemma': 'product', 'ix': 1, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'important'}","{'lemma': 'no', 'ix': 0, 'xpos': 'DT', 'deprel': 'det', 'head': 'product'}",det,"{'lemma': 'important', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'more', 'ix': 4, 'xpos': 'RBR', 'deprel': 'advmod', 'head': 'important'}",advmod,nyt_eng_201012,0-4-5,more_important,nonimmediateNeg
nyt_eng_20101201_0191_33:10-12-13,so_high,"-LBQ-  For this reason , protection from criminal gangs is no longer so high in demand .  -RDQ-",longer,no,so,high,"`` For this reason , protection from criminal gangs is no longer so high in demand . ''",nyt_eng_20101201_0191_33,"-LBQ-  Moscow business owners understand that it is best to get protection from the MVD and FSB -LRB- rather than organized crime groups -RRB- since they not only have more guns , resources and power than criminal groups , but they are also protected by the law ,  -RDQ-  the cable noted , citing a Russian source .","-LBQ-  For this reason , protection from criminal gangs is no longer so high in demand .  -RDQ-","`` For this reason , protection from criminal gangs is no longer so high in demand . ''","`` for this reason , protection from criminal gang be no longer so high in demand . ''",The cable further described a delicate balance .,longer,no,so,high,11,10,12,13,"{'lemma': 'high', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'longer', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,"{'lemma': 'longer', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}","{'lemma': 'no', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'longer'}",advmod,"{'lemma': 'high', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'so', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,nyt_eng_201012,10-12-13,so_high,nonimmediateNeg
nyt_eng_20101201_0067_32:10-12-13,so_high,"-LBQ-  For this reason , protection from criminal gangs is no longer so high in demand .  -RDQ-",longer,no,so,high,"`` For this reason , protection from criminal gangs is no longer so high in demand . ''",nyt_eng_20101201_0067_32,"-LBQ-  Moscow business owners understand that it is best to get protection from the MVD and FSB -LRB- rather than organized crime groups -RRB- since they not only have more guns , resources and power than criminal groups , but they are also protected by the law ,  -RDQ-  the cable noted , citing a Russian source .","-LBQ-  For this reason , protection from criminal gangs is no longer so high in demand .  -RDQ-","`` For this reason , protection from criminal gangs is no longer so high in demand . ''","`` for this reason , protection from criminal gang be no longer so high in demand . ''",The cable further described a delicate balance .,longer,no,so,high,11,10,12,13,"{'lemma': 'high', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'longer', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,"{'lemma': 'longer', 'ix': 11, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}","{'lemma': 'no', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'longer'}",advmod,"{'lemma': 'high', 'ix': 13, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'so', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,nyt_eng_201012,10-12-13,so_high,nonimmediateNeg
nyt_eng_20101201_0042_37:6-35-36,very_PC,"Under the headline  -LBQ-  Just Say NO to Volunteering ,  -RDQ-  Sarah Auerswald , a former PTA president in Los Angeles , wrote in June ,  -LBQ-  What I am about to say is not very PC , so get ready  -COL-  Moms , stop volunteering so much .  -RDQ-",Say,NO,very,PC,"under the headline `` Just Say NO to Volunteering , '' Sarah Auerswald , a former PTA president in Los Angeles , wrote in June , `` What I am about to say is not very PC , so get ready : Moms , stop volunteering so much . ''",nyt_eng_20101201_0042_37,Some complain that the system preys on maternal guilt and that it creates a sense that a mother 's worthiness is measured in how many hours she puts in at her children 's schools .,"Under the headline  -LBQ-  Just Say NO to Volunteering ,  -RDQ-  Sarah Auerswald , a former PTA president in Los Angeles , wrote in June ,  -LBQ-  What I am about to say is not very PC , so get ready  -COL-  Moms , stop volunteering so much .  -RDQ-","under the headline `` Just Say NO to Volunteering , '' Sarah Auerswald , a former PTA president in Los Angeles , wrote in June , `` What I am about to say is not very PC , so get ready : Moms , stop volunteering so much . ''","under the headline `` just say no to Volunteering , '' Sarah Auerswald , a former PTA president in Los Angeles , write in June , `` what I am about to say be not very pc , so get ready : mom , stop volunteer so much . ''","Auerswald , who estimated that she had sat through 1,000 meetings over the last 10 years as a volunteer , said all her work for the schools had left her  -LBQ-  a run-down , crabby , resentful wreck .  -RDQ-",Say,NO,very,PC,5,6,35,36,"{'lemma': 'pc', 'ix': 36, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'say', 'ix': 5, 'xpos': 'VB', 'deprel': 'advcl', 'head': 'pc'}",advcl,"{'lemma': 'say', 'ix': 5, 'xpos': 'VB', 'deprel': 'advcl', 'head': 'pc'}","{'lemma': 'no', 'ix': 6, 'xpos': 'UH', 'deprel': 'dep', 'head': 'say'}",dep,"{'lemma': 'pc', 'ix': 36, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'very', 'ix': 35, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'pc'}",advmod,nyt_eng_201012,6-35-36,very_PC,nonimmediateNeg
nyt_eng_20101201_0006_33:19-27-28,as_good,"He knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .",team,neither,as,good,"he knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .",nyt_eng_20101201_0006_33,He knows that every year you do n't order rings from the jeweler is a bad year .,"He knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .","he knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .","he know about the championship , and he know about the draft pick , and he probably know that neither the team nor the coaching job be as good as it use to be .",Gruden 's job is to change all that .,team,neither,as,good,21,19,27,28,"{'lemma': 'good', 'ix': 28, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'team', 'ix': 21, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}",nsubj,"{'lemma': 'team', 'ix': 21, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}","{'lemma': 'neither', 'ix': 19, 'xpos': 'CC', 'deprel': 'preconj', 'head': 'team'}",preconj,"{'lemma': 'good', 'ix': 28, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'as', 'ix': 27, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201012,19-27-28,as_good,nonimmediateNeg
nyt_eng_20101201_0006_33:22-27-28,as_good,"He knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .",team,nor,as,good,"he knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .",nyt_eng_20101201_0006_33,He knows that every year you do n't order rings from the jeweler is a bad year .,"He knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .","he knows about the championships , and he knows about the draft picks , and he probably knows that neither the team nor the coaching job is as good as it used to be .","he know about the championship , and he know about the draft pick , and he probably know that neither the team nor the coaching job be as good as it use to be .",Gruden 's job is to change all that .,team,nor,as,good,21,22,27,28,"{'lemma': 'good', 'ix': 28, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'team', 'ix': 21, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}",nsubj,"{'lemma': 'team', 'ix': 21, 'xpos': 'NN', 'deprel': 'nsubj', 'head': 'good'}","{'lemma': 'nor', 'ix': 22, 'xpos': 'CC', 'deprel': 'cc', 'head': 'team'}",cc,"{'lemma': 'good', 'ix': 28, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'know'}","{'lemma': 'as', 'ix': 27, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201012,22-27-28,as_good,nonimmediateNeg
