l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
flagrantly,disloyal,5,8.7649807e-03,69874,55940,1768,9569,59443,29982,5.3540538e+01,1.1609623e+01,2.7613334e+00,5.6915196e-03,6.9227146e-03,4.8178530e-03,1036,721,85220496
bracingly,tart,22,3.9285350e-02,27642,22336,1769,4946,66066,5410,2.3516989e+02,5.0905747e+01,2.7613226e+00,9.6448926e-03,6.0284528e-03,2.3896574e-02,919,3643,85220496
spatially,explicit,251,5.2750775e-01,4899,4025,1770,2592,51774,593,2.6408178e+03,5.6303075e+02,2.7612546e+00,1.5817002e-02,8.2824751e-03,1.6855778e-01,1486,30252,85220496
borderline,unplayable,22,3.9113408e-02,27635,22322,1771,3990,28955,16378,2.3526288e+02,5.0947656e+01,2.7612381e+00,1.1381273e-02,1.6919277e-02,8.5520048e-03,2568,1298,85220496
monstrously,self-absorbed,8,1.4117379e-02,52511,42195,1772,8770,35144,36093,8.5604131e+01,1.8552332e+01,2.7609232e+00,6.1138708e-03,1.3421745e-02,3.9495906e-03,2022,595,85220496
trivially,exploitable,6,1.0557460e-02,62600,50250,1773,8611,73771,18323,6.4210545e+01,1.3921784e+01,2.7601992e+00,6.2079669e-03,5.1992392e-03,7.6690108e-03,781,1152,85220496
severely,disabled,499,1.0048529e+00,2851,2316,1774,699,4139,5113,5.2715499e+03,1.1285901e+03,2.7600790e+00,4.1441741e-02,1.1483064e-01,2.5227174e-02,19745,4337,85220496
jarringly,anachronistic,10,1.7687717e-02,45780,36898,1775,6799,71392,11270,1.0696102e+02,2.3180337e+01,2.7600089e+00,7.5272864e-03,5.4371064e-03,1.2158841e-02,821,1836,85220496
ghastly,ghostly,3,5.2637103e-03,94722,75947,1776,12851,80578,32978,3.2110547e+01,6.9646044e+00,2.7597232e+00,4.4776119e-03,4.5931890e-03,4.3528495e-03,688,652,85220496
unflinchingly,honest,344,9.1014383e-01,3943,3265,1777,5502,82017,243,3.5310604e+03,7.3724495e+02,2.7596309e+00,8.8511514e-03,4.4760620e-03,3.3936096e-01,1011,76719,85220496
oppressively,humid,52,9.5512023e-02,15594,12659,1778,3465,56721,2778,5.5411121e+02,1.1968584e+02,2.7590821e+00,1.2703066e-02,7.3849437e-03,4.4823138e-02,1158,7029,85220496
generously,oversized,5,8.8167170e-03,69923,55985,1779,9431,69487,24432,5.3480673e+01,1.1596843e+01,2.7586801e+00,5.7670127e-03,5.6398137e-03,5.8789553e-03,849,885,85220496
negatively,related,395,1.3187463e+00,3640,3057,1780,9377,107015,142,3.9455210e+03,8.0664584e+02,2.7580743e+00,5.7920012e-03,2.9086091e-03,4.7489154e-01,829,135566,85220496
softly,tannic,8,1.4172224e-02,52547,42221,1781,7184,51350,22515,8.5520467e+01,1.8538860e+01,2.7580510e+00,7.2072072e-03,8.3709824e-03,6.3080145e-03,1266,954,85220496
finely,layered,14,2.5225059e-02,37086,29953,1782,9315,18416,42963,1.4942222e+02,3.2340019e+01,2.7580439e+00,5.8248388e-03,2.8005725e-02,3.2440765e-03,4308,499,85220496
blatantly,unconstitutional,523,1.0294261e+00,2723,2221,1783,479,6944,2995,5.5351656e+03,1.1880531e+03,2.7579893e+00,5.3605289e-02,7.4307987e-02,4.1803898e-02,12488,7025,85220496
morally,indefensible,552,1.2759502e+00,2645,2177,1784,1611,1398,11586,5.7474314e+03,1.2153996e+03,2.7578426e+00,2.2627588e-02,2.3525809e-01,1.1862998e-02,46449,2341,85220496
inwardly,concave,3,5.2866860e-03,94763,75976,1785,12917,78726,34130,3.2084443e+01,6.9589298e+00,2.7578292e+00,4.4609665e-03,4.7460150e-03,4.1943115e-03,714,631,85220496
infinitely,expandable,118,2.3833754e-01,8776,7166,1786,4675,3500,27659,1.2455288e+03,2.6672662e+02,2.7578130e+00,1.0066542e-02,1.3070245e-01,5.2252505e-03,22543,901,85220496
incurably,nosy,4,7.0598510e-03,79881,64050,1787,10876,78027,26196,4.2772405e+01,9.2758799e+00,2.7577581e+00,5.1446945e-03,4.8050290e-03,5.5151576e-03,724,831,85220496
approximately,hour-long,18,3.2599904e-02,31521,25478,1788,7996,16471,38391,1.9200140e+02,4.1539711e+01,2.7575712e+00,6.6127847e-03,3.1521965e-02,3.6865876e-03,4874,570,85220496
roughly,spherical,176,3.5084187e-01,6518,5312,1789,2428,4124,15546,1.8600303e+03,3.9883479e+02,2.7574341e+00,1.6667456e-02,1.1510636e-01,8.9669551e-03,19593,1526,85220496
empirically,supportable,5,8.8604272e-03,69951,56028,1790,11441,43989,43032,5.3440901e+01,1.1586104e+01,2.7573708e+00,4.9236829e-03,1.0186058e-02,3.2389551e-03,1541,490,85220496
prominently,former,12,2.1456986e-02,40892,32953,1791,7318,82695,7514,1.2814849e+02,2.7759817e+01,2.7573136e+00,7.0921986e-03,4.4218988e-03,1.7746130e-02,675,2709,85220496
lusciously,creamy,41,7.6170995e-02,18309,14832,1792,5528,78091,2233,4.3623495e+02,9.4164690e+01,2.7570917e+00,8.8257453e-03,4.7981155e-03,5.3776865e-02,761,8530,85220496
right,next,1370,2.9197822e+00,1209,934,1793,281,8874,829,1.4383959e+04,3.0647936e+03,2.7569172e+00,8.0825959e-02,5.9061536e-02,1.2722180e-01,10747,23153,85220496
timelessly,elegant,201,4.3845227e-01,5860,4814,1794,4212,70005,494,2.1048329e+03,4.4762283e+02,2.7567942e+00,1.0874270e-02,5.5846732e-03,1.9285000e-01,1040,35928,85220496
entertainingly,daft,9,1.6010820e-02,48783,39352,1795,6797,64719,14510,9.6144723e+01,2.0839810e+01,2.7566945e+00,7.5282309e-03,6.1959600e-03,9.5473840e-03,941,1450,85220496
stylishly,shaggy,4,7.0904539e-03,79903,64073,1796,13026,48431,46654,4.2744382e+01,9.2683659e+00,2.7565914e+00,4.4272274e-03,9.0133867e-03,2.9273999e-03,1364,443,85220496
admirably,evenhanded,8,1.4300691e-02,52593,42266,1797,10405,29525,43789,8.5416672e+01,1.8507508e+01,2.7563381e+00,5.3297801e-03,1.6499472e-02,3.1715390e-03,2518,484,85220496
famously,reclusive,233,4.5758791e-01,5186,4212,1798,1382,5272,9186,2.4654974e+03,5.2951275e+02,2.7563247e+00,2.5500711e-02,9.4263942e-02,1.4714086e-02,15807,2467,85220496
sumptuously,soft,215,5.6213461e-01,5653,4700,1799,9308,106496,253,2.2083285e+03,4.6188529e+02,2.7562902e+00,5.8271110e-03,2.9344808e-03,3.2738857e-01,655,73138,85220496
dynamically,evolve,23,4.1577744e-02,26883,21767,1800,4279,57415,6428,2.4524499e+02,5.3097166e+01,2.7550150e+00,1.0747664e-02,7.2701941e-03,2.0462321e-02,1122,3158,85220496
childishly,egocentric,3,5.3237076e-03,94834,76034,1801,12972,86007,30411,3.2042559e+01,6.9498377e+00,2.7547858e+00,4.4444444e-03,4.1650926e-03,4.7459564e-03,631,719,85220496
nigh,impossible,1625,6.7822558e+00,1103,906,1802,2636,53692,93,1.5773163e+04,3.1609252e+03,2.7547655e+00,1.5641544e-02,7.9143200e-03,5.7385507e-01,2820,204960,85220496
militantly,secular,48,9.1696075e-02,16501,13395,1803,6972,90019,1545,5.0909692e+02,1.0966061e+02,2.7547644e+00,7.3971336e-03,3.8813483e-03,7.5685087e-02,633,12345,85220496
narrowly,self-interested,18,3.2607766e-02,31536,25480,1804,6230,21178,29951,1.9187706e+02,4.1537826e+01,2.7546399e+00,8.0518900e-03,2.4085187e-02,4.8236718e-03,3725,746,85220496
stylishly,coiffed,4,7.1224650e-03,79942,64103,1805,13053,48616,46656,4.2708247e+01,9.2605407e+00,2.7546174e+00,4.4223328e-03,8.9728054e-03,2.9273764e-03,1364,445,85220496
amusingly,over-the-top,5,8.9272773e-03,70013,56078,1806,12439,40192,47253,5.3370022e+01,1.1569782e+01,2.7544696e+00,4.6040516e-03,1.1369245e-02,2.8800774e-03,1733,439,85220496
safely,republican,158,3.0366639e-01,7100,5747,1807,1610,35173,1642,1.6747137e+03,3.6055061e+02,2.7544299e+00,2.2631240e-02,1.3407983e-02,7.1682002e-02,2200,11763,85220496
fervently,nationalistic,12,2.1547586e-02,40920,32977,1808,6323,70557,9589,1.2801717e+02,2.7737858e+01,2.7543748e+00,7.9601990e-03,5.5252570e-03,1.4142351e-02,847,2168,85220496
badly,misshapen,23,4.2314609e-02,26908,21822,1809,7751,13264,38236,2.4480100e+02,5.2921689e+01,2.7543294e+00,6.7866627e-03,3.9446464e-02,3.7055124e-03,6196,582,85220496
stereotypically,feminine,189,3.7180774e-01,6121,4966,1810,1755,38581,1197,1.9986622e+03,4.2937944e+02,2.7541782e+00,2.1267019e-02,1.1967971e-02,9.3847085e-02,2010,15764,85220496
determinedly,lo-fi,5,8.9144048e-03,70010,56066,1811,9811,57638,31794,5.3371927e+01,1.1572916e+01,2.7540038e+00,5.5834729e-03,7.2335160e-03,4.5332880e-03,1101,690,85220496
surgically,treatable,18,3.2867539e-02,31555,25500,1812,7964,92711,4084,1.9169995e+02,4.1475795e+01,2.7538337e+00,6.6371681e-03,3.7078321e-03,3.1085215e-02,578,4846,85220496
sickly,sweet,1182,3.7611039e+00,1434,1173,1813,1996,45126,158,1.1866181e+04,2.4384751e+03,2.7533693e+00,1.9346760e-02,9.8728424e-03,4.3932736e-01,2682,119509,85220496
nakedly,imperial,5,8.9327807e-03,70029,56086,1814,9997,55296,33453,5.3352140e+01,1.1568444e+01,2.7531767e+00,5.5005501e-03,7.6316598e-03,4.2879170e-03,1164,654,85220496
formally,heretical,19,3.4436669e-02,30432,24629,1815,4832,27121,21092,2.0244202e+02,4.3841322e+01,2.7526694e+00,9.8267391e-03,1.8289098e-02,6.7018350e-03,2830,1037,85220496
slowly,undulating,28,5.1286747e-02,23615,19117,1816,4537,18044,22735,2.9802574e+02,6.4480035e+01,2.7524701e+00,1.0280889e-02,2.8577744e-02,6.2542356e-03,4469,978,85220496
methodologically,sound,66,1.2900293e-01,13259,10788,1817,5959,83474,1250,6.9806366e+02,1.5012689e+02,2.7520965e+00,8.3286012e-03,4.3567443e-03,9.0607371e-02,727,15122,85220496
firmly,anti-abortion,14,2.5436498e-02,37127,29988,1818,7536,23069,34792,1.4911477e+02,3.2289267e+01,2.7520920e+00,6.9306931e-03,2.1938254e-02,4.1067063e-03,3403,637,85220496
ghastly,pale,46,8.7602025e-02,16947,13756,1819,6310,85065,1779,4.8775509e+02,1.0515366e+02,2.7520835e+00,7.9729613e-03,4.2317063e-03,6.6733675e-02,688,10851,85220496
symbolically,reborn,9,1.6202851e-02,48869,39418,1820,7334,39967,28323,9.5937846e+01,2.0793209e+01,2.7518739e+00,7.0754717e-03,1.1444433e-02,5.1074375e-03,1759,785,85220496
low,left,11,1.9839324e-02,43186,34835,1821,6202,39948,22841,1.1723007e+02,2.5405285e+01,2.7515805e+00,8.0822924e-03,1.1449723e-02,6.2282404e-03,1763,959,85220496
vehemently,pro-life,13,2.3613334e-02,38918,31437,1822,7423,84759,6748,1.3844258e+02,2.9984390e+01,2.7512625e+00,7.0099757e-03,4.2561007e-03,1.9661344e-02,660,3049,85220496
mathematically,provable,20,3.6731129e-02,29463,23890,1823,7013,16987,34259,2.1276625e+02,4.6034025e+01,2.7512570e+00,7.3610600e-03,3.0478507e-02,4.1775243e-03,4779,655,85220496
earlier,russian,25,4.5906703e-02,25463,20605,1824,5173,70684,4430,2.6595840e+02,5.7544236e+01,2.7511928e+00,9.2729970e-03,5.5113558e-03,2.8882345e-02,864,4528,85220496
frantically,fast-paced,5,8.9955473e-03,70085,56126,1825,12365,106970,12312,5.3293102e+01,1.1553240e+01,2.7510847e+00,4.6253469e-03,2.9102652e-03,1.1165617e-02,447,1715,85220496
unashamedly,pro-business,10,1.8033925e-02,45887,36976,1826,6356,45674,21183,1.0656182e+02,2.3096153e+01,2.7510570e+00,7.9270709e-03,9.7102009e-03,6.6770175e-03,1495,1028,85220496
savagely,repressed,3,5.3740945e-03,94947,76119,1827,14326,61532,46229,3.1988133e+01,6.9375644e+00,2.7509848e+00,4.0983607e-03,6.6106884e-03,2.9620786e-03,1011,453,85220496
briefly,unattended,12,2.1738479e-02,40955,33018,1828,6808,30761,29310,1.2781758e+02,2.7691891e+01,2.7509722e+00,7.5211532e-03,1.5699042e-02,4.9335267e-03,2428,763,85220496
mightily,peeved,7,1.2600537e-02,57152,45870,1829,8344,46505,30165,7.4604232e+01,1.6172902e+01,2.7509368e+00,6.3781321e-03,9.4938313e-03,4.7892523e-03,1459,736,85220496
softly,underfoot,4,7.1901013e-03,80034,64157,1830,12537,51931,43998,4.2630772e+01,9.2441220e+00,2.7502946e+00,4.5714286e-03,8.2496541e-03,3.1539251e-03,1266,484,85220496
hitherto,unexplored,122,2.2947543e-01,8524,6926,1831,1231,18286,4777,1.2945693e+03,2.7954216e+02,2.7498859e+00,2.7579971e-02,2.8208639e-02,2.6882339e-02,4530,4317,85220496
neurologically,intact,67,1.3890469e-01,13176,10763,1832,10437,111332,750,7.0420246e+02,1.5068725e+02,2.7498471e+00,5.3191489e-03,2.7062878e-03,1.3958553e-01,479,24713,85220496
prematurely,senile,4,7.2024927e-03,80052,64165,1833,11806,57479,39417,4.2614744e+01,9.2411307e+00,2.7492981e+00,4.8019208e-03,7.2596787e-03,3.5778224e-03,1116,550,85220496
artfully,wove,8,1.4466649e-02,52678,42327,1834,7515,71038,14670,8.5194042e+01,1.8467420e+01,2.7492295e+00,6.9444444e-03,5.4733859e-03,9.4504290e-03,845,1459,85220496
devoutly,roman,17,3.0962880e-02,32789,26453,1835,4476,38721,15188,1.8089893e+02,3.9190323e+01,2.7488096e+00,1.0375343e-02,1.1916658e-02,9.1578015e-03,1853,1424,85220496
notably,absent,2604,6.0508978e+00,654,514,1836,180,6540,602,2.7057601e+04,5.7275675e+03,2.7485591e+00,1.0702176e-01,7.8589587e-02,1.6664045e-01,15593,33070,85220496
good,hearted,11,2.0001597e-02,43221,34861,1837,6644,71453,10448,1.1705983e+02,2.5366369e+01,2.7483868e+00,7.6788831e-03,5.4303951e-03,1.3025038e-02,843,2022,85220496
lovably,dorky,5,9.0327449e-03,70125,56153,1838,9697,77346,21300,5.3239020e+01,1.1544279e+01,2.7481660e+00,5.6306306e-03,4.8692949e-03,6.6458206e-03,751,1025,85220496
extremly,helpfull,4,7.2215022e-03,80071,64182,1839,11543,60036,37424,4.2592824e+01,9.2365518e+00,2.7480583e+00,4.8869884e-03,6.8253092e-03,3.7954637e-03,1052,585,85220496
cripplingly,indecisive,5,9.0675370e-03,70143,56181,1840,11759,102558,13406,5.3210175e+01,1.1535931e+01,2.7473292e+00,4.8169557e-03,3.1390098e-03,1.0269467e-02,486,1590,85220496
high,value-added,11,2.0226613e-02,43262,34916,1841,10606,21457,46442,1.1690617e+02,2.5312925e+01,2.7471959e+00,5.2468400e-03,2.3765872e-02,2.9429789e-03,3731,462,85220496
lushly,textured,9,1.6402158e-02,48939,39473,1842,7754,79757,11042,9.5722718e+01,2.0745423e+01,2.7467851e+00,6.7847720e-03,4.6596479e-03,1.2391275e-02,725,1928,85220496
awkwardly,angled,11,2.0058555e-02,43244,34874,1843,5990,45046,19786,1.1698145e+02,2.5352784e+01,2.7465181e+00,8.3018868e-03,9.8919680e-03,7.1299610e-03,1540,1110,85220496
incurably,infertile,3,5.4286941e-03,95063,76207,1844,13124,79425,34588,3.1925330e+01,6.9243942e+00,2.7462660e+00,4.4020543e-03,4.6863752e-03,4.1361834e-03,724,639,85220496
plausibly,presidential,7,1.2806450e-02,57248,45950,1845,11285,105527,9001,7.4403807e+01,1.6123624e+01,2.7455283e+00,4.9857550e-03,2.9835122e-03,1.4994060e-02,466,2342,85220496
evenly,brown,128,2.5084960e-01,8271,6748,1846,2138,43302,1599,1.3516014e+03,2.9100827e+02,2.7454755e+00,1.8244014e-02,1.0393523e-02,7.3462770e-02,1739,12293,85220496
over,priced,323,6.8151562e-01,4053,3313,1847,1505,3254,10426,3.3859874e+03,7.2398261e+02,2.7454371e+00,2.3894067e-02,1.3698571e-01,1.3062102e-02,24683,2353,85220496
warmly,maternal,11,2.0126379e-02,43261,34889,1848,6285,39816,23358,1.1691387e+02,2.5336658e+01,2.7453126e+00,7.9970920e-03,1.1497379e-02,6.1136442e-03,1796,955,85220496
fatally,defective,84,1.5817603e-01,11170,9077,1849,1590,22271,5654,8.9035238e+02,1.9243091e+02,2.7452050e+00,2.2878932e-02,2.2784088e-02,2.2889825e-02,3663,3680,85220496
directly,adjacent,1340,3.3099421e+00,1242,981,1850,594,1247,5137,1.3820230e+04,2.9118065e+03,2.7448017e+00,4.5752527e-02,2.5250720e-01,2.5102780e-02,53282,5294,85220496
unconditionally,pro-life,17,3.1377111e-02,32828,26492,1851,5666,70183,6848,1.8051409e+02,3.9092205e+01,2.7447454e+00,8.6602140e-03,5.5655067e-03,1.9348686e-02,877,3049,85220496
nakedly,mercenary,5,9.1103436e-03,70185,56211,1852,10084,56151,33455,5.3154918e+01,1.1525704e+01,2.7445633e+00,5.4614965e-03,7.4826518e-03,4.2877645e-03,1164,667,85220496
sometime,fellow,5,9.1357600e-03,70201,56229,1853,11618,44795,43321,5.3134171e+01,1.1519654e+01,2.7439705e+00,4.8661800e-03,9.9618634e-03,3.2116829e-03,1554,501,85220496
surgically,ageless,3,5.4598368e-03,95125,76256,1854,13358,92519,27913,3.1891307e+01,6.9169413e+00,2.7438161e+00,4.3383948e-03,3.7199608e-03,5.1809005e-03,578,805,85220496
avowedly,heterosexual,10,1.8363188e-02,45975,37066,1855,7110,74429,11036,1.0621220e+02,2.3017574e+01,2.7437065e+00,7.2753729e-03,5.1347040e-03,1.2399666e-02,805,1944,85220496
possibly,carcinogenic,420,9.5215179e-01,3345,2718,1856,1782,1917,12392,4.3692695e+03,9.2830442e+02,2.7436879e+00,2.1039976e-02,1.9509237e-01,1.1097884e-02,37776,2148,85220496
north,german,30,5.6186730e-02,22591,18285,1857,4560,65210,4168,3.1803628e+02,6.8795790e+01,2.7436238e+00,1.0235415e-02,6.1351216e-03,3.0524116e-02,981,4881,85220496
deep,underground,39,7.2704975e-02,18986,15373,1858,2705,36320,6989,4.1361531e+02,8.9513034e+01,2.7434531e+00,1.5381582e-02,1.2898832e-02,1.8961633e-02,2053,3018,85220496
rigorously,islamic,29,5.3947961e-02,23099,18691,1859,3568,48977,6416,3.0761133e+02,6.6587726e+01,2.7432973e+00,1.2425021e-02,8.8904048e-03,2.0500377e-02,1412,3256,85220496
gradually,escalating,9,1.6591326e-02,48982,39519,1860,9602,29237,41149,9.5544798e+01,2.0700602e+01,2.7431727e+00,5.6782334e-03,1.6728986e-02,3.4119583e-03,2633,537,85220496
causally,explicable,3,5.4709844e-03,95151,76269,1861,13234,77755,35785,3.1878823e+01,6.9142839e+00,2.7428914e+00,4.3731778e-03,4.8299206e-03,3.9821216e-03,752,620,85220496
nationally,renown,52,1.0065888e-01,15695,12739,1862,5023,8533,28119,5.4941972e+02,1.1850055e+02,2.7427553e+00,9.5046609e-03,6.1058657e-02,5.1432311e-03,10092,850,85220496
allegedly,libelous,45,9.0260540e-02,17294,14042,1863,10420,5176,49234,4.7381328e+02,1.0185390e+02,2.7427248e+00,5.3241836e-03,9.5961509e-02,2.7329279e-03,16436,468,85220496
crushingly,depressive,4,7.3179227e-03,80188,64277,1864,12256,55104,41956,4.2488431e+01,9.2135108e+00,2.7424643e+00,4.6565774e-03,7.6635441e-03,3.3356209e-03,1197,521,85220496
preferably,outdoors,52,9.7852059e-02,15665,12699,1865,2420,19263,11320,5.5087977e+02,1.1913922e+02,2.7424637e+00,1.6693419e-02,2.6658107e-02,1.2118785e-02,4283,1947,85220496
passionately,pro-european,8,1.4750501e-02,52782,42422,1866,9777,32557,40733,8.4909807e+01,1.8399910e+01,2.7422181e+00,5.5983205e-03,1.4705894e-02,3.4494455e-03,2315,543,85220496
gleefully,sadistic,30,5.6042387e-02,22597,18278,1867,3197,39644,8267,3.1791922e+02,6.8829304e+01,2.7407656e+00,1.3531800e-02,1.1561725e-02,1.6238940e-02,1844,2590,85220496
safely,afloat,14,2.5970278e-02,37218,30070,1868,5598,34104,22341,1.4845199e+02,3.2162997e+01,2.7404940e+00,8.7336245e-03,1.3890850e-02,6.3519957e-03,2200,1006,85220496
comfortably,furnished,27,5.1053305e-02,24297,19674,1869,5623,15566,28953,2.8576718e+02,6.1804226e+01,2.7402837e+00,8.7040619e-03,3.3435734e-02,4.9927110e-03,5398,806,85220496
randomly,targeted,4,7.3536535e-03,80238,64304,1870,11228,82697,25033,4.2446221e+01,9.2050494e+00,2.7399871e+00,5.0093926e-03,4.4215821e-03,5.7531396e-03,694,903,85220496
scientifically,literate,498,1.0168621e+00,2865,2326,1871,515,7233,3159,5.2316148e+03,1.1233251e+03,2.7398386e+00,5.1313756e-02,7.1401198e-02,3.9927363e-02,12449,6961,85220496
actively,involved,2547,7.2993561e+00,686,547,1872,462,17197,236,2.5821949e+04,5.3702219e+03,2.7398347e+00,5.5487174e-02,3.0107529e-02,3.4476995e-01,7367,84438,85220496
furiously,propulsive,3,5.5144598e-03,95223,76336,1873,14488,62607,46354,3.1833245e+01,6.9039714e+00,2.7397195e+00,4.0595399e-03,6.4676065e-03,2.9502672e-03,1015,463,85220496
harmonically,wayward,4,7.3627358e-03,80249,64315,1874,11121,77154,27808,4.2436007e+01,9.2029052e+00,2.7394121e+00,5.0473186e-03,4.8869958e-03,5.1987933e-03,768,817,85220496
heretofore,untold,19,3.5480432e-02,30550,24719,1875,4826,28295,20652,2.0129490e+02,4.3594934e+01,2.7393670e+00,9.8343685e-03,1.7398864e-02,6.8367473e-03,2774,1090,85220496
crisply,paced,9,1.6755218e-02,49027,39557,1876,9781,98727,7893,9.5369029e+01,2.0662181e+01,2.7389447e+00,5.5970149e-03,3.3470670e-03,1.6885904e-02,532,2684,85220496
electrically,heated,32,6.0063063e-02,21660,17508,1877,3031,31852,10317,3.3882647e+02,7.3351937e+01,2.7389210e+00,1.4112459e-02,1.5094863e-02,1.3204152e-02,2419,2116,85220496
evolutionarily,novel,59,1.1401483e-01,14369,11672,1878,3469,57388,2483,6.2297353e+02,1.3449618e+02,2.7389153e+00,1.2692266e-02,7.2732593e-03,4.9072345e-02,1200,8097,85220496
low,priced,26,4.8677715e-02,24886,20155,1879,3492,41189,9180,2.7536133e+02,5.9627066e+01,2.7389004e+00,1.2633625e-02,1.1029341e-02,1.4720283e-02,1763,2353,85220496
decidedly,unsexy,121,2.6548132e-01,8687,7117,1880,6687,2486,36502,1.2616748e+03,2.6915929e+02,2.7388793e+00,7.6386478e-03,1.6516492e-01,3.9023710e-03,30950,731,85220496
temporarily,offline,104,2.0163382e-01,9603,7806,1881,1737,11799,9689,1.0976872e+03,2.3693025e+02,2.7384928e+00,2.1374987e-02,4.4780496e-02,1.4003426e-02,7413,2318,85220496
accurately,trackable,3,5.5310638e-03,95257,76363,1882,14295,64367,45201,3.1814847e+01,6.9000543e+00,2.7383568e+00,4.1039672e-03,6.2385121e-03,3.0493925e-03,982,480,85220496
ritually,pure,87,1.8492678e-01,10996,9011,1883,7719,96365,765,9.0993315e+02,1.9472557e+02,2.7382280e+00,6.8053817e-03,3.4825346e-03,1.3736664e-01,632,24936,85220496
coolly,stylized,6,1.1118910e-02,62976,50519,1884,8977,54512,29660,6.3588521e+01,1.3786767e+01,2.7375973e+00,6.0000000e-03,7.7677500e-03,4.8730411e-03,1229,771,85220496
questionably,canonical,3,5.5449924e-03,95284,76386,1885,13883,68483,42324,3.1799065e+01,6.8967775e+00,2.7371599e+00,4.2016807e-03,5.7475495e-03,3.3015291e-03,907,521,85220496
imminently,watchable,28,5.3100219e-02,23729,19198,1886,4464,62895,4785,2.9603899e+02,6.4057483e+01,2.7366821e+00,1.0393467e-02,6.4293364e-03,2.6846533e-02,1041,4347,85220496
attractively,tuneful,3,5.5504019e-03,95299,76393,1887,13334,78551,35786,3.1792302e+01,6.8955070e+00,2.7366021e+00,4.3446778e-03,4.7606863e-03,3.9820160e-03,752,629,85220496
predominantly,albanian,110,2.6764396e-01,9392,7737,1888,13518,1316,58322,1.1341953e+03,2.3974948e+02,2.7365626e+00,4.2928505e-03,2.4439406e-01,2.1614167e-03,50799,449,85220496
temperamentally,unobtrusive,6,1.1167149e-02,62991,50549,1889,10120,92626,13591,6.3544057e+01,1.3775487e+01,2.7362554e+00,5.4471176e-03,3.7129239e-03,1.0150634e-02,590,1613,85220496
ostensibly,nonpartisan,42,8.0502876e-02,18096,14639,1890,3688,14859,19303,4.4355505e+02,9.5892023e+01,2.7361302e+00,1.2110727e-02,3.5079569e-02,7.3022681e-03,5741,1195,85220496
instinctively,pro-american,8,1.4907775e-02,52862,42488,1891,7318,56816,20742,8.4708334e+01,1.8363061e+01,2.7358573e+00,7.0921986e-03,7.3664149e-03,6.8133123e-03,1172,1084,85220496
geometrically,symmetric,4,7.4277906e-03,80326,64373,1892,11198,72494,30515,4.2365634e+01,9.1876234e+00,2.7355778e+00,5.0188206e-03,5.3234765e-03,4.7305826e-03,844,750,85220496
doggedly,contrarian,3,5.5674635e-03,95324,76411,1893,13400,90213,29591,3.1773954e+01,6.8915082e+00,2.7352740e+00,4.3258832e-03,3.8688110e-03,4.8849169e-03,613,774,85220496
manually,dexterous,3,5.5701976e-03,95336,76415,1894,13738,97101,26291,3.1771552e+01,6.8908685e+00,2.7351391e+00,4.2372881e-03,3.4379568e-03,5.4944017e-03,545,871,85220496
formerly,chief,86,1.7696253e-01,11056,9039,1895,5207,4862,29969,9.0179627e+02,1.9369975e+02,2.7351240e+00,9.2215312e-03,1.0132691e-01,4.8211723e-03,17805,847,85220496
third,overall,116,2.2531507e-01,8878,7215,1896,1316,20679,4524,1.2232095e+03,2.6417530e+02,2.7349798e+00,2.6414665e-02,2.4734254e-02,2.8225319e-02,4102,4681,85220496
heavily,immigrant,222,5.2104555e-01,5478,4506,1897,4567,1677,27629,2.2969733e+03,4.8733058e+02,2.7349198e+00,1.0226173e-02,2.1133748e-01,5.2298590e-03,42370,1048,85220496
quintessentially,australian,111,2.1565751e-01,9178,7448,1898,1392,16381,6245,1.1704099e+03,2.5277629e+02,2.7347981e+00,2.5359836e-02,3.1708324e-02,2.1062962e-02,5260,3494,85220496
fervently,buddhist,15,2.8276238e-02,35705,28789,1899,6166,73108,7546,1.5861522e+02,3.4355627e+01,2.7347068e+00,8.1256771e-03,5.2626445e-03,1.7676355e-02,847,2845,85220496
decidedly,low-tech,262,5.8180722e-01,4783,3915,1900,2528,2530,16555,2.7262049e+03,5.8143766e+02,2.7346074e+00,1.6097321e-02,1.6318546e-01,8.4495369e-03,30950,1602,85220496
wryly,comic,30,5.7832520e-02,22656,18358,1901,6022,80447,3199,3.1653660e+02,6.8419640e+01,2.7344586e+00,8.2644628e-03,4.6054217e-03,3.9501892e-02,758,6502,85220496
commercially,viable,6379,1.7020814e+01,252,199,1902,92,2967,508,6.5162844e+04,1.3647729e+04,2.7343650e+00,1.6612412e-01,1.4702298e-01,1.8996184e-01,33504,43294,85220496
mere,wishful,10,1.8797731e-02,46086,37155,1903,8239,87045,8859,1.0576318e+02,2.2916001e+01,2.7343322e+00,6.4557779e-03,4.0874235e-03,1.5215364e-02,656,2442,85220496
militarily,enforceable,72,1.3867604e-01,12552,10169,1904,1828,27882,5221,7.5967396e+02,1.6423463e+02,2.7339418e+00,2.0659971e-02,1.7713765e-02,2.4670024e-02,2913,4057,85220496
distractingly,miscast,5,9.3351252e-03,70364,56340,1905,10056,81670,20289,5.2910044e+01,1.1472777e+01,2.7338397e+00,5.4764513e-03,4.5042687e-03,6.9508453e-03,718,1108,85220496
