adj_lemma,SUM,very,more,most,so,not,as,too,really,much,pretty,less,even,also,quite,extremely,how,still,highly,always,just,relatively,completely,particularly,far,only,now,all,incredibly,fairly,especially,truly,increasingly,rather,absolutely,slightly,almost,super,totally,entirely,that,well,often,no,already,somewhat,equally,long,fully,potentially,perfectly,deeply,actually,mostly,nearly,significantly,probably,both,never,politically,seemingly,least,generally,sometimes,usually,surprisingly,ever,largely,currently,definitely,overly,any,certainly,immediately,simply,real,easily,yet,readily,once,environmentally,hugely,exceptionally,otherwise,clearly,unusually,about,mentally,physically,remarkably,virtually,socially,terribly,utterly,partly,genuinely,seriously,reasonably,damn,however,exactly,way,wildly,little,financially,considerably,then,historically,hardly,perhaps,brand,obviously,necessarily,sexually,therefore,consistently,extraordinarily,directly,widely,barely,amazingly,economically,inherently,mutually,apparently,previously,finally,technically,visually,immensely,naturally,emotionally,vastly,typically,sufficiently,critically,wide,substantially,ridiculously,wonderfully,second,indeed,purely,downright,fundamentally,uniquely,personally,similarly,wholly,openly,predominantly,publicly,kinda,commercially,exceedingly,culturally,heavily,thoroughly,notoriously,comparatively,plain,morally,likely,painfully,half,closely,essentially,overwhelmingly,possibly,legally,ultimately,statistically,intensely,enormously,dangerously,profoundly,insanely,mainly,awfully,moderately,primarily,tremendously,extra,somehow,radically,darn,practically,over,unbelievably,normally,instantly,newly,basically,pleasantly,again,technologically,merely,minimally,supposedly,thus,strictly,infinitely,initially,aesthetically,remotely,vitally,distinctly,mildly,fiercely,decidedly,rarely,dramatically,maybe,strikingly,traditionally,kind,enough,horribly,strangely,terminally,of,partially,beautifully,constantly,altogether,further,medically,freely,unexpectedly,oddly,noticeably,suddenly,roughly,acutely,forever,abundantly,sharply,brutally,impossibly,massively,fiscally,excessively,eerily,undeniably,near,deceptively,occasionally,frequently,supremely,stunningly,vaguely,broadly,universally,visibly,beyond,notably,shockingly,solely,reportedly,than,chronically,strongly,clinically,marginally,literally,up,keenly,albeit,progressively,back,globally,intellectually,longer,first,cautiously,doubly,disproportionately,though,abnormally,undoubtedly,officially,exclusively,desperately,markedly,surely,formerly,understandably,deliciously,non,specifically,severely,greatly,overtly,allegedly,overall,refreshingly,crystal,admittedly,famously,eternally,genetically,drastically,bad,patently,delightfully,strategically,astonishingly,nationally,racially,scientifically,endlessly,ecologically,biologically,out,soon,woefully,humanly
bloody,10568,938,683,426,1424,213,383,496,231,170,508,403,225,34,77,184,83,98,2,41,76,3,24,440,95,37,28,230,59,30,107,17,497,93,58,54,12,14,8,2,4,30,387,8,56,33,61,8,1,106,4,2,7,3,7,0,10,19,5,4,3,27,3,227,25,19,27,0,2,2,17,0,11,0,6,13,0,3,0,9,0,3,37,5,1,27,70,0,2,8,0,0,22,7,0,1,10,1,21,19,3,7,0,1,1,3,6,7,0,13,0,5,8,0,0,6,20,0,0,1,4,2,4,0,5,2,1,0,0,4,1,1,1,3,12,0,0,0,10,10,1,6,0,26,0,2,0,18,0,1,0,0,5,1,25,0,0,3,27,0,11,0,2,2,3,0,1,1,34,0,1,0,8,5,1,1,4,0,4,6,0,9,0,1,1,2,1,2,11,1,0,0,0,0,5,0,0,2,4,0,0,0,1,0,1,0,1,1,2,7,3,0,3,1,1,0,7,23,0,0,1,2,3,3,2,3,0,0,4,0,0,4,0,0,1,0,0,19,3,5,0,14,1,2,0,0,30,16,2,1,0,0,0,4,0,5,7,0,6,0,1,0,0,1,15,0,0,15,7,3,0,0,0,0,0,0,0,5,0,2,0,1,1,0,0,0,0,11,3,0,2,0,3,2,1,1,0,1,13,1,0,0,0,1,12,0,8,0,0,0,4,0,0,0,0,0,0
pragmatic,10561,1363,5122,526,68,163,189,152,36,11,85,88,13,196,105,97,16,9,144,41,51,48,25,12,0,25,3,9,20,51,5,20,49,61,8,5,5,7,24,58,2,3,26,0,1,22,42,6,2,1,2,52,3,23,0,0,2,59,2,87,21,4,25,5,10,25,40,27,0,3,18,0,10,7,32,4,0,7,0,10,0,4,6,10,8,7,2,0,0,16,0,0,6,33,12,3,0,9,0,4,2,0,0,1,7,1,1,1,4,1,0,3,7,1,4,5,3,1,0,0,3,13,5,0,5,1,0,1,1,5,6,0,1,23,11,0,0,1,0,8,0,3,259,3,16,2,0,37,9,0,2,0,0,12,9,1,1,23,3,1,4,2,2,2,0,0,27,5,1,0,19,0,23,7,1,7,2,8,1,1,9,0,0,1,13,0,0,0,2,3,0,8,5,0,1,0,46,0,12,1,37,2,1,0,1,0,7,1,6,21,3,1,0,3,3,0,0,0,3,0,4,1,2,0,0,2,0,0,1,3,0,1,0,0,1,0,0,17,2,0,4,2,0,1,0,2,1,2,17,2,1,1,1,0,0,1,1,3,0,2,0,1,0,0,0,0,1,3,0,1,0,0,2,1,3,2,0,2,0,0,0,4,0,0,0,1,6,0,0,0,1,0,0,1,0,13,0,1,11,1,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,2,0
imaginative,10550,999,2209,1788,238,111,388,105,144,40,70,270,21,63,118,94,11,7,822,38,12,2,9,131,2,12,1,14,176,27,32,133,39,49,1,4,2,14,9,6,11,5,25,0,5,17,44,3,5,0,1,61,8,6,2,0,0,39,0,1,0,55,3,11,4,8,15,1,0,5,60,0,9,0,6,12,0,7,0,6,0,44,21,8,0,15,1,0,2,25,1,0,31,7,1,17,7,5,2,17,3,0,742,0,0,0,0,1,7,2,0,0,1,2,1,21,31,0,5,0,26,0,0,0,2,1,0,5,61,12,7,1,6,12,15,2,1,0,8,210,0,3,45,4,4,25,1,12,9,0,0,0,0,0,4,0,1,5,1,0,0,1,0,0,1,0,6,1,2,0,1,0,14,4,4,4,9,0,1,4,1,7,7,0,5,1,0,5,10,0,0,3,0,0,1,2,9,0,2,0,0,7,0,1,3,0,3,3,17,1,3,1,1,19,0,0,6,0,3,0,2,0,16,5,0,5,0,2,5,3,0,0,0,1,1,2,2,2,8,5,0,5,1,4,0,1,4,1,7,22,0,1,0,1,0,2,3,0,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,7,1,1,0,5,0,0,0,3,0,2,4,1,0,0,0,0,29,1,9,0,0,0,42,0,0,0,0,0,0
fruitful,10542,1961,3003,1554,270,282,430,21,109,35,30,212,13,44,158,213,15,20,71,74,5,15,4,336,1,26,6,3,91,8,139,45,43,34,2,1,1,6,1,12,13,2,32,0,25,8,44,13,3,176,1,3,8,5,0,0,1,16,9,9,7,14,7,16,7,20,13,7,1,3,3,0,7,15,1,5,0,7,0,17,0,11,40,7,3,19,0,2,0,27,0,2,7,1,1,11,0,1,0,6,7,0,7,0,23,2,0,2,2,5,0,5,3,0,1,1,33,0,1,3,20,16,0,34,5,1,1,1,0,30,3,6,1,2,0,1,0,0,3,10,2,7,0,0,1,4,4,15,5,0,0,0,0,3,30,4,0,0,0,0,0,1,4,0,0,0,1,0,16,0,29,0,4,19,0,5,1,0,1,0,0,13,1,1,0,0,1,0,1,2,2,1,0,0,2,1,0,1,0,0,0,1,0,5,1,0,3,0,2,0,10,4,0,0,1,0,2,0,1,0,0,2,2,1,1,16,0,0,11,0,2,0,0,0,1,20,0,0,2,2,1,2,0,0,0,0,3,1,2,2,0,0,3,0,0,1,0,0,2,2,0,0,1,1,1,1,0,2,4,0,0,18,1,3,0,3,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,2,6,0,0,0,0,1,0,4,0,0,7,8,0,0,0,0,0,0
flavorful,10515,1450,2949,1278,781,67,486,25,236,14,34,299,3,29,152,230,5,90,82,20,22,6,3,59,0,21,1,14,316,8,52,28,1,21,6,0,0,258,2,2,17,6,1,0,29,1,24,2,2,1,16,190,5,1,1,0,0,34,1,0,0,20,1,2,1,69,0,0,0,4,19,0,7,0,3,5,0,24,0,0,0,19,45,5,0,8,0,0,0,22,0,0,5,1,0,1,11,1,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,16,11,0,0,0,77,0,1,0,0,0,0,0,0,27,32,0,1,1,1,0,0,0,11,107,0,1,1,4,0,34,0,3,1,0,0,0,0,0,5,0,0,2,1,0,1,0,1,0,1,0,0,4,0,0,0,0,237,3,1,1,25,0,1,2,0,12,32,0,0,3,0,0,19,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,1,0,12,3,5,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,1,0,1,0,0,14,5,0,0,0,0,0,2,10,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1,0,2,3,0,0,6,0,0,0,0,0,18,0,4,0,0,0,1,0,0,0,0,0,0
insecure,10484,1320,1031,497,1297,209,394,430,246,14,102,124,13,71,109,188,47,141,153,77,101,26,81,31,1,24,11,65,161,18,20,12,235,50,4,57,4,60,56,10,46,2,114,0,52,117,30,6,1,71,2,265,19,4,0,1,15,16,14,17,9,6,27,36,17,15,6,10,4,6,13,0,4,0,19,1,2,10,0,5,1,12,2,20,15,4,2,7,20,7,0,57,68,14,0,5,8,0,21,3,1,3,37,4,230,0,1,0,1,2,0,10,7,38,8,0,2,0,1,0,3,186,228,0,6,2,0,0,1,5,11,73,0,9,4,2,0,2,8,0,1,2,1,5,82,3,12,5,5,1,2,1,6,0,1,7,0,2,75,1,4,0,6,55,1,0,3,0,6,2,6,1,5,5,28,37,9,2,5,0,0,8,3,4,2,0,0,0,0,2,4,8,9,0,1,1,1,0,1,6,0,1,2,0,3,0,1,7,0,6,1,0,9,0,1,0,0,29,12,13,3,4,0,20,1,2,1,0,0,8,2,10,0,2,7,0,0,2,0,17,1,7,0,2,0,0,7,8,2,0,3,1,0,9,0,6,1,1,1,0,43,0,2,2,0,0,0,1,0,0,1,25,2,0,0,6,0,5,0,1,1,0,47,0,0,3,3,0,0,1,12,1,3,0,0,0,0,4,5,9,0,0,0,3,0,3,3,0,2,0,0,0,0,0,0,23,0
elite,10478,578,1013,4908,119,677,143,59,95,21,150,139,42,16,56,33,13,83,43,11,13,37,3,14,0,25,8,19,14,43,8,763,24,28,29,2,13,76,6,1,0,3,7,0,87,15,17,32,1,130,0,0,5,16,10,0,4,16,17,26,4,4,2,1,5,1,18,10,2,6,0,0,5,2,3,1,1,8,0,23,1,1,3,4,7,1,0,0,15,1,0,67,2,2,0,11,3,1,0,2,11,0,0,0,18,0,2,36,18,2,0,7,15,0,2,37,2,0,0,0,3,14,2,0,4,3,0,6,0,0,0,0,0,12,3,0,0,0,4,0,0,8,3,5,1,3,1,20,0,0,2,0,0,0,1,27,0,1,2,1,0,2,0,0,0,0,0,0,8,0,0,6,0,0,1,0,3,4,0,3,2,0,0,5,0,1,1,0,1,2,0,1,2,0,3,9,4,0,40,0,2,0,0,1,1,0,1,0,0,2,0,0,2,0,13,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,4,0,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,4,28,1,0,0,1,0,0,0,3,0,2,0,0,0,18,0,0,6,1,0,0,0,6,0,0,0,3,6,0,9,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0
reputable,10466,928,1005,5220,57,151,150,7,48,4,54,437,14,100,53,82,20,5,1248,12,4,10,11,15,0,38,5,18,10,55,2,33,2,14,4,2,1,4,7,15,5,43,3,0,10,12,28,2,3,1,25,0,9,6,0,1,0,14,0,2,40,21,13,0,12,1,2,0,1,5,1,0,5,0,0,0,1,2,0,13,0,9,2,61,0,0,1,0,0,3,0,0,0,1,0,4,0,11,0,6,4,0,1,0,3,2,2,1,1,0,0,1,5,0,1,4,0,0,3,3,1,1,0,0,11,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,7,0,0,0,0,0,4,4,0,0,0,0,0,1,0,0,7,1,0,0,2,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,6,0,1,1,0,0,0,4,0,67,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,9,5,0,0,0,0,0,1,0,2,0,0,0,0,0,9,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0
worthless,10451,21,242,244,389,345,730,29,71,248,329,14,52,36,58,4,18,39,1,8,77,82,816,12,1,39,282,86,11,74,6,67,87,41,306,3,553,1,390,141,4,9,44,1,10,16,55,5,13,32,10,0,42,118,521,1,57,9,10,6,105,0,51,14,46,1,3,131,24,4,0,0,9,4,35,1,0,1,0,7,2,0,0,79,9,0,34,0,1,1,601,15,0,388,1,1,1,3,5,12,3,0,0,1,7,0,9,4,4,7,0,18,7,1,51,2,1,0,0,0,3,24,48,0,44,17,0,9,1,0,1,0,0,6,0,0,0,3,2,0,1,12,4,9,14,0,0,6,31,1,0,0,8,11,1,0,0,8,3,20,9,14,22,1,2,0,516,1,16,27,75,5,0,0,0,3,0,9,0,1,2,0,1,9,0,1,279,0,2,1,6,1,255,0,4,0,6,0,14,21,1,1,1,2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,3,4,5,0,15,0,7,0,0,0,0,43,0,0,1,0,0,0,0,0,1,0,0,0,42,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,23,2,0,0,0,0,0,5,0,0,0,1,0,3,0,1,4,0,0,0,2,5,0,1,0,0,0,1,1,3,2,0,0,2,1,2,1,0,0,3,0,4,0,0,0,28,0,0,1,0,2,0,0
variable,10449,705,1577,264,363,50,185,138,34,11,54,213,6,119,553,498,23,19,3477,34,5,19,27,19,0,57,13,17,50,8,10,12,59,59,0,14,0,3,11,13,2,4,39,0,2,140,33,2,57,6,0,3,5,8,1,4,2,8,2,1,1,20,11,15,25,16,4,8,6,2,1,0,5,0,2,3,6,3,0,0,1,43,8,6,1,8,0,0,1,16,0,0,0,1,0,0,2,0,1,4,2,0,97,0,0,5,8,15,0,4,0,3,2,1,6,2,15,1,162,0,4,0,45,0,2,0,0,0,1,9,27,0,4,12,6,0,0,1,1,1,5,1,4,0,1,4,1,13,1,0,2,0,1,0,13,20,1,1,33,1,0,0,6,0,3,1,2,0,2,0,0,2,4,10,1,2,2,4,0,1,2,11,0,0,3,2,0,0,0,3,1,0,1,0,4,0,2,0,0,5,1,351,0,0,0,0,4,2,0,2,0,3,0,3,1,2,0,2,1,0,0,5,0,33,0,6,0,1,1,4,0,0,0,1,1,1,0,1,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,1,0,0,0,0,6,2,0,0,0,0,5,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,4,0,0,1,1,2,0,1,19,0,0,0,0,0,3,8,1,38,1,0,0,1,0,1,0,0,2,36,1,2,0,0,0,1
intentional,10435,1301,2157,102,117,3183,124,18,150,84,40,79,94,55,131,42,27,4,60,126,8,2,167,10,2,33,5,145,28,5,4,10,3,16,44,1,27,27,68,182,9,3,24,11,2,45,8,1,68,4,5,8,49,12,0,0,152,26,94,1,45,2,1,41,19,0,21,6,0,68,2,0,55,0,2,3,0,5,0,3,0,0,1,0,167,2,7,0,0,0,0,0,1,4,50,0,1,0,0,6,10,0,0,2,3,0,4,0,7,43,0,84,63,0,3,1,0,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,17,98,0,1,2,1,3,20,0,0,1,1,0,1,0,1,3,0,0,0,0,79,1,1,0,1,0,42,1,1,0,2,0,0,2,1,0,0,0,1,0,0,7,1,1,1,0,0,1,0,0,1,0,2,0,3,0,3,0,19,0,2,0,1,0,0,0,1,3,20,0,13,1,1,0,1,0,1,0,1,23,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,19,0,0,0,5,3,0,0,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
arbitrary,10434,280,455,171,404,1059,412,204,53,38,203,236,45,49,164,41,35,20,92,36,83,93,880,13,1,47,4,47,23,159,14,17,95,352,25,41,130,4,301,334,4,3,291,0,11,728,84,5,5,37,18,7,11,59,27,0,3,35,22,6,757,9,6,93,17,6,5,105,1,2,2,0,2,0,26,0,0,1,0,8,0,2,3,33,27,1,1,0,0,2,3,2,6,53,5,2,2,3,4,46,9,0,4,0,0,3,4,5,10,12,0,14,33,0,28,4,6,0,1,0,3,5,50,0,86,0,1,1,2,1,0,1,0,6,4,0,0,0,12,5,0,7,212,6,19,0,0,24,87,0,0,0,5,0,5,2,0,5,4,1,1,56,6,2,0,0,88,0,8,0,48,0,0,0,2,5,2,0,8,1,4,0,0,9,1,1,3,0,0,1,0,0,19,0,2,0,51,0,1,13,2,1,4,0,0,0,1,0,0,3,3,2,0,0,1,0,1,1,3,0,6,1,1,1,9,4,1,0,0,4,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,3,5,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,40,1,0,0,1,0,15,1,0,0,0,0,5,0,0,0,0,0,1,0
pertinent,10432,919,2471,2086,186,474,389,17,107,60,26,100,16,253,69,131,18,186,203,35,5,0,3,790,0,64,8,29,31,8,730,14,56,41,40,1,1,4,7,13,11,3,5,0,3,9,54,35,0,15,4,8,17,5,0,1,3,19,1,11,7,4,3,1,7,9,9,3,3,6,0,0,20,19,0,0,0,3,0,1,0,12,3,4,15,0,0,0,0,9,0,17,7,4,0,2,1,16,0,5,5,0,0,1,0,6,3,5,7,23,0,13,11,0,20,2,1,75,0,1,4,0,0,1,0,0,0,0,0,1,2,0,0,2,2,3,0,0,0,2,0,4,0,1,1,1,1,5,1,0,0,1,0,0,3,11,1,2,0,0,1,3,5,6,0,1,1,1,12,4,1,0,0,0,0,4,0,3,0,0,2,2,7,4,0,0,0,0,0,2,0,3,0,0,4,0,6,0,3,7,1,0,0,0,7,1,0,0,0,0,1,1,3,7,0,0,4,1,7,0,0,0,0,1,0,9,2,0,1,2,0,3,0,2,1,0,2,1,0,1,0,0,5,3,0,0,1,0,1,0,1,4,5,0,1,1,2,0,0,0,0,0,7,1,0,0,1,0,1,0,1,0,4,2,0,5,0,3,0,0,0,0,0,1,2,0,0,0,2,14,0,0,0,5,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,2,1,2,1,0,0,0,0
literal,10416,1533,2038,1524,360,554,246,948,28,29,104,375,18,26,601,81,27,1,27,29,27,7,57,15,0,12,7,6,15,98,5,8,14,95,33,2,205,15,8,24,6,0,32,0,0,43,9,7,5,0,7,0,12,19,32,0,7,55,10,0,6,7,1,82,7,16,3,5,0,2,189,0,3,0,7,1,0,0,0,17,0,0,2,1,5,8,10,0,1,4,5,0,5,0,3,0,0,2,9,2,4,0,0,2,0,0,4,0,1,11,0,3,18,1,2,5,3,1,0,0,1,0,0,0,3,1,1,0,8,0,0,0,0,2,1,0,0,1,15,2,0,3,35,1,2,1,0,6,6,0,1,0,1,0,6,0,4,0,2,0,2,0,4,38,0,3,39,1,11,0,0,0,2,1,0,1,0,0,9,2,2,0,0,0,2,2,3,3,1,1,0,1,1,0,1,0,17,0,7,0,102,1,0,0,1,0,0,0,0,4,8,0,7,6,0,0,3,2,13,1,0,1,0,0,0,0,2,0,1,6,0,1,0,2,0,0,2,2,0,0,0,16,3,0,0,0,10,2,0,2,1,0,0,0,0,0,10,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,8,0,0,0,3,3,0,4,0,0,2,0,0,0,0,1,8,0,2,0,0,2,0,0,0,0,0,1,0
helpless,10405,295,565,498,1780,689,773,87,108,59,161,125,41,59,170,25,49,56,0,19,56,74,1011,30,1,16,69,64,23,28,12,80,68,82,171,11,181,0,515,107,14,2,70,0,10,87,55,23,4,2,24,4,10,47,93,0,1,7,30,18,149,1,17,13,13,5,8,74,4,6,0,0,4,1,22,0,0,12,0,6,0,0,3,38,11,3,5,3,180,3,131,0,13,421,1,8,1,2,3,8,10,0,0,10,5,0,13,1,13,4,0,10,2,2,7,0,1,0,0,0,0,6,4,0,31,6,3,0,0,2,4,1,0,2,1,0,0,0,6,5,0,6,0,2,4,3,3,11,3,0,0,0,1,0,1,0,0,6,2,8,1,2,0,1,0,0,50,4,1,5,22,0,2,0,0,4,0,1,1,0,0,2,5,7,0,0,41,2,1,3,4,0,37,1,9,1,7,0,12,10,0,2,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,4,1,14,0,2,1,7,1,0,0,1,4,0,17,0,0,3,0,0,0,1,0,0,0,0,0,5,0,2,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0,11,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,3,1,1
horny,10405,1641,339,76,2838,63,469,304,887,34,131,32,192,34,65,483,15,213,6,394,90,0,9,36,3,12,12,110,210,1,35,12,18,21,13,9,0,511,46,3,4,11,8,0,57,8,33,2,4,0,3,2,6,2,0,0,4,59,5,0,0,1,0,2,4,3,38,0,0,20,12,2,3,4,3,24,0,3,0,5,0,1,12,0,16,4,3,0,0,1,0,0,21,6,1,8,34,1,111,0,1,2,7,2,0,1,4,0,0,2,0,20,1,1,3,0,7,0,0,0,18,0,0,0,1,0,0,0,0,0,13,1,0,4,1,0,0,0,14,6,0,2,0,7,0,0,0,2,2,1,0,0,16,0,2,0,0,0,3,0,11,0,0,4,0,0,0,1,0,0,0,0,5,1,12,2,35,0,5,0,1,1,19,1,0,2,0,0,24,2,8,0,2,1,3,0,1,0,0,1,0,0,0,0,7,0,1,0,2,3,0,0,2,0,0,0,2,1,1,4,0,0,0,67,0,0,0,1,0,0,0,4,0,0,7,0,0,0,2,4,0,6,0,0,0,0,1,0,5,1,3,0,0,5,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,2,0,0,30,0,0,0,5,2,0,1,0,0,4,0,0,0,0,0,0,5,0,0,6,0,2,0,1,0,0,0,1,0,0,1,1,0,0
dependable,10378,1077,1736,3497,222,328,547,16,65,9,65,231,6,87,67,173,30,25,351,270,21,18,71,11,1,59,6,15,37,52,11,50,8,9,33,0,2,24,88,27,18,8,5,0,4,8,30,23,19,2,6,1,10,11,1,1,4,29,4,7,4,40,28,4,104,4,97,5,0,6,1,0,10,1,4,10,0,8,0,17,5,6,23,8,2,1,1,0,1,11,1,28,1,46,1,1,1,16,0,2,4,0,0,0,7,1,0,4,7,0,0,0,6,0,6,41,4,2,1,1,5,2,0,3,1,11,0,0,0,2,2,0,0,12,2,0,0,0,1,5,1,4,0,0,1,1,0,2,8,0,0,0,0,2,4,0,0,19,0,0,1,2,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,2,1,0,1,2,11,0,0,1,0,0,1,57,0,0,1,1,0,0,3,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,1,0,0,1,0,8,4,2,0,0,1,0,0,4,0,0,4,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,2,2,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
user-friendly,10361,1834,4388,1151,180,346,228,11,126,27,54,137,5,86,115,494,11,8,121,19,11,34,42,55,0,22,6,9,123,22,26,43,24,22,9,3,2,100,16,13,0,5,0,0,9,0,6,0,5,0,3,0,11,3,0,0,1,35,0,1,5,9,10,0,7,10,0,0,1,11,0,0,5,3,0,2,1,6,0,0,1,3,40,2,0,2,0,0,1,20,0,0,7,3,0,8,1,12,1,1,36,0,1,1,0,0,0,0,3,1,0,0,5,0,2,4,8,1,0,0,12,0,3,0,2,0,1,0,0,4,1,0,2,1,5,0,0,0,2,4,0,2,2,1,0,7,0,5,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,1,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
catchy,10351,1394,351,190,701,187,921,125,604,54,381,161,66,63,319,365,13,107,25,44,66,11,8,84,12,35,1,21,440,48,27,24,5,103,9,11,12,273,20,2,21,0,25,0,15,49,59,2,0,1,12,7,11,2,1,3,0,50,2,3,0,6,7,14,5,103,15,3,0,31,12,1,32,79,17,8,0,16,0,8,0,14,16,7,1,3,1,0,0,30,0,0,19,7,1,27,36,6,180,6,15,7,17,0,0,2,2,0,1,2,0,7,1,0,2,19,4,1,0,0,34,0,8,0,1,0,0,0,5,24,1,1,0,6,5,0,0,0,204,43,0,4,1,41,0,4,0,11,0,1,0,1,51,1,11,0,1,3,3,0,12,0,0,17,0,0,0,2,0,0,1,0,11,5,10,0,377,2,16,11,0,16,3,9,0,43,1,0,58,0,186,1,0,4,4,0,7,0,1,0,0,15,3,0,2,0,1,7,2,1,0,0,2,2,2,1,7,9,30,1,8,0,9,1,1,0,0,0,4,26,0,0,0,0,0,0,1,3,92,14,0,0,5,280,1,23,4,0,49,1,8,0,4,0,2,2,0,0,0,0,0,3,0,0,1,2,0,4,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14,0,0,2,1,4,0,0,4,0,25,3,9,0,0,0,0,24,0,5,0,0,0,20,0,0,1,0,0,0
